Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Australia,Consumer Confidence,1986-07-31T00:00:00,79.78,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1986-08-31T00:00:00,79.64,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1986-09-30T00:00:00,78.72,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1986-10-31T00:00:00,89.9,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1986-11-30T00:00:00,85.78,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1986-12-31T00:00:00,88.94,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-01-31T00:00:00,88.03,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-02-28T00:00:00,87.66,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-03-31T00:00:00,86.74,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-04-30T00:00:00,90.52,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-05-31T00:00:00,91.6,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-06-30T00:00:00,93.26,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-07-31T00:00:00,98.7,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-08-31T00:00:00,96.16,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-09-30T00:00:00,94.94,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-10-31T00:00:00,103.88,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-11-30T00:00:00,87.52,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1987-12-31T00:00:00,93.28,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-01-31T00:00:00,97.6,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-02-29T00:00:00,98.74,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-03-31T00:00:00,103.52,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-04-30T00:00:00,105.96,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-05-31T00:00:00,104.02,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-06-30T00:00:00,104.14,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-07-31T00:00:00,107.52,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-08-31T00:00:00,108.28,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-09-30T00:00:00,112.22,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-10-31T00:00:00,108.82,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-11-30T00:00:00,104.18,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1988-12-31T00:00:00,105.96,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-01-31T00:00:00,101.82,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-02-28T00:00:00,94.72,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-03-31T00:00:00,88.26,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-04-30T00:00:00,88.46,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-05-31T00:00:00,87.22,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-06-30T00:00:00,72.78,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-07-31T00:00:00,72.86,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-08-31T00:00:00,78.84,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-09-30T00:00:00,82.06,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-10-31T00:00:00,79.02,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-11-30T00:00:00,80.68,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1989-12-31T00:00:00,80.1,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-01-31T00:00:00,80.69,Monthly,WMCCCONPCT,2017-02-16T12:07:00
Australia,Consumer Confidence,1990-02-28T00:00:00,87.76,Monthly,WMCCCONPCT,2017-02-16T12:07:00
