market_name,county,cases,cases_l14,cases_l21,cases_l28,cases_l7,deaths,deaths_l14,deaths_l21,deaths_l28,deaths_l7,case_mortality,case_mortality_l7,cases_v_l7,cases_v_l7_perc,deaths_v_l7,deaths_v_l7_perc,case_mortality_v_l7,case_mortality_v_l7_perc,case_mortality_l14,cases_v_l14,cases_v_l14_perc,deaths_v_l14,deaths_v_l14_perc,case_mortality_v_l14,case_mortality_v_l14_perc,case_mortality_l21,cases_v_l21,cases_v_l21_perc,deaths_v_l21,deaths_v_l21_perc,case_mortality_v_l21,case_mortality_v_l21_perc,case_mortality_l28,cases_v_l28,cases_v_l28_perc,deaths_v_l28,deaths_v_l28_perc,case_mortality_v_l28,case_mortality_v_l28_perc,state,region,division,population,last_updated
Georgia,Emanuel,2456,2400,2365,2309,2424,78.0,76.0,75.0,68.0,77.0,0.03175895765472313,0.03176567656765677,32,0.013201320132013139,1.0,0.01298701298701288,-6.718912933641186e-06,-0.00021151486949544385,0.03166666666666667,56,0.023333333333333428,2.0,0.026315789473684292,9.229098805645791e-05,0.0029144522544144458,0.03171247357293869,91,0.03847780126849898,3.0,0.040000000000000036,4.6484081784439746e-05,0.001465798045602762,0.029449978345604158,147,0.06366392377652663,10.0,0.1470588235294117,0.002308979309118969,0.07840342977581916,GA,South,South Atlantic,22646.0,2021-02-28
Georgia,Evans,912,884,860,838,896,22.0,19.0,18.0,17.0,20.0,0.02412280701754386,0.022321428571428572,16,0.017857142857142794,2.0,0.10000000000000009,0.0018013784461152864,0.08070175438596472,0.021493212669683258,28,0.03167420814479649,3.0,0.1578947368421053,0.0026295943478606004,0.1223453370267773,0.020930232558139535,52,0.0604651162790697,4.0,0.22222222222222232,0.0031925744594043237,0.15253411306042874,0.02028639618138425,74,0.08830548926014314,5.0,0.2941176470588236,0.0038364108361596087,0.1891124871001031,GA,South,South Atlantic,10654.0,2021-02-28
Georgia,Fannin,2189,2096,2043,1979,2151,60.0,59.0,57.0,53.0,60.0,0.027409776153494745,0.02789400278940028,38,0.01766620176662026,0.0,0.0,-0.0004842266359055339,-0.017359524897213374,0.02814885496183206,93,0.044370229007633544,1.0,0.016949152542372836,-0.0007390788083373144,-0.02625608783516964,0.027900146842878122,146,0.07146353401860006,3.0,0.05263157894736836,-0.0004903706893833772,-0.017575917866846313,0.026781202627589692,210,0.10611419909044972,7.0,0.13207547169811318,0.0006285735259050525,0.023470698259737688,GA,South,South Atlantic,26188.0,2021-02-28
Georgia,Fayette,8098,7469,7157,6804,7720,142.0,127.0,116.0,111.0,137.0,0.01753519387503087,0.017746113989637307,378,0.04896373056994818,5.0,0.03649635036496357,-0.0002109201146064353,-0.011885425436216623,0.01700361494175927,629,0.08421475431784708,15.0,0.11811023622047245,0.0005315789332716002,0.03126270120161867,0.016207908341483862,941,0.1314796702528993,26.0,0.22413793103448265,0.0013272855335470096,0.0818912289965168,0.016313932980599646,1294,0.1901822457378013,31.0,0.2792792792792793,0.0012212608944312253,0.07485999212351402,GA,South,South Atlantic,114421.0,2021-02-28
Georgia,Floyd,11053,10550,10303,9949,10819,196.0,181.0,170.0,162.0,189.0,0.01773274224192527,0.017469267030224604,234,0.021628616323135175,7.0,0.03703703703703698,0.00026347521170066654,0.015082213308939219,0.0171563981042654,503,0.04767772511848345,15.0,0.08287292817679548,0.0005763441376598691,0.03359353951553379,0.016500048529554497,750,0.07279433174803462,26.0,0.15294117647058814,0.0012326937123707735,0.07470849010915348,0.016283043521962005,1104,0.11096592622374102,34.0,0.2098765432098766,0.0014496987199632654,0.08903118867231186,GA,South,South Atlantic,98498.0,2021-02-28
Georgia,Forsyth,20036,19049,18349,17391,19596,150.0,135.0,127.0,111.0,144.0,0.007486524256338591,0.007348438456827924,440,0.022453561951418566,6.0,0.04166666666666674,0.00013808579951066647,0.01879117588340984,0.007086986193500971,987,0.05181374350359591,15.0,0.11111111111111116,0.0003995380628376193,0.05637630043699127,0.006921358112158701,1687,0.09193961523788752,23.0,0.1811023622047243,0.00056516614417989,0.0816553825161952,0.006382611695704675,2645,0.15209016157782762,39.0,0.3513513513513513,0.0011039125606339155,0.17295624632418405,GA,South,South Atlantic,244252.0,2021-02-28
Georgia,Franklin,2565,2482,2429,2350,2518,43.0,40.0,38.0,34.0,42.0,0.01676413255360624,0.016679904686258934,47,0.01866560762509928,1.0,0.023809523809523725,8.422786734730431e-05,0.005049661190012156,0.016116035455278,83,0.033440773569701765,3.0,0.07499999999999996,0.0006480970983282382,0.04021442495126726,0.015644298065047343,136,0.05599011939069576,5.0,0.13157894736842102,0.0011198344885588948,0.07158099928183037,0.01446808510638298,215,0.09148936170212774,9.0,0.2647058823529411,0.002296047447223259,0.15869739708748987,GA,South,South Atlantic,23349.0,2021-02-28
Georgia,Fulton,85771,82046,80073,77506,83722,1122.0,1050.0,1005.0,954.0,1092.0,0.013081344510382297,0.013043166670648098,2049,0.02447385394519963,30.0,0.027472527472527375,3.817783973419919e-05,0.0029270376357386496,0.012797698851863588,3725,0.04540136021256358,72.0,0.0685714285714285,0.0002836456585187091,0.022163801617929524,0.01255104716945787,5698,0.07116006643937411,117.0,0.11641791044776117,0.0005302973409244266,0.042251242766011554,0.012308724485846257,8265,0.10663690552989435,168.0,0.17610062893081757,0.0007726200245360398,0.06277011281099609,GA,South,South Atlantic,1063937.0,2021-02-28
Georgia,Gilmer,2789,2716,2660,2529,2744,74.0,63.0,56.0,50.0,70.0,0.026532807457870206,0.025510204081632654,45,0.0163994169096211,4.0,0.05714285714285716,0.001022603376237552,0.040086052348512036,0.023195876288659795,73,0.026877761413843793,11.0,0.17460317460317465,0.003336931169210411,0.14385881040595994,0.021052631578947368,129,0.048496240601503704,18.0,0.3214285714285714,0.005480175878922838,0.2603083542488347,0.019770660340055358,260,0.10280743376828783,24.0,0.48,0.006762147117814848,0.342029401219075,GA,South,South Atlantic,31369.0,2021-02-28
Georgia,Glascock,259,243,235,228,249,16.0,14.0,13.0,10.0,16.0,0.06177606177606178,0.0642570281124498,10,0.04016064257028118,0.0,0.0,-0.0024809663363880158,-0.03861003861003853,0.05761316872427984,16,0.06584362139917688,2.0,0.1428571428571428,0.004162893051781941,0.07225592939878656,0.05531914893617021,24,0.10212765957446801,3.0,0.23076923076923084,0.006456912839891568,0.11672111672111685,0.043859649122807015,31,0.13596491228070184,6.0,0.6000000000000001,0.017916412653254762,0.4084942084942087,GA,South,South Atlantic,2971.0,2021-02-28
Georgia,Glynn,7587,7303,7140,6839,7466,160.0,154.0,152.0,152.0,157.0,0.021088704362725714,0.021028663273506564,121,0.01620680417894449,3.0,0.019108280254777066,6.004108921914969e-05,0.0028552023701284845,0.02108722442831713,284,0.038888128166507,6.0,0.03896103896103886,1.479934408583905e-06,7.018156484339677e-05,0.021288515406162466,447,0.06260504201680672,8.0,0.05263157894736836,-0.00019981104343675185,-0.009385860856173767,0.022225471560169616,748,0.10937271530925563,8.0,0.05263157894736836,-0.0011367671974439018,-0.051147045153413506,GA,South,South Atlantic,85292.0,2021-02-28
Georgia,Gordon,7576,6935,6657,6398,7280,102.0,93.0,89.0,83.0,99.0,0.013463569165786695,0.0135989010989011,296,0.04065934065934074,3.0,0.030303030303030276,-0.00013533193311440414,-0.009951681546190527,0.013410237923576063,641,0.09242970439798115,9.0,0.09677419354838701,5.333124221063197e-05,0.003976904997104569,0.013369385609133243,919,0.13805017275048814,13.0,0.146067415730337,9.418355665345192e-05,0.007044718389236371,0.012972804001250391,1178,0.18412003751172246,19.0,0.22891566265060237,0.0004907651645363036,0.03783030750244909,GA,South,South Atlantic,57963.0,2021-02-28
Georgia,Grady,2020,1954,1923,1889,1980,55.0,51.0,48.0,46.0,55.0,0.027227722772277228,0.027777777777777776,40,0.02020202020202011,0.0,0.0,-0.0005500550055005486,-0.01980198019801971,0.026100307062436028,66,0.03377686796315249,4.0,0.07843137254901955,0.0011274157098411994,0.04319549602019035,0.0249609984399376,97,0.05044201768070722,7.0,0.14583333333333326,0.0022667243323396292,0.09081064356435631,0.024351508734780307,131,0.0693488618316569,9.0,0.19565217391304346,0.0028762140374969207,0.11811235471373216,GA,South,South Atlantic,24633.0,2021-02-28
Georgia,Greene,1714,1648,1597,1536,1682,52.0,42.0,40.0,37.0,48.0,0.030338389731621937,0.028537455410225922,32,0.019024970273483932,4.0,0.08333333333333326,0.0018009343213960145,0.06310774017891863,0.025485436893203883,66,0.040048543689320315,10.0,0.23809523809523814,0.004852952838418054,0.1904206256598322,0.025046963055729492,117,0.0732623669380088,12.0,0.30000000000000004,0.0052914266758924446,0.21126021003500584,0.024088541666666668,178,0.11588541666666674,15.0,0.4054054054054055,0.006249848064955269,0.25945315210192677,GA,South,South Atlantic,18324.0,2021-02-28
Georgia,Gwinnett,92269,88636,86448,83440,90375,951.0,868.0,819.0,768.0,923.0,0.010306820275498813,0.010213001383125864,1894,0.02095712309820197,28.0,0.03033586132177679,9.381889237294883e-05,0.009186221449843268,0.009792860688659236,3633,0.04098786046301739,83.0,0.09562211981566815,0.0005139595868395765,0.05248308979160443,0.009473903387007218,5821,0.06733527669813077,132.0,0.16117216117216127,0.000832916888491594,0.08791697091125927,0.009204218600191754,8829,0.10581255992329819,183.0,0.23828125,0.0011026016753070585,0.11979307784846482,GA,South,South Atlantic,936250.0,2021-02-28
Georgia,Habersham,5067,4961,4868,4737,5001,142.0,135.0,127.0,122.0,140.0,0.028024472074205643,0.027994401119776045,66,0.01319736052789433,2.0,0.014285714285714235,3.007095442959795e-05,0.0010741774507314616,0.027212255593630316,106,0.021366659947591238,7.0,0.051851851851851816,0.0008122164805753271,0.029847451556549665,0.02608874281018899,199,0.04087921117502047,15.0,0.11811023622047245,0.001935729264016653,0.07419787446640203,0.025754697065653368,330,0.06966434452184922,20.0,0.16393442622950816,0.002269775008552275,0.08813052635665675,GA,South,South Atlantic,45328.0,2021-02-28
Georgia,Hall,25694,25028,24684,24074,25332,397.0,373.0,348.0,327.0,389.0,0.015451078072701798,0.015356071372177482,362,0.01429022580135797,8.0,0.020565552699228773,9.500670052431555e-05,0.0061869144927557684,0.014903308294709925,666,0.02661019657983066,24.0,0.06434316353887404,0.0005477697779918723,0.03675491153774946,0.014098201263976665,1010,0.040917193323610546,49.0,0.1408045977011494,0.0013528768087251331,0.0959609515706068,0.01358311871728836,1620,0.06729251474619913,70.0,0.21406727828746175,0.0018679593554134372,0.13752065297315919,GA,South,South Atlantic,204441.0,2021-02-28
Georgia,Hancock,882,854,840,823,870,57.0,55.0,55.0,54.0,55.0,0.06462585034013606,0.06321839080459771,12,0.01379310344827589,2.0,0.036363636363636376,0.0014074595355383496,0.02226345083487935,0.06440281030444965,28,0.032786885245901676,2.0,0.036363636363636376,0.00022304003568640596,0.0034632034632033903,0.06547619047619048,42,0.050000000000000044,2.0,0.036363636363636376,-0.0008503401360544227,-0.012987012987012991,0.06561360874848117,59,0.07168894289185901,3.0,0.05555555555555558,-0.000987758408345113,-0.015054169816074547,GA,South,South Atlantic,8457.0,2021-02-28
Georgia,Haralson,2455,2373,2329,2276,2408,77.0,70.0,67.0,64.0,72.0,0.03136456211812627,0.029900332225913623,47,0.019518272425249172,5.0,0.06944444444444442,0.0014642298922126484,0.048970355284000844,0.029498525073746312,82,0.034555415086388486,7.0,0.10000000000000009,0.001866037044379959,0.06325865580448053,0.028767711464147704,126,0.05410047230571058,10.0,0.14925373134328357,0.002596850653978567,0.0902696294494938,0.028119507908611598,179,0.07864674868189803,13.0,0.203125,0.0032450542095146737,0.11540224032586566,GA,South,South Atlantic,29792.0,2021-02-28
Georgia,Harris,2331,2230,2163,2084,2286,47.0,42.0,42.0,37.0,45.0,0.020163020163020164,0.01968503937007874,45,0.019685039370078705,2.0,0.04444444444444451,0.0004779807929414237,0.024281424281424435,0.01883408071748879,101,0.04529147982062787,5.0,0.11904761904761907,0.0013289394455313734,0.07056035627464197,0.019417475728155338,168,0.07766990291262132,5.0,0.11904761904761907,0.0007455444348648255,0.03839553839553855,0.017754318618042227,247,0.11852207293666028,10.0,0.2702702702702702,0.002408701544977937,0.13566848701983836,GA,South,South Atlantic,35236.0,2021-02-28
Georgia,Hart,2272,2184,2134,2070,2214,50.0,49.0,46.0,45.0,49.0,0.022007042253521125,0.022131887985546522,58,0.02619692863595313,1.0,0.020408163265306145,-0.00012484573202539706,-0.005640988789882173,0.022435897435897436,88,0.04029304029304037,1.0,0.020408163265306145,-0.0004288551823763108,-0.019114688128772706,0.02155576382380506,138,0.06466729147141526,4.0,0.08695652173913038,0.0004512784297160642,0.02093539497856689,0.021739130434782608,202,0.09758454106280201,5.0,0.11111111111111116,0.0002679118187385171,0.012323943661971759,GA,South,South Atlantic,26205.0,2021-02-28
Georgia,Heard,804,775,750,725,793,16.0,16.0,15.0,14.0,16.0,0.01990049751243781,0.0201765447667087,11,0.013871374527112179,0.0,0.0,-0.00027604725427089055,-0.013681592039801016,0.02064516129032258,29,0.03741935483870962,0.0,0.0,-0.0007446637778847701,-0.03606965174129351,0.02,54,0.07200000000000006,1.0,0.06666666666666665,-9.950248756218985e-05,-0.004975124378109541,0.019310344827586208,79,0.10896551724137926,2.0,0.1428571428571428,0.0005901526848516025,0.030561478322672198,GA,South,South Atlantic,11923.0,2021-02-28
Georgia,Henry,21737,20534,19979,19173,21006,266.0,236.0,226.0,217.0,259.0,0.012237199245526062,0.01232981053032467,731,0.0347995810720747,7.0,0.027027027027026973,-9.26112847986077e-05,-0.007511168526948109,0.01149313333982663,1203,0.058585760202590764,30.0,0.12711864406779672,0.0007440659056994325,0.06474003943911932,0.011311877471344912,1758,0.08799239201161213,40.0,0.17699115044247793,0.0009253217741811495,0.08180090144409369,0.011317999269806499,2564,0.1337297240911699,49.0,0.22580645161290325,0.0009191999757195632,0.08121576559664145,GA,South,South Atlantic,234561.0,2021-02-28
Georgia,Houston,13448,12700,12400,12008,13161,220.0,195.0,189.0,181.0,206.0,0.01635930993456276,0.015652306055770837,287,0.02180685358255441,14.0,0.06796116504854366,0.0007070038787919224,0.04516931091641019,0.015354330708661417,748,0.05889763779527568,25.0,0.1282051282051282,0.0010049792259013424,0.06545249317408741,0.015241935483870967,1048,0.08451612903225802,31.0,0.16402116402116396,0.001117374450691792,0.07330922321999056,0.015073284477015322,1440,0.11992005329780153,39.0,0.2154696132596685,0.001286025457547437,0.08531819720568845,GA,South,South Atlantic,157863.0,2021-02-28
Georgia,Irwin,901,876,861,853,886,25.0,25.0,25.0,24.0,25.0,0.02774694783573807,0.028216704288939052,15,0.016930022573363512,0.0,0.0,-0.00046975645320098194,-0.01664816870144281,0.028538812785388126,25,0.028538812785388057,0.0,0.0,-0.0007918649496500563,-0.027746947835737945,0.029036004645760744,40,0.04645760743321725,0.0,0.0,-0.0012890568100226742,-0.04439511653718087,0.02813599062133646,48,0.05627198124267285,1.0,0.04166666666666674,-0.00038904278559839106,-0.013827229004809483,GA,South,South Atlantic,9416.0,2021-02-28
Georgia,Jackson,9082,8759,8581,8274,8919,131.0,119.0,115.0,106.0,126.0,0.01442413565293988,0.014127144298688193,163,0.018275591434017358,5.0,0.039682539682539764,0.00029699135425168693,0.021022745147387223,0.013586025802032196,323,0.03687635574837311,12.0,0.10084033613445387,0.0008381098509076847,0.06168911079075978,0.01340170143339937,501,0.058384803635939786,16.0,0.13913043478260878,0.00102243421954051,0.07629137424240962,0.012811215856901136,808,0.09765530577713322,25.0,0.23584905660377364,0.0016129197960387445,0.1258990414379677,GA,South,South Atlantic,72977.0,2021-02-28
Georgia,Jasper,1299,1240,1202,1168,1266,33.0,28.0,27.0,27.0,30.0,0.025404157043879907,0.023696682464454975,33,0.026066350710900466,3.0,0.10000000000000009,0.0017074745794249321,0.0720554272517322,0.02258064516129032,59,0.04758064516129035,5.0,0.1785714285714286,0.0028235118825895855,0.12504124051468168,0.022462562396006656,97,0.08069883527454236,6.0,0.22222222222222232,0.0029415946478732503,0.1309554358053202,0.023116438356164382,131,0.11215753424657526,6.0,0.22222222222222232,0.0022877186877155245,0.09896501582413819,GA,South,South Atlantic,14219.0,2021-02-28
Georgia,Jeff Davis,1778,1711,1670,1612,1735,44.0,41.0,39.0,38.0,43.0,0.024746906636670417,0.02478386167146974,43,0.02478386167146973,1.0,0.023255813953488413,-3.6955034799324854e-05,-0.0014910926831820381,0.02396259497369959,67,0.039158386908240805,3.0,0.07317073170731714,0.0007843116629708269,0.0327306647644654,0.023353293413173652,108,0.06467065868263466,5.0,0.1282051282051282,0.0013936132234967646,0.059675232903579456,0.02357320099255583,166,0.10297766749379655,6.0,0.1578947368421053,0.0011737056441145852,0.04978982890296613,GA,South,South Atlantic,15115.0,2021-02-28
Georgia,Jefferson,1865,1814,1762,1707,1841,58.0,54.0,54.0,49.0,54.0,0.031099195710455763,0.02933188484519283,24,0.0130363932645301,4.0,0.07407407407407418,0.0017673108652629319,0.06025220931387154,0.029768467475192944,51,0.02811466372657101,4.0,0.07407407407407418,0.0013307282352628194,0.044702611458643515,0.03064699205448354,103,0.05845629965947796,4.0,0.07407407407407418,0.0004522036559722227,0.014755237811538091,0.02870533099004101,158,0.09256004686584651,9.0,0.18367346938775508,0.0023938647204147546,0.0833944301581222,GA,South,South Atlantic,15362.0,2021-02-28
Georgia,Jenkins,811,798,791,776,803,39.0,38.0,38.0,37.0,38.0,0.04808877928483354,0.047322540473225407,8,0.00996264009962644,1.0,0.026315789473684292,0.0007662388116081303,0.016191835940035038,0.047619047619047616,13,0.01629072681704269,1.0,0.026315789473684292,0.00046973166578592046,0.009864364981504226,0.04804045512010114,20,0.025284450063211228,1.0,0.026315789473684292,4.832416473239676e-05,0.0010059056395612664,0.04768041237113402,35,0.045103092783505216,2.0,0.054054054054053946,0.0004083669136995191,0.008564668244076312,GA,South,South Atlantic,8676.0,2021-02-28
Georgia,Johnson,1093,1056,1044,1008,1093,47.0,45.0,40.0,38.0,47.0,0.043000914913083256,0.043000914913083256,0,0.0,0.0,0.0,0.0,0.0,0.04261363636363636,37,0.035037878787878896,2.0,0.04444444444444451,0.00038727854944689555,0.009088136627020571,0.038314176245210725,49,0.046934865900383205,7.0,0.17500000000000004,0.004686738667872531,0.12232387923147314,0.037698412698412696,85,0.08432539682539675,9.0,0.23684210526315796,0.00530250221467056,0.14065584822073496,GA,South,South Atlantic,9643.0,2021-02-28
Georgia,Jones,1901,1805,1749,1668,1872,43.0,38.0,33.0,31.0,39.0,0.022619673855865333,0.020833333333333332,29,0.015491452991452936,4.0,0.10256410256410264,0.0017863405225320012,0.08574434508153606,0.021052631578947368,96,0.05318559556786706,5.0,0.13157894736842102,0.0015670422769179654,0.07443450815360331,0.018867924528301886,152,0.08690680388793592,10.0,0.303030303030303,0.0037517493275634473,0.19884271436086265,0.01858513189448441,233,0.13968824940047964,12.0,0.3870967741935485,0.004034541961380922,0.21708438682527031,GA,South,South Atlantic,28735.0,2021-02-28
Georgia,Lamar,1884,1813,1781,1721,1841,49.0,43.0,42.0,41.0,48.0,0.026008492569002124,0.026072786529060293,43,0.023356871265616475,1.0,0.02083333333333326,-6.429396005816837e-05,-0.002465941259730986,0.023717595146166576,71,0.03916161059018197,6.0,0.13953488372093026,0.002290897422835548,0.09659062854885692,0.023582257158899493,103,0.05783267827063443,7.0,0.16666666666666674,0.0024262354101026312,0.10288393489030434,0.023823358512492735,163,0.09471237652527598,8.0,0.19512195121951215,0.002185134056509389,0.09172233442079647,GA,South,South Atlantic,19077.0,2021-02-28
Georgia,Lanier,743,721,697,684,731,12.0,10.0,10.0,10.0,11.0,0.016150740242261104,0.015047879616963064,12,0.01641586867305067,1.0,0.09090909090909083,0.0011028606252980397,0.07329010155389692,0.013869625520110958,22,0.030513176144244092,2.0,0.19999999999999996,0.002281114722150146,0.16446837146702542,0.014347202295552367,46,0.06599713055954082,2.0,0.19999999999999996,0.0018035379467087366,0.12570659488559888,0.014619883040935672,59,0.08625730994152048,2.0,0.19999999999999996,0.001530857201325432,0.10471063257065949,GA,South,South Atlantic,10423.0,2021-02-28
Georgia,Laurens,5386,5307,5226,5084,5349,155.0,149.0,146.0,141.0,154.0,0.028778314147790567,0.028790428117405124,37,0.006917180781454535,1.0,0.006493506493506551,-1.2113969614556408e-05,-0.0004207637887549964,0.028076125871490484,79,0.01488599962313919,6.0,0.04026845637583887,0.0007021882763000829,0.02501015558607067,0.027937236892460773,160,0.03061615001913509,9.0,0.06164383561643838,0.0008410772553297946,0.030105957098311764,0.027734067663257277,302,0.05940204563335949,14.0,0.09929078014184389,0.0010442464845332906,0.03765212147068975,GA,South,South Atlantic,47546.0,2021-02-28
Georgia,Lee,2595,2534,2492,2395,2552,51.0,47.0,45.0,40.0,50.0,0.019653179190751446,0.019592476489028215,43,0.0168495297805642,1.0,0.020000000000000018,6.070270172323089e-05,0.0030982658959537446,0.018547750591949488,61,0.024072612470402488,4.0,0.0851063829787233,0.001105428598801958,0.059599065305620424,0.018057784911717497,103,0.0413322632423756,6.0,0.1333333333333333,0.0015953942790339487,0.08834938985228002,0.016701461377870562,200,0.08350730688935282,11.0,0.2749999999999999,0.0029517178128808837,0.1767341040462429,GA,South,South Atlantic,29992.0,2021-02-28
Georgia,Liberty,3149,2975,2886,2739,3062,50.0,46.0,42.0,40.0,48.0,0.015878056525881232,0.015676028739386023,87,0.02841280209013708,2.0,0.04166666666666674,0.0002020277864952097,0.012887689213507025,0.01546218487394958,174,0.05848739495798316,4.0,0.08695652173913038,0.0004158716519316527,0.026896047054275396,0.014553014553014554,263,0.09112959112959107,8.0,0.19047619047619047,0.0013250419728666786,0.0910493127069818,0.014603870025556773,410,0.14968966776195702,10.0,0.25,0.001274186500324459,0.08724992060971726,GA,South,South Atlantic,61435.0,2021-02-28
Georgia,Lincoln,755,703,690,670,723,21.0,19.0,19.0,17.0,21.0,0.02781456953642384,0.029045643153526972,32,0.044260027662517354,0.0,0.0,-0.0012310736171031317,-0.042384105960264984,0.02702702702702703,52,0.073968705547653,2.0,0.10526315789473695,0.0007875425093968116,0.029139072847682135,0.02753623188405797,65,0.09420289855072461,2.0,0.10526315789473695,0.0002783376523658697,0.010108051585918432,0.025373134328358207,85,0.12686567164179108,4.0,0.23529411764705888,0.002441435208065633,0.09622126996493963,GA,South,South Atlantic,7921.0,2021-02-28
Georgia,Long,809,769,756,716,784,12.0,11.0,10.0,9.0,12.0,0.014833127317676144,0.015306122448979591,25,0.03188775510204089,0.0,0.0,-0.00047299513130344764,-0.030902348578491945,0.014304291287386216,40,0.052015604681404426,1.0,0.09090909090909083,0.0005288360302899281,0.0369704461175413,0.013227513227513227,53,0.07010582010582,2.0,0.19999999999999996,0.001605614090162917,0.12138442521631654,0.012569832402234637,93,0.12988826815642462,3.0,0.33333333333333326,0.0022632949154415063,0.18005768438401315,GA,South,South Atlantic,19559.0,2021-02-28
Georgia,Lowndes,11693,11166,10991,10716,11333,186.0,179.0,174.0,164.0,182.0,0.01590695287779013,0.01605929586164299,360,0.03176564016588723,4.0,0.0219780219780219,-0.00015234298385286005,-0.009486280417606907,0.016030807809421458,527,0.047196847572989364,7.0,0.03910614525139655,-0.00012385493163132727,-0.007726056796622305,0.0158311345646438,702,0.06387043945045945,12.0,0.06896551724137923,7.581831314633011e-05,0.004789190113743125,0.01530421799178798,977,0.09117207913400516,22.0,0.13414634146341453,0.0006027348860021507,0.03938357950243332,GA,South,South Atlantic,117406.0,2021-02-28
Georgia,Lumpkin,2793,2731,2682,2616,2761,60.0,53.0,50.0,40.0,56.0,0.021482277121374866,0.02028250633828323,32,0.011590003621876122,4.0,0.0714285714285714,0.001199770783091636,0.059152984502071515,0.019406810692054192,62,0.022702306847308673,7.0,0.13207547169811318,0.0020754664293206743,0.1069452607259389,0.018642803877703208,111,0.04138702460850108,10.0,0.19999999999999996,0.002839473243671658,0.1523093447905477,0.01529051987767584,177,0.06766055045871555,20.0,0.5,0.006191757243699025,0.40494092373791624,GA,South,South Atlantic,33610.0,2021-02-28
Georgia,Macon,788,764,741,696,779,26.0,23.0,22.0,19.0,26.0,0.03299492385786802,0.03337612323491656,9,0.011553273427471034,0.0,0.0,-0.00038119937704853696,-0.011421319796954266,0.030104712041884817,24,0.03141361256544495,3.0,0.13043478260869557,0.002890211815983205,0.09600529684396375,0.029689608636977057,47,0.06342780026990558,4.0,0.18181818181818188,0.003305315220890965,0.11132902630364572,0.027298850574712645,92,0.13218390804597702,7.0,0.368421052631579,0.005696073283155377,0.2086561581619022,GA,South,South Atlantic,12947.0,2021-02-28
Georgia,Madison,3057,2943,2877,2746,2990,46.0,42.0,38.0,37.0,46.0,0.015047432122996402,0.015384615384615385,67,0.02240802675585285,0.0,0.0,-0.000337183261618983,-0.021916912005233935,0.014271151885830785,114,0.03873598369011222,4.0,0.09523809523809534,0.0007762802371656177,0.05439506518996229,0.013208202989224887,180,0.06256517205422307,8.0,0.21052631578947367,0.001839229133771516,0.139249005733175,0.013474144209759651,311,0.11325564457392567,9.0,0.2432432432432432,0.0015732879132367514,0.11676347593913827,GA,South,South Atlantic,29880.0,2021-02-28
Georgia,Marion,533,499,484,462,509,15.0,13.0,13.0,11.0,15.0,0.028142589118198873,0.029469548133595286,24,0.047151277013752546,0.0,0.0,-0.0013269590153964124,-0.04502814258911825,0.026052104208416832,34,0.06813627254509025,2.0,0.15384615384615374,0.0020904849097820415,0.08024245922932605,0.026859504132231406,49,0.10123966942148765,2.0,0.15384615384615374,0.0012830849859674677,0.047770241016019455,0.023809523809523808,71,0.15367965367965364,4.0,0.36363636363636354,0.004333065308675065,0.18198874296435275,GA,South,South Atlantic,8359.0,2021-02-28
Georgia,McDuffie,2293,2210,2167,2085,2254,43.0,39.0,35.0,35.0,43.0,0.01875272568687309,0.019077196095829637,39,0.017302573203194394,0.0,0.0,-0.000324470408956546,-0.01700828608809435,0.01764705882352941,83,0.03755656108597294,4.0,0.10256410256410264,0.0011056668633436795,0.06265445558947524,0.016151361329026302,126,0.058144900784494746,8.0,0.22857142857142865,0.0026013643578467888,0.16106161609868552,0.016786570743405275,208,0.09976019184652274,8.0,0.22857142857142865,0.0019661549434678155,0.11712665877515405,GA,South,South Atlantic,21312.0,2021-02-28
Georgia,McIntosh,733,704,681,658,721,15.0,15.0,13.0,12.0,15.0,0.020463847203274217,0.020804438280166437,12,0.01664355062413314,0.0,0.0,-0.0003405910768922195,-0.016371077762619368,0.02130681818181818,29,0.04119318181818188,0.0,0.0,-0.000842970978543963,-0.03956343792632999,0.01908957415565345,52,0.07635829662261373,2.0,0.15384615384615374,0.0013742730476207672,0.07199076503305712,0.0182370820668693,75,0.11398176291793316,3.0,0.25,0.0022267651364049172,0.12210095497953621,GA,South,South Atlantic,14378.0,2021-02-28
Georgia,Meriwether,1854,1789,1734,1646,1822,59.0,49.0,39.0,33.0,51.0,0.03182308522114347,0.027991218441273325,32,0.01756311745334793,8.0,0.15686274509803932,0.0038318667798701474,0.13689531907692953,0.02738960313024036,65,0.03633314700950252,10.0,0.20408163265306123,0.004433482090903114,0.16186733593113622,0.02249134948096886,120,0.0692041522491349,20.0,0.5128205128205128,0.009331735740174613,0.4149033275246867,0.020048602673147023,208,0.12636695018225996,26.0,0.7878787878787878,0.01177448254799645,0.5872969173940048,GA,South,South Atlantic,21167.0,2021-02-28
Georgia,Miller,771,754,740,717,755,9.0,7.0,7.0,7.0,8.0,0.011673151750972763,0.010596026490066225,16,0.02119205298013238,1.0,0.125,0.0010771252609065377,0.10165369649805456,0.009283819628647215,17,0.022546419098143256,2.0,0.2857142857142858,0.002389332122325548,0.2573652028904947,0.00945945945945946,31,0.0418918918918918,2.0,0.2857142857142858,0.002213692291513303,0.23401889938854925,0.009762900976290097,54,0.07531380753138084,2.0,0.2857142857142858,0.0019102507746826657,0.19566425792106745,GA,South,South Atlantic,5718.0,2021-02-28
