Date,Symbols,Ticker,market_name,value,index_perc_change
2017-06-01,^DJI,Dow Jones Industrial Average,United States,21144.1796875,0.006451118675166345
2017-06-02,^DJI,Dow Jones Industrial Average,United States,21206.2890625,0.0029374218304016875
2017-06-05,^DJI,Dow Jones Industrial Average,United States,21184.0390625,-0.001049217047566553
2017-06-06,^DJI,Dow Jones Industrial Average,United States,21136.23046875,-0.0022568214498164263
2017-06-07,^DJI,Dow Jones Industrial Average,United States,21173.689453125,0.0017722641901725122
2017-06-08,^DJI,Dow Jones Industrial Average,United States,21182.529296875,0.0004174918957591256
2017-06-09,^DJI,Dow Jones Industrial Average,United States,21271.970703125,0.004222413905179634
2017-06-12,^DJI,Dow Jones Industrial Average,United States,21235.669921875,-0.001706507674188673
2017-06-13,^DJI,Dow Jones Industrial Average,United States,21328.470703125,0.004370042555351894
2017-06-14,^DJI,Dow Jones Industrial Average,United States,21374.560546875,0.002160953984537084
2017-06-15,^DJI,Dow Jones Industrial Average,United States,21359.900390625,-0.0006858693640905411
2017-06-16,^DJI,Dow Jones Industrial Average,United States,21384.279296875,0.001141339884745074
2017-06-19,^DJI,Dow Jones Industrial Average,United States,21528.990234375,0.006767164583430629
2017-06-20,^DJI,Dow Jones Industrial Average,United States,21467.140625,-0.0028728523122392158
2017-06-21,^DJI,Dow Jones Industrial Average,United States,21410.029296875,-0.002660406857282638
2017-06-22,^DJI,Dow Jones Industrial Average,United States,21397.2890625,-0.0005950591752277301
2017-06-23,^DJI,Dow Jones Industrial Average,United States,21394.759765625,-0.0001182064170658359
2017-06-26,^DJI,Dow Jones Industrial Average,United States,21409.55078125,0.000691338242963857
2017-06-27,^DJI,Dow Jones Industrial Average,United States,21310.66015625,-0.004618995793531866
2017-06-28,^DJI,Dow Jones Industrial Average,United States,21454.609375,0.006754798663887618
2017-06-29,^DJI,Dow Jones Industrial Average,United States,21287.029296875,-0.007810912573419926
2017-06-30,^DJI,Dow Jones Industrial Average,United States,21349.630859375,0.0029408313215968374
2017-07-03,^DJI,Dow Jones Industrial Average,United States,21479.26953125,0.0060721739279194775
2017-07-05,^DJI,Dow Jones Industrial Average,United States,21478.169921875,-5.119398373398809e-05
2017-07-06,^DJI,Dow Jones Industrial Average,United States,21320.0390625,-0.007362399122000984
2017-07-07,^DJI,Dow Jones Industrial Average,United States,21414.33984375,0.0044231054630601285
2017-07-10,^DJI,Dow Jones Industrial Average,United States,21408.51953125,-0.00027179509349661846
2017-07-11,^DJI,Dow Jones Industrial Average,United States,21409.0703125,2.5727199360892072e-05
2017-07-12,^DJI,Dow Jones Industrial Average,United States,21532.140625,0.00574851269595511
2017-07-13,^DJI,Dow Jones Industrial Average,United States,21553.08984375,0.0009729278251915385
2017-07-14,^DJI,Dow Jones Industrial Average,United States,21637.740234375,0.003927529242381267
2017-07-17,^DJI,Dow Jones Industrial Average,United States,21629.720703125,-0.0003706270231148556
2017-07-18,^DJI,Dow Jones Industrial Average,United States,21574.73046875,-0.0025423460214655247
2017-07-19,^DJI,Dow Jones Industrial Average,United States,21640.75,0.0030600396767703764
2017-07-20,^DJI,Dow Jones Industrial Average,United States,21611.779296875,-0.001338710678927435
2017-07-21,^DJI,Dow Jones Industrial Average,United States,21580.0703125,-0.001467208411645493
2017-07-24,^DJI,Dow Jones Industrial Average,United States,21513.169921875,-0.0031001006788309304
2017-07-25,^DJI,Dow Jones Industrial Average,United States,21613.4296875,0.004660390169793249
2017-07-26,^DJI,Dow Jones Industrial Average,United States,21711.009765625,0.004514789162843202
2017-07-27,^DJI,Dow Jones Industrial Average,United States,21796.55078125,0.003939983287209348
2017-07-28,^DJI,Dow Jones Industrial Average,United States,21830.310546875,0.0015488581640192844
2017-07-31,^DJI,Dow Jones Industrial Average,United States,21891.119140625,0.0027855120805280187
2017-08-01,^DJI,Dow Jones Industrial Average,United States,21963.919921875,0.0033255851737108433
2017-08-02,^DJI,Dow Jones Industrial Average,United States,22016.240234375,0.002382102679580944
2017-08-03,^DJI,Dow Jones Industrial Average,United States,22026.099609375,0.00044782282964939135
2017-08-04,^DJI,Dow Jones Industrial Average,United States,22092.810546875,0.003028722228769265
2017-08-07,^DJI,Dow Jones Industrial Average,United States,22118.419921875,0.001159172344580739
2017-08-08,^DJI,Dow Jones Industrial Average,United States,22085.33984375,-0.001495589569320166
2017-08-09,^DJI,Dow Jones Industrial Average,United States,22048.69921875,-0.0016590473707548403
2017-08-10,^DJI,Dow Jones Industrial Average,United States,21844.009765625,-0.009283516052091323
2017-08-11,^DJI,Dow Jones Industrial Average,United States,21858.3203125,0.0006551245411692275
2017-08-14,^DJI,Dow Jones Industrial Average,United States,21993.7109375,0.006194008645878268
2017-08-15,^DJI,Dow Jones Industrial Average,United States,21998.990234375,0.00024003665820671038
2017-08-16,^DJI,Dow Jones Industrial Average,United States,22024.869140625,0.001176367913903631
2017-08-17,^DJI,Dow Jones Industrial Average,United States,21750.73046875,-0.012446778690246574
2017-08-18,^DJI,Dow Jones Industrial Average,United States,21674.509765625,-0.0035042824531575922
2017-08-21,^DJI,Dow Jones Industrial Average,United States,21703.75,0.0013490609333814962
2017-08-22,^DJI,Dow Jones Industrial Average,United States,21899.890625,0.00903717675516913
2017-08-23,^DJI,Dow Jones Industrial Average,United States,21812.08984375,-0.004009188116664397
2017-08-24,^DJI,Dow Jones Industrial Average,United States,21783.400390625,-0.0013153005205147617
2017-08-25,^DJI,Dow Jones Industrial Average,United States,21813.669921875,0.0013895686948410813
2017-08-28,^DJI,Dow Jones Industrial Average,United States,21808.400390625,-0.00024157013784809056
2017-08-29,^DJI,Dow Jones Industrial Average,United States,21865.369140625,0.0026122388153002607
2017-08-30,^DJI,Dow Jones Industrial Average,United States,21892.4296875,0.0012375984462444922
2017-08-31,^DJI,Dow Jones Industrial Average,United States,21948.099609375,0.00254288458017915
2017-09-01,^DJI,Dow Jones Industrial Average,United States,21987.560546875,0.0017979204670250937
2017-09-05,^DJI,Dow Jones Industrial Average,United States,21753.310546875,-0.01065375121995027
2017-09-06,^DJI,Dow Jones Industrial Average,United States,21807.640625,0.0024975544760383883
2017-09-07,^DJI,Dow Jones Industrial Average,United States,21784.779296875,-0.0010483173543676116
2017-09-08,^DJI,Dow Jones Industrial Average,United States,21797.7890625,0.0005971951998093861
2017-09-11,^DJI,Dow Jones Industrial Average,United States,22057.369140625,0.011908550788372052
2017-09-12,^DJI,Dow Jones Industrial Average,United States,22118.859375,0.002787741093825513
2017-09-13,^DJI,Dow Jones Industrial Average,United States,22158.1796875,0.0017776826477970964
2017-09-14,^DJI,Dow Jones Industrial Average,United States,22203.48046875,0.002044427019226358
2017-09-15,^DJI,Dow Jones Industrial Average,United States,22268.33984375,0.002921135499062144
2017-09-18,^DJI,Dow Jones Industrial Average,United States,22331.349609375,0.002829567272060629
2017-09-19,^DJI,Dow Jones Industrial Average,United States,22370.80078125,0.001766627300413548
2017-09-20,^DJI,Dow Jones Industrial Average,United States,22412.58984375,0.0018680181772940951
2017-09-21,^DJI,Dow Jones Industrial Average,United States,22359.23046875,-0.0023807768478339986
2017-09-22,^DJI,Dow Jones Industrial Average,United States,22349.58984375,-0.0004311698031591593
2017-09-25,^DJI,Dow Jones Industrial Average,United States,22296.08984375,-0.0023937799473738863
2017-09-26,^DJI,Dow Jones Industrial Average,United States,22284.3203125,-0.0005278742296286332
2017-09-27,^DJI,Dow Jones Industrial Average,United States,22340.7109375,0.0025305068410979015
2017-09-28,^DJI,Dow Jones Industrial Average,United States,22381.19921875,0.0018123094364932424
2017-09-29,^DJI,Dow Jones Industrial Average,United States,22405.08984375,0.0010674416847147317
2017-10-02,^DJI,Dow Jones Industrial Average,United States,22557.599609375,0.006806924975020445
2017-10-03,^DJI,Dow Jones Industrial Average,United States,22641.669921875,0.0037269174892642365
2017-10-04,^DJI,Dow Jones Industrial Average,United States,22661.640625,0.0008820331359793432
2017-10-05,^DJI,Dow Jones Industrial Average,United States,22775.390625,0.005019495361448412
2017-10-06,^DJI,Dow Jones Industrial Average,United States,22773.669921875,-7.555098190548115e-05
2017-10-09,^DJI,Dow Jones Industrial Average,United States,22761.0703125,-0.0005532533587350175
2017-10-10,^DJI,Dow Jones Industrial Average,United States,22830.6796875,0.003058264573866376
2017-10-11,^DJI,Dow Jones Industrial Average,United States,22872.890625,0.0018488690690672271
2017-10-12,^DJI,Dow Jones Industrial Average,United States,22841.009765625,-0.0013938272996485424
2017-10-13,^DJI,Dow Jones Industrial Average,United States,22871.720703125,0.0013445525313955375
2017-10-16,^DJI,Dow Jones Industrial Average,United States,22956.9609375,0.003726883319423946
2017-10-17,^DJI,Dow Jones Industrial Average,United States,22997.439453125,0.0017632349392937563
2017-10-18,^DJI,Dow Jones Industrial Average,United States,23157.599609375,0.0069642603723971686
2017-10-19,^DJI,Dow Jones Industrial Average,United States,23163.0390625,0.00023488846930397322
2017-10-20,^DJI,Dow Jones Industrial Average,United States,23328.630859375,0.007148966784029875
2017-10-23,^DJI,Dow Jones Industrial Average,United States,23273.9609375,-0.0023434689418573296
2017-10-24,^DJI,Dow Jones Industrial Average,United States,23441.759765625,0.007209723715512206
2017-10-25,^DJI,Dow Jones Industrial Average,United States,23329.4609375,-0.004790545984933892
2017-10-26,^DJI,Dow Jones Industrial Average,United States,23400.859375,0.0030604409459471515
2017-10-27,^DJI,Dow Jones Industrial Average,United States,23434.189453125,0.0014243100046404944
2017-10-30,^DJI,Dow Jones Industrial Average,United States,23348.740234375,-0.003646348380041964
2017-10-31,^DJI,Dow Jones Industrial Average,United States,23377.240234375,0.0012206225995028408
2017-11-01,^DJI,Dow Jones Industrial Average,United States,23435.009765625,0.0024711869609421733
2017-11-02,^DJI,Dow Jones Industrial Average,United States,23516.259765625,0.0034670350391394766
2017-11-03,^DJI,Dow Jones Industrial Average,United States,23539.189453125,0.0009750567364252838
2017-11-06,^DJI,Dow Jones Industrial Average,United States,23548.419921875,0.0003921319707451687
2017-11-07,^DJI,Dow Jones Industrial Average,United States,23557.23046875,0.00037414598959206735
2017-11-08,^DJI,Dow Jones Industrial Average,United States,23563.359375,0.0002601709168712496
2017-11-09,^DJI,Dow Jones Industrial Average,United States,23461.939453125,-0.004304136785462043
2017-11-10,^DJI,Dow Jones Industrial Average,United States,23422.2109375,-0.0016933176263784766
2017-11-13,^DJI,Dow Jones Industrial Average,United States,23439.69921875,0.0007466537337856849
2017-11-14,^DJI,Dow Jones Industrial Average,United States,23409.470703125,-0.0012896289898131075
2017-11-15,^DJI,Dow Jones Industrial Average,United States,23271.279296875,-0.005903226433545683
2017-11-16,^DJI,Dow Jones Industrial Average,United States,23458.359375,0.008039097281176133
2017-11-17,^DJI,Dow Jones Industrial Average,United States,23358.240234375,-0.004267951523144409
2017-11-20,^DJI,Dow Jones Industrial Average,United States,23430.330078125,0.003086270328015006
2017-11-21,^DJI,Dow Jones Industrial Average,United States,23590.830078125,0.00685009555839966
2017-11-22,^DJI,Dow Jones Industrial Average,United States,23526.1796875,-0.002740488164719057
2017-11-24,^DJI,Dow Jones Industrial Average,United States,23557.990234375,0.0013521339757471829
2017-11-27,^DJI,Dow Jones Industrial Average,United States,23580.779296875,0.0009673602150810368
2017-11-28,^DJI,Dow Jones Industrial Average,United States,23836.7109375,0.010853400449700956
2017-11-29,^DJI,Dow Jones Industrial Average,United States,23940.6796875,0.004361707043920804
2017-11-30,^DJI,Dow Jones Industrial Average,United States,24272.349609375,0.013853822289271678
2017-12-01,^DJI,Dow Jones Industrial Average,United States,24231.58984375,-0.0016792674084282755
2017-12-04,^DJI,Dow Jones Industrial Average,United States,24290.05078125,0.002412591904904504
2017-12-05,^DJI,Dow Jones Industrial Average,United States,24180.640625,-0.004504319782421162
2017-12-06,^DJI,Dow Jones Industrial Average,United States,24140.91015625,-0.0016430693200462088
2017-12-07,^DJI,Dow Jones Industrial Average,United States,24211.48046875,0.002923266440380212
2017-12-08,^DJI,Dow Jones Industrial Average,United States,24329.16015625,0.004860491189371485
2017-12-11,^DJI,Dow Jones Industrial Average,United States,24386.029296875,0.002337488851229086
2017-12-12,^DJI,Dow Jones Industrial Average,United States,24504.80078125,0.00487047247131045
2017-12-13,^DJI,Dow Jones Industrial Average,United States,24585.4296875,0.0032903310241025885
2017-12-14,^DJI,Dow Jones Industrial Average,United States,24508.66015625,-0.0031225621120233304
2017-12-15,^DJI,Dow Jones Industrial Average,United States,24651.740234375,0.005837939618601018
2017-12-18,^DJI,Dow Jones Industrial Average,United States,24792.19921875,0.005697730993414529
2017-12-19,^DJI,Dow Jones Industrial Average,United States,24754.75,-0.0015105242749774428
2017-12-20,^DJI,Dow Jones Industrial Average,United States,24726.650390625,-0.001135119901231052
2017-12-21,^DJI,Dow Jones Industrial Average,United States,24782.2890625,0.002250149979719618
2017-12-22,^DJI,Dow Jones Industrial Average,United States,24754.060546875,-0.0011390600583266464
2017-12-26,^DJI,Dow Jones Industrial Average,United States,24746.2109375,-0.00031710390948325173
2017-12-27,^DJI,Dow Jones Industrial Average,United States,24774.30078125,0.0011351169607720646
2017-12-28,^DJI,Dow Jones Industrial Average,United States,24837.509765625,0.002551393273744429
2017-12-29,^DJI,Dow Jones Industrial Average,United States,24719.220703125,-0.004762517000142741
2018-01-02,^DJI,Dow Jones Industrial Average,United States,24824.009765625,0.0042391733848936575
2018-01-03,^DJI,Dow Jones Industrial Average,United States,24922.6796875,0.003974777757767223
2018-01-04,^DJI,Dow Jones Industrial Average,United States,25075.130859375,0.006116965502367844
2018-01-05,^DJI,Dow Jones Industrial Average,United States,25295.869140625,0.008803075943568661
2018-01-08,^DJI,Dow Jones Industrial Average,United States,25283.0,-0.0005087447501194164
2018-01-09,^DJI,Dow Jones Industrial Average,United States,25385.80078125,0.004066004083771668
2018-01-10,^DJI,Dow Jones Industrial Average,United States,25369.130859375,-0.000656663227551646
2018-01-11,^DJI,Dow Jones Industrial Average,United States,25574.73046875,0.008104322158873689
2018-01-12,^DJI,Dow Jones Industrial Average,United States,25803.189453125,0.008932996758427514
2018-01-16,^DJI,Dow Jones Industrial Average,United States,25792.859375,-0.0004003411339426055
2018-01-17,^DJI,Dow Jones Industrial Average,United States,26115.650390625,0.012514743361019764
2018-01-18,^DJI,Dow Jones Industrial Average,United States,26017.810546875,-0.0037464065526441326
2018-01-19,^DJI,Dow Jones Industrial Average,United States,26071.720703125,0.0020720481515104083
2018-01-22,^DJI,Dow Jones Industrial Average,United States,26214.599609375,0.005480225408861283
2018-01-23,^DJI,Dow Jones Industrial Average,United States,26210.810546875,-0.0001445401629801557
2018-01-24,^DJI,Dow Jones Industrial Average,United States,26252.119140625,0.0015760135947007203
2018-01-25,^DJI,Dow Jones Industrial Average,United States,26392.7890625,0.005358421585757389
2018-01-26,^DJI,Dow Jones Industrial Average,United States,26616.7109375,0.008484206594071564
2018-01-29,^DJI,Dow Jones Industrial Average,United States,26439.48046875,-0.006658616429586761
2018-01-30,^DJI,Dow Jones Industrial Average,United States,26076.890625,-0.013713954938659345
2018-01-31,^DJI,Dow Jones Industrial Average,United States,26149.390625,0.0027802394481224457
2018-02-01,^DJI,Dow Jones Industrial Average,United States,26186.7109375,0.0014271962599510246
2018-02-02,^DJI,Dow Jones Industrial Average,United States,25520.9609375,-0.025423200400728097
2018-02-05,^DJI,Dow Jones Industrial Average,United States,24345.75,-0.046048851388396095
2018-02-06,^DJI,Dow Jones Industrial Average,United States,24912.76953125,0.023290288089296896
2018-02-07,^DJI,Dow Jones Industrial Average,United States,24893.349609375,-0.0007795167795632274
2018-02-08,^DJI,Dow Jones Industrial Average,United States,23860.4609375,-0.041492554761935585
2018-02-09,^DJI,Dow Jones Industrial Average,United States,24190.900390625,0.013848829408222851
2018-02-12,^DJI,Dow Jones Industrial Average,United States,24601.26953125,0.016963781173851444
2018-02-13,^DJI,Dow Jones Industrial Average,United States,24640.44921875,0.0015925880349481059
2018-02-14,^DJI,Dow Jones Industrial Average,United States,24893.490234375,0.010269334514910078
2018-02-15,^DJI,Dow Jones Industrial Average,United States,25200.369140625,0.012327676969388301
2018-02-16,^DJI,Dow Jones Industrial Average,United States,25219.380859375,0.0007544222326232308
2018-02-20,^DJI,Dow Jones Industrial Average,United States,24964.75,-0.010096634044857722
2018-02-21,^DJI,Dow Jones Industrial Average,United States,24797.779296875,-0.006688258569583105
2018-02-22,^DJI,Dow Jones Industrial Average,United States,24962.48046875,0.006641771019220144
2018-02-23,^DJI,Dow Jones Industrial Average,United States,25309.990234375,0.013921283426141962
2018-02-26,^DJI,Dow Jones Industrial Average,United States,25709.26953125,0.015775561079937273
2018-02-27,^DJI,Dow Jones Industrial Average,United States,25410.029296875,-0.011639390765702973
2018-02-28,^DJI,Dow Jones Industrial Average,United States,25029.19921875,-0.014987392327478921
2018-03-01,^DJI,Dow Jones Industrial Average,United States,24608.98046875,-0.016789140808196712
2018-03-02,^DJI,Dow Jones Industrial Average,United States,24538.060546875,-0.0028818715982589227
2018-03-05,^DJI,Dow Jones Industrial Average,United States,24874.759765625,0.013721509004625876
2018-03-06,^DJI,Dow Jones Industrial Average,United States,24884.119140625,0.000376259915198629
2018-03-07,^DJI,Dow Jones Industrial Average,United States,24801.359375,-0.003325806517695429
2018-03-08,^DJI,Dow Jones Industrial Average,United States,24895.2109375,0.0037841297761527226
2018-03-09,^DJI,Dow Jones Industrial Average,United States,25335.740234375,0.017695343011190356
2018-03-12,^DJI,Dow Jones Industrial Average,United States,25178.609375,-0.006201944680574556
2018-03-13,^DJI,Dow Jones Industrial Average,United States,25007.029296875,-0.006814517655425512
2018-03-14,^DJI,Dow Jones Industrial Average,United States,24758.119140625,-0.009953607575495016
2018-03-15,^DJI,Dow Jones Industrial Average,United States,24873.66015625,0.00466679294047867
2018-03-16,^DJI,Dow Jones Industrial Average,United States,24946.509765625,0.0029287852659150015
2018-03-19,^DJI,Dow Jones Industrial Average,United States,24610.91015625,-0.013452768043625829
2018-03-20,^DJI,Dow Jones Industrial Average,United States,24727.26953125,0.004727959033666629
2018-03-21,^DJI,Dow Jones Industrial Average,United States,24682.310546875,-0.0018181944560511365
2018-03-22,^DJI,Dow Jones Industrial Average,United States,23957.890625,-0.029349761259150786
2018-03-23,^DJI,Dow Jones Industrial Average,United States,23533.19921875,-0.017726577556324452
2018-03-26,^DJI,Dow Jones Industrial Average,United States,24202.599609375,0.028444937911019652
2018-03-27,^DJI,Dow Jones Industrial Average,United States,23857.7109375,-0.014250067242421616
2018-03-28,^DJI,Dow Jones Industrial Average,United States,23848.419921875,-0.0003894344955951423
2018-03-29,^DJI,Dow Jones Industrial Average,United States,24103.109375,0.010679510590611008
2018-04-02,^DJI,Dow Jones Industrial Average,United States,23644.189453125,-0.01903986389204193
2018-04-03,^DJI,Dow Jones Industrial Average,United States,24033.359375,0.016459431719853868
2018-04-04,^DJI,Dow Jones Industrial Average,United States,24264.30078125,0.009609202053135757
2018-04-05,^DJI,Dow Jones Industrial Average,United States,24505.220703125,0.009928986787913985
2018-04-06,^DJI,Dow Jones Industrial Average,United States,23932.759765625,-0.02336077460534758
2018-04-09,^DJI,Dow Jones Industrial Average,United States,23979.099609375,0.0019362515733165608
2018-04-10,^DJI,Dow Jones Industrial Average,United States,24408.0,0.01788642599646706
2018-04-11,^DJI,Dow Jones Industrial Average,United States,24189.44921875,-0.008954063473041618
2018-04-12,^DJI,Dow Jones Industrial Average,United States,24483.05078125,0.012137587749307732
2018-04-13,^DJI,Dow Jones Industrial Average,United States,24360.140625,-0.00502021407986164
2018-04-16,^DJI,Dow Jones Industrial Average,United States,24573.0390625,0.008739622680236536
2018-04-17,^DJI,Dow Jones Industrial Average,United States,24786.630859375,0.008692119698004985
2018-04-18,^DJI,Dow Jones Industrial Average,United States,24748.0703125,-0.001555699404802935
2018-04-19,^DJI,Dow Jones Industrial Average,United States,24664.890625,-0.0033610575066932435
2018-04-20,^DJI,Dow Jones Industrial Average,United States,24462.939453125,-0.008187799205981672
2018-04-23,^DJI,Dow Jones Industrial Average,United States,24448.689453125,-0.0005825138073576319
2018-04-24,^DJI,Dow Jones Industrial Average,United States,24024.130859375,-0.01736529046123303
2018-04-25,^DJI,Dow Jones Industrial Average,United States,24083.830078125,0.0024849689297585797
2018-04-26,^DJI,Dow Jones Industrial Average,United States,24322.33984375,0.009903315413341884
2018-04-27,^DJI,Dow Jones Industrial Average,United States,24311.189453125,-0.00045844234956959884
2018-04-30,^DJI,Dow Jones Industrial Average,United States,24163.150390625,-0.0060893385239516595
2018-05-01,^DJI,Dow Jones Industrial Average,United States,24099.05078125,-0.0026527836121845727
2018-05-02,^DJI,Dow Jones Industrial Average,United States,23924.98046875,-0.007223119038175296
2018-05-03,^DJI,Dow Jones Industrial Average,United States,23930.150390625,0.00021608886501511826
2018-05-04,^DJI,Dow Jones Industrial Average,United States,24262.509765625,0.013888729054131188
2018-05-07,^DJI,Dow Jones Industrial Average,United States,24357.3203125,0.003907697422520062
2018-05-08,^DJI,Dow Jones Industrial Average,United States,24360.2109375,0.00011867582159741374
2018-05-09,^DJI,Dow Jones Industrial Average,United States,24542.5390625,0.007484669384341114
2018-05-10,^DJI,Dow Jones Industrial Average,United States,24739.529296875,0.008026481444048938
2018-05-11,^DJI,Dow Jones Industrial Average,United States,24831.169921875,0.003704218617109012
2018-05-14,^DJI,Dow Jones Industrial Average,United States,24899.41015625,0.0027481683138450563
2018-05-15,^DJI,Dow Jones Industrial Average,United States,24706.41015625,-0.007751187630103518
2018-05-16,^DJI,Dow Jones Industrial Average,United States,24768.9296875,0.002530498395137526
2018-05-17,^DJI,Dow Jones Industrial Average,United States,24713.98046875,-0.002218473686318778
2018-05-18,^DJI,Dow Jones Industrial Average,United States,24715.08984375,4.4888560197797744e-05
2018-05-21,^DJI,Dow Jones Industrial Average,United States,25013.2890625,0.012065471767864544
2018-05-22,^DJI,Dow Jones Industrial Average,United States,24834.41015625,-0.007151354857933279
2018-05-23,^DJI,Dow Jones Industrial Average,United States,24886.810546875,0.0021099913505218115
2018-05-24,^DJI,Dow Jones Industrial Average,United States,24811.759765625,-0.0030156849994353863
2018-05-25,^DJI,Dow Jones Industrial Average,United States,24753.08984375,-0.0023646013998686044
2018-05-29,^DJI,Dow Jones Industrial Average,United States,24361.44921875,-0.015821888397455464
2018-05-30,^DJI,Dow Jones Industrial Average,United States,24667.779296875,0.012574378288186194
2018-05-31,^DJI,Dow Jones Industrial Average,United States,24415.83984375,-0.01021330092558903
2018-06-01,^DJI,Dow Jones Industrial Average,United States,24635.2109375,0.008984785907586001
2018-06-04,^DJI,Dow Jones Industrial Average,United States,24813.689453125,0.007244854370348275
2018-06-05,^DJI,Dow Jones Industrial Average,United States,24799.98046875,-0.0005524766641775702
2018-06-06,^DJI,Dow Jones Industrial Average,United States,25146.390625,0.013968162462325573
2018-06-07,^DJI,Dow Jones Industrial Average,United States,25241.41015625,0.0037786548641114415
2018-06-08,^DJI,Dow Jones Industrial Average,United States,25316.529296875,0.0029760278906763027
2018-06-11,^DJI,Dow Jones Industrial Average,United States,25322.310546875,0.0002283587111095997
2018-06-12,^DJI,Dow Jones Industrial Average,United States,25320.73046875,-6.239865521251442e-05
2018-06-13,^DJI,Dow Jones Industrial Average,United States,25201.19921875,-0.004720687270358237
2018-06-14,^DJI,Dow Jones Industrial Average,United States,25175.310546875,-0.0010272793627907895
2018-06-15,^DJI,Dow Jones Industrial Average,United States,25090.48046875,-0.003369574248828111
2018-06-18,^DJI,Dow Jones Industrial Average,United States,24987.470703125,-0.00410553180730433
2018-06-19,^DJI,Dow Jones Industrial Average,United States,24700.2109375,-0.011496152173139929
2018-06-20,^DJI,Dow Jones Industrial Average,United States,24657.80078125,-0.001716995711385283
2018-06-21,^DJI,Dow Jones Industrial Average,United States,24461.69921875,-0.007952921845695071
2018-06-22,^DJI,Dow Jones Industrial Average,United States,24580.890625,0.0048725726362721655
2018-06-25,^DJI,Dow Jones Industrial Average,United States,24252.80078125,-0.013347353794264771
2018-06-26,^DJI,Dow Jones Industrial Average,United States,24283.109375,0.0012496945826327988
2018-06-27,^DJI,Dow Jones Industrial Average,United States,24117.58984375,-0.006816241227344921
2018-06-28,^DJI,Dow Jones Industrial Average,United States,24216.05078125,0.004082536361962319
2018-06-29,^DJI,Dow Jones Industrial Average,United States,24271.41015625,0.0022860612368249544
2018-07-02,^DJI,Dow Jones Industrial Average,United States,24307.1796875,0.0014737310695889239
2018-07-03,^DJI,Dow Jones Industrial Average,United States,24174.8203125,-0.005445278995821368
2018-07-05,^DJI,Dow Jones Industrial Average,United States,24356.740234375,0.007525181967161787
2018-07-06,^DJI,Dow Jones Industrial Average,United States,24456.48046875,0.004094974672934182
2018-07-09,^DJI,Dow Jones Industrial Average,United States,24776.58984375,0.013088938754250767
2018-07-10,^DJI,Dow Jones Industrial Average,United States,24919.66015625,0.005774415018461099
2018-07-11,^DJI,Dow Jones Industrial Average,United States,24700.44921875,-0.00879670654116127
2018-07-12,^DJI,Dow Jones Industrial Average,United States,24924.890625,0.009086531352621163
2018-07-13,^DJI,Dow Jones Industrial Average,United States,25019.41015625,0.0037921743638544836
2018-07-16,^DJI,Dow Jones Industrial Average,United States,25064.359375,0.0017965738788119356
2018-07-17,^DJI,Dow Jones Industrial Average,United States,25119.890625,0.0022155463528579222
2018-07-18,^DJI,Dow Jones Industrial Average,United States,25199.2890625,0.0031607795863959343
2018-07-19,^DJI,Dow Jones Industrial Average,United States,25064.5,-0.0053489232242105444
2018-07-20,^DJI,Dow Jones Industrial Average,United States,25058.119140625,-0.0002545775648825632
2018-07-23,^DJI,Dow Jones Industrial Average,United States,25044.2890625,-0.0005519200402626101
2018-07-24,^DJI,Dow Jones Industrial Average,United States,25241.939453125,0.007892034392821046
2018-07-25,^DJI,Dow Jones Industrial Average,United States,25414.099609375,0.0068204012837327355
2018-07-26,^DJI,Dow Jones Industrial Average,United States,25527.0703125,0.004445197935846856
2018-07-27,^DJI,Dow Jones Industrial Average,United States,25451.060546875,-0.002977614144298424
2018-07-30,^DJI,Dow Jones Industrial Average,United States,25306.830078125,-0.005666972835350448
2018-07-31,^DJI,Dow Jones Industrial Average,United States,25415.189453125,0.0042818233127375205
2018-08-01,^DJI,Dow Jones Industrial Average,United States,25333.8203125,-0.0032015948877766043
2018-08-02,^DJI,Dow Jones Industrial Average,United States,25326.16015625,-0.0003023687764225347
2018-08-03,^DJI,Dow Jones Industrial Average,United States,25462.580078125,0.00538652211915891
2018-08-06,^DJI,Dow Jones Industrial Average,United States,25502.1796875,0.0015552080446481487
2018-08-07,^DJI,Dow Jones Industrial Average,United States,25628.91015625,0.004969397530051767
2018-08-08,^DJI,Dow Jones Industrial Average,United States,25583.75,-0.0017620786828107526
2018-08-09,^DJI,Dow Jones Industrial Average,United States,25509.23046875,-0.0029127681145257878
2018-08-10,^DJI,Dow Jones Industrial Average,United States,25313.140625,-0.00768701525474158
2018-08-13,^DJI,Dow Jones Industrial Average,United States,25187.69921875,-0.004955584457430384
2018-08-14,^DJI,Dow Jones Industrial Average,United States,25299.919921875,0.004455377291525675
2018-08-15,^DJI,Dow Jones Industrial Average,United States,25162.41015625,-0.005435185804920528
2018-08-16,^DJI,Dow Jones Industrial Average,United States,25558.73046875,0.01575049091239622
2018-08-17,^DJI,Dow Jones Industrial Average,United States,25669.3203125,0.004326891113985987
2018-08-20,^DJI,Dow Jones Industrial Average,United States,25758.689453125,0.0034815546160558153
2018-08-21,^DJI,Dow Jones Industrial Average,United States,25822.2890625,0.002469054549174121
2018-08-22,^DJI,Dow Jones Industrial Average,United States,25733.599609375,-0.003434608485341384
2018-08-23,^DJI,Dow Jones Industrial Average,United States,25656.98046875,-0.0029773969358366514
2018-08-24,^DJI,Dow Jones Industrial Average,United States,25790.349609375,0.005198161988993366
