date,month,market_name,state,confirmed,deaths,confirmed_DoD,deaths_DoD,population,uempl_rate,uempl_mom,uempl_mom_%,driving,transit,walking,last_updated
2020-01-22,2020-01-01,Alabama,AL,0,0,,,4903185.0,0.027000000000000003,,,100.33,106.58,93.14,2021-03-01
2020-01-23,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,105.53,105.51,90.27,2021-03-01
2020-01-24,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,125.69,127.41,119.82,2021-03-01
2020-01-25,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,122.09,123.85,126.27,2021-03-01
2020-01-26,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,82.45,93.68,64.25,2021-03-01
2020-01-27,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,98.85,97.2,87.01,2021-03-01
2020-01-28,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,101.6,98.71,94.78,2021-03-01
2020-01-29,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,97.95,101.04,87.71,2021-03-01
2020-01-30,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,109.32,106.58,96.97,2021-03-01
2020-01-31,2020-01-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,,,129.43,122.78,117.7,2021-03-01
2020-02-01,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,123.78,121.21,121.39,2021-03-01
2020-02-02,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,87.78,99.18,72.21,2021-03-01
2020-02-03,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,100.84,102.93,93.13,2021-03-01
2020-02-04,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,101.5,106.48,90.04,2021-03-01
2020-02-05,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,97.22,111.17,86.56,2021-03-01
2020-02-06,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,105.55,117.84,91.43,2021-03-01
2020-02-07,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,127.88,121.43,117.94,2021-03-01
2020-02-08,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,121.14,127.16,127.28,2021-03-01
2020-02-09,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,91.5,104.72,72.78,2021-03-01
2020-02-10,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,100.76,116.87,83.87,2021-03-01
2020-02-11,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,106.25,102.49,91.85,2021-03-01
2020-02-12,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,106.59,109.5,97.55,2021-03-01
2020-02-13,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,122.67,120.14,109.9,2021-03-01
2020-02-14,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,152.62,138.92,145.67,2021-03-01
2020-02-15,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,136.69,134.14,158.94,2021-03-01
2020-02-16,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,97.66,102.17,82.99,2021-03-01
2020-02-17,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,113.36,117.34,97.24,2021-03-01
2020-02-18,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,108.61,113.85,91.59,2021-03-01
2020-02-19,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,112.41,110.98,97.55,2021-03-01
2020-02-20,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,116.53,110.79,94.64,2021-03-01
2020-02-21,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,148.9,137.98,144.38,2021-03-01
2020-02-22,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,141.79,140.12,164.23,2021-03-01
2020-02-23,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,100.77,108.02,97.76,2021-03-01
2020-02-24,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,109.77,109.82,100.51,2021-03-01
2020-02-25,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,115.64,116.68,137.86,2021-03-01
2020-02-26,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,116.12,115.8,100.39,2021-03-01
2020-02-27,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,125.69,119.79,109.56,2021-03-01
2020-02-28,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,152.84,132.69,139.03,2021-03-01
2020-02-29,2020-02-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.027000000000000003,0.0,0.0,149.38,141.69,163.55,2021-03-01
2020-03-01,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,104.53,113.75,84.43,2021-03-01
2020-03-02,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,110.73,111.14,92.62,2021-03-01
2020-03-03,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,115.38,116.74,99.71,2021-03-01
2020-03-04,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,110.9,106.67,95.95,2021-03-01
2020-03-05,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,124.09,120.3,105.55,2021-03-01
2020-03-06,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,157.82,143.46,141.3,2021-03-01
2020-03-07,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,158.73,156.01,148.56,2021-03-01
2020-03-08,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,109.85,108.21,85.65,2021-03-01
2020-03-09,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,119.48,119.73,102.09,2021-03-01
2020-03-10,2020-03-01,Alabama,AL,0,0,0.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,119.23,120.83,102.15,2021-03-01
2020-03-11,2020-03-01,Alabama,AL,3,0,3.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,119.83,117.12,105.4,2021-03-01
2020-03-12,2020-03-01,Alabama,AL,4,0,1.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,129.93,124.39,114.51,2021-03-01
2020-03-13,2020-03-01,Alabama,AL,8,0,4.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,143.13,129.39,117.03,2021-03-01
2020-03-14,2020-03-01,Alabama,AL,15,0,7.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,139.87,139.3,118.65,2021-03-01
2020-03-15,2020-03-01,Alabama,AL,28,0,13.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,94.6,106.92,70.4,2021-03-01
2020-03-16,2020-03-01,Alabama,AL,36,0,8.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,101.37,105.13,87.29,2021-03-01
2020-03-17,2020-03-01,Alabama,AL,51,0,15.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,94.06,100.03,84.66,2021-03-01
2020-03-18,2020-03-01,Alabama,AL,61,0,10.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,91.95,93.83,81.72,2021-03-01
2020-03-19,2020-03-01,Alabama,AL,88,0,27.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,91.01,90.31,80.24,2021-03-01
2020-03-20,2020-03-01,Alabama,AL,115,0,27.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,96.05,98.24,80.03,2021-03-01
2020-03-21,2020-03-01,Alabama,AL,149,0,34.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,80.87,83.95,67.19,2021-03-01
2020-03-22,2020-03-01,Alabama,AL,180,0,31.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,56.34,64.95,47.03,2021-03-01
2020-03-23,2020-03-01,Alabama,AL,224,0,44.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,68.01,77.72,61.66,2021-03-01
2020-03-24,2020-03-01,Alabama,AL,298,0,74.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,70.35,79.11,64.76,2021-03-01
2020-03-25,2020-03-01,Alabama,AL,472,1,174.0,1.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,74.9,76.94,71.02,2021-03-01
2020-03-26,2020-03-01,Alabama,AL,574,1,102.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,77.58,80.24,73.29,2021-03-01
2020-03-27,2020-03-01,Alabama,AL,684,4,110.0,3.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,83.93,82.28,75.12,2021-03-01
2020-03-28,2020-03-01,Alabama,AL,801,4,117.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,73.09,77.56,66.85,2021-03-01
2020-03-29,2020-03-01,Alabama,AL,880,10,79.0,6.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,55.39,67.72,47.83,2021-03-01
2020-03-30,2020-03-01,Alabama,AL,1001,10,121.0,0.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,69.87,76.49,67.49,2021-03-01
2020-03-31,2020-03-01,Alabama,AL,1063,23,62.0,13.0,4903185.0,0.03,0.0029999999999999957,0.11111111111111094,65.71,69.89,58.34,2021-03-01
2020-04-01,2020-04-01,Alabama,AL,1175,27,112.0,4.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,72.21,73.41,67.64,2021-03-01
2020-04-02,2020-04-01,Alabama,AL,1371,32,196.0,5.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,74.02,74.48,71.13,2021-03-01
2020-04-03,2020-04-01,Alabama,AL,1606,38,235.0,6.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,81.15,77.12,75.14,2021-03-01
2020-04-04,2020-04-01,Alabama,AL,1727,44,121.0,6.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,63.88,70.04,61.38,2021-03-01
2020-04-05,2020-04-01,Alabama,AL,1905,45,178.0,1.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,47.43,61.26,46.26,2021-03-01
2020-04-06,2020-04-01,Alabama,AL,2079,49,174.0,4.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,66.24,70.99,64.02,2021-03-01
2020-04-07,2020-04-01,Alabama,AL,2308,64,229.0,15.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,64.79,64.66,59.35,2021-03-01
2020-04-08,2020-04-01,Alabama,AL,2614,66,306.0,2.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,67.16,69.95,64.53,2021-03-01
2020-04-09,2020-04-01,Alabama,AL,2954,70,340.0,4.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,74.06,77.16,69.99,2021-03-01
2020-04-10,2020-04-01,Alabama,AL,3112,80,158.0,10.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,81.02,71.33,78.72,2021-03-01
2020-04-11,2020-04-01,Alabama,AL,3346,92,234.0,12.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,70.31,72.69,69.43,2021-03-01
2020-04-12,2020-04-01,Alabama,AL,3667,93,321.0,1.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,38.02,49.65,34.13,2021-03-01
2020-04-13,2020-04-01,Alabama,AL,3870,99,203.0,6.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,73.6,69.95,67.65,2021-03-01
2020-04-14,2020-04-01,Alabama,AL,4041,114,171.0,15.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,76.29,74.48,70.7,2021-03-01
2020-04-15,2020-04-01,Alabama,AL,4307,118,266.0,4.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,80.49,71.9,74.45,2021-03-01
2020-04-16,2020-04-01,Alabama,AL,4465,133,158.0,15.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,84.27,79.89,76.18,2021-03-01
2020-04-17,2020-04-01,Alabama,AL,4557,148,92.0,15.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,93.82,86.47,85.75,2021-03-01
2020-04-18,2020-04-01,Alabama,AL,4788,153,231.0,5.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,83.72,86.38,76.03,2021-03-01
2020-04-19,2020-04-01,Alabama,AL,4978,157,190.0,4.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,53.0,62.02,45.29,2021-03-01
2020-04-20,2020-04-01,Alabama,AL,5163,163,185.0,6.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,85.85,89.3,81.62,2021-03-01
2020-04-21,2020-04-01,Alabama,AL,5404,183,241.0,20.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,86.77,81.59,78.42,2021-03-01
2020-04-22,2020-04-01,Alabama,AL,5692,196,288.0,13.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,86.64,78.16,78.21,2021-03-01
2020-04-23,2020-04-01,Alabama,AL,5899,202,207.0,6.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,77.99,78.79,69.13,2021-03-01
2020-04-24,2020-04-01,Alabama,AL,6092,209,193.0,7.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,103.96,89.96,91.66,2021-03-01
2020-04-25,2020-04-01,Alabama,AL,6274,209,182.0,0.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,91.72,88.8,82.68,2021-03-01
2020-04-26,2020-04-01,Alabama,AL,6475,219,201.0,10.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,71.99,70.04,63.25,2021-03-01
2020-04-27,2020-04-01,Alabama,AL,6621,228,146.0,9.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,89.64,86.56,81.02,2021-03-01
2020-04-28,2020-04-01,Alabama,AL,6820,242,199.0,14.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,92.04,85.78,83.18,2021-03-01
2020-04-29,2020-04-01,Alabama,AL,6979,256,159.0,14.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,85.27,84.05,75.09,2021-03-01
2020-04-30,2020-04-01,Alabama,AL,7187,272,208.0,16.0,4903185.0,0.138,0.10800000000000001,3.6000000000000005,102.2,93.93,89.5,2021-03-01
2020-05-01,2020-05-01,Alabama,AL,7440,289,253.0,17.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,119.89,104.69,104.2,2021-03-01
2020-05-02,2020-05-01,Alabama,AL,7700,288,260.0,-1.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,110.38,108.34,98.95,2021-03-01
2020-05-03,2020-05-01,Alabama,AL,7977,290,277.0,2.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,88.34,88.17,73.23,2021-03-01
2020-05-04,2020-05-01,Alabama,AL,8203,298,226.0,8.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,104.61,97.92,91.68,2021-03-01
2020-05-05,2020-05-01,Alabama,AL,8520,315,317.0,17.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,106.75,98.02,96.21,2021-03-01
2020-05-06,2020-05-01,Alabama,AL,8769,343,249.0,28.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,111.02,98.87,99.17,2021-03-01
2020-05-07,2020-05-01,Alabama,AL,9115,369,346.0,26.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,117.71,100.35,104.78,2021-03-01
2020-05-08,2020-05-01,Alabama,AL,9437,383,322.0,14.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,124.49,102.39,106.83,2021-03-01
2020-05-09,2020-05-01,Alabama,AL,9720,390,283.0,7.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,124.61,110.76,107.98,2021-03-01
2020-05-10,2020-05-01,Alabama,AL,9982,393,262.0,3.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,90.78,86.78,74.56,2021-03-01
2020-05-11,2020-05-01,Alabama,AL,10262,403,280.0,10.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,0.0,89.77,100.22,2021-03-01
2020-05-12,2020-05-01,Alabama,AL,10566,435,304.0,32.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,0.0,74.98,81.75,2021-03-01
2020-05-13,2020-05-01,Alabama,AL,10822,450,256.0,15.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,125.44,102.52,118.04,2021-03-01
2020-05-14,2020-05-01,Alabama,AL,11161,473,339.0,23.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,134.74,108.12,127.11,2021-03-01
2020-05-15,2020-05-01,Alabama,AL,11494,483,333.0,10.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,152.9,118.34,140.88,2021-03-01
2020-05-16,2020-05-01,Alabama,AL,11828,485,334.0,2.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,146.28,114.88,137.98,2021-03-01
2020-05-17,2020-05-01,Alabama,AL,12137,488,309.0,3.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,109.82,97.51,96.54,2021-03-01
2020-05-18,2020-05-01,Alabama,AL,12438,489,301.0,1.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,128.19,102.17,123.12,2021-03-01
2020-05-19,2020-05-01,Alabama,AL,12825,504,387.0,15.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,133.12,106.64,127.85,2021-03-01
2020-05-20,2020-05-01,Alabama,AL,13186,522,361.0,18.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,137.13,109.13,131.27,2021-03-01
2020-05-21,2020-05-01,Alabama,AL,13590,529,404.0,7.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,150.24,116.21,138.25,2021-03-01
2020-05-22,2020-05-01,Alabama,AL,13954,541,364.0,12.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,174.64,137.29,155.55,2021-03-01
2020-05-23,2020-05-01,Alabama,AL,14328,549,374.0,8.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,162.0,133.79,147.02,2021-03-01
2020-05-24,2020-05-01,Alabama,AL,14676,551,348.0,2.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,124.74,109.13,112.09,2021-03-01
2020-05-25,2020-05-01,Alabama,AL,15309,566,633.0,15.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,132.84,113.37,108.62,2021-03-01
2020-05-26,2020-05-01,Alabama,AL,15899,580,590.0,14.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,134.48,104.72,127.09,2021-03-01
2020-05-27,2020-05-01,Alabama,AL,16263,583,364.0,3.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,134.02,109.19,127.21,2021-03-01
2020-05-28,2020-05-01,Alabama,AL,16749,591,486.0,8.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,149.39,117.78,143.87,2021-03-01
2020-05-29,2020-05-01,Alabama,AL,17262,610,513.0,19.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,169.27,127.28,162.26,2021-03-01
2020-05-30,2020-05-01,Alabama,AL,17689,618,427.0,8.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,168.52,134.39,153.66,2021-03-01
2020-05-31,2020-05-01,Alabama,AL,18200,630,511.0,12.0,4903185.0,0.096,-0.04200000000000001,-0.30434782608695654,129.4,114.85,114.86,2021-03-01
2020-06-01,2020-06-01,Alabama,AL,18525,646,325.0,16.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,136.28,109.69,133.56,2021-03-01
2020-06-02,2020-06-01,Alabama,AL,18734,653,209.0,7.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,133.65,111.93,133.71,2021-03-01
2020-06-03,2020-06-01,Alabama,AL,18954,653,220.0,0.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,137.76,121.37,138.43,2021-03-01
2020-06-04,2020-06-01,Alabama,AL,19262,653,308.0,0.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,147.09,120.86,143.11,2021-03-01
2020-06-05,2020-06-01,Alabama,AL,19910,676,648.0,23.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,167.31,132.06,159.28,2021-03-01
2020-06-06,2020-06-01,Alabama,AL,20355,689,445.0,13.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,173.86,148.17,151.04,2021-03-01
2020-06-07,2020-06-01,Alabama,AL,20777,692,422.0,3.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,119.63,105.25,103.21,2021-03-01
2020-06-08,2020-06-01,Alabama,AL,21268,718,491.0,26.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,134.97,116.55,125.68,2021-03-01
2020-06-09,2020-06-01,Alabama,AL,21834,729,566.0,11.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,138.03,117.65,127.75,2021-03-01
2020-06-10,2020-06-01,Alabama,AL,22659,744,825.0,15.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,146.65,116.46,141.03,2021-03-01
2020-06-11,2020-06-01,Alabama,AL,23370,755,711.0,11.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,160.02,129.48,150.54,2021-03-01
2020-06-12,2020-06-01,Alabama,AL,24405,769,1035.0,14.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,184.52,146.85,174.58,2021-03-01
2020-06-13,2020-06-01,Alabama,AL,25364,773,959.0,4.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,195.3,153.27,170.26,2021-03-01
2020-06-14,2020-06-01,Alabama,AL,26182,773,818.0,0.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,142.93,114.03,120.2,2021-03-01
2020-06-15,2020-06-01,Alabama,AL,26485,774,303.0,1.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,151.97,122.47,143.49,2021-03-01
2020-06-16,2020-06-01,Alabama,AL,27034,785,549.0,11.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,150.62,114.1,145.19,2021-03-01
2020-06-17,2020-06-01,Alabama,AL,27941,790,907.0,5.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,154.42,122.66,148.09,2021-03-01
2020-06-18,2020-06-01,Alabama,AL,28676,810,735.0,20.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,164.12,125.71,152.76,2021-03-01
2020-06-19,2020-06-01,Alabama,AL,29225,822,549.0,12.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,196.16,149.84,182.52,2021-03-01
2020-06-20,2020-06-01,Alabama,AL,29683,838,458.0,16.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,212.38,160.16,178.86,2021-03-01
2020-06-21,2020-06-01,Alabama,AL,30122,839,439.0,1.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,136.44,116.05,109.9,2021-03-01
2020-06-22,2020-06-01,Alabama,AL,30771,841,649.0,2.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,150.59,122.62,138.91,2021-03-01
2020-06-23,2020-06-01,Alabama,AL,31889,864,1118.0,23.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,147.96,115.73,143.64,2021-03-01
2020-06-24,2020-06-01,Alabama,AL,32878,891,989.0,27.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,153.65,121.96,147.91,2021-03-01
2020-06-25,2020-06-01,Alabama,AL,33880,896,1002.0,5.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,165.61,125.46,160.68,2021-03-01
2020-06-26,2020-06-01,Alabama,AL,34903,907,1023.0,11.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,191.42,144.21,182.47,2021-03-01
2020-06-27,2020-06-01,Alabama,AL,35083,919,180.0,12.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,206.53,156.54,179.78,2021-03-01
2020-06-28,2020-06-01,Alabama,AL,36503,919,1420.0,0.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,149.32,127.44,129.16,2021-03-01
2020-06-29,2020-06-01,Alabama,AL,37589,929,1086.0,10.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,154.63,127.34,149.75,2021-03-01
2020-06-30,2020-06-01,Alabama,AL,38477,950,888.0,21.0,4903185.0,0.076,-0.020000000000000004,-0.20833333333333337,153.16,119.92,149.83,2021-03-01
2020-07-01,2020-07-01,Alabama,AL,39647,972,1170.0,22.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,158.43,120.39,153.59,2021-03-01
2020-07-02,2020-07-01,Alabama,AL,41340,985,1693.0,13.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,179.21,134.24,167.26,2021-03-01
2020-07-03,2020-07-01,Alabama,AL,42255,1006,915.0,21.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,181.52,145.31,172.14,2021-03-01
2020-07-04,2020-07-01,Alabama,AL,43216,1007,961.0,1.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,146.75,124.1,133.04,2021-03-01
2020-07-05,2020-07-01,Alabama,AL,44022,1007,806.0,0.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,143.97,125.49,115.83,2021-03-01
2020-07-06,2020-07-01,Alabama,AL,44932,1007,910.0,0.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,155.4,124.23,152.01,2021-03-01
2020-07-07,2020-07-01,Alabama,AL,46348,1033,1416.0,26.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,149.03,119.89,146.82,2021-03-01
2020-07-08,2020-07-01,Alabama,AL,48149,1058,1801.0,25.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,152.58,122.59,152.79,2021-03-01
2020-07-09,2020-07-01,Alabama,AL,49695,1068,1546.0,10.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,162.78,125.55,156.84,2021-03-01
2020-07-10,2020-07-01,Alabama,AL,51329,1104,1634.0,36.0,4903185.0,0.079,0.0030000000000000027,0.03947368421052633,189.0,145.66,183.07,2021-03-01
