date,market,market_name,variable,value
10/4/2020,US-WV-511,DC-WV,american express shop small,0
10/4/2020,US-WV-511,DC-WV,amex shop small,0
10/4/2020,US-WV-511,DC-WV,bars near me,78
10/4/2020,US-WV-511,DC-WV,best appliances,55
10/4/2020,US-WV-511,DC-WV,best cookware,12
10/4/2020,US-WV-511,DC-WV,best restaurants,38
10/4/2020,US-WV-511,DC-WV,blue apron,44
10/4/2020,US-WV-511,DC-WV,breakfast near me,75
10/4/2020,US-WV-511,DC-WV,brewery near me,100
10/4/2020,US-WV-511,DC-WV,carry out restaurants near me,0
10/4/2020,US-WV-511,DC-WV,casual dining,0
10/4/2020,US-WV-511,DC-WV,coffee shops near me,57
10/4/2020,US-WV-511,DC-WV,delis near me,79
10/4/2020,US-WV-511,DC-WV,dining,71
10/4/2020,US-WV-511,DC-WV,dinner near me,16
10/4/2020,US-WV-511,DC-WV,door dash,47
10/4/2020,US-WV-511,DC-WV,doordash,44
10/4/2020,US-WV-511,DC-WV,drizly,21
10/4/2020,US-WV-511,DC-WV,fine dining,37
10/4/2020,US-WV-511,DC-WV,food delivery,26
10/4/2020,US-WV-511,DC-WV,food near me,79
10/4/2020,US-WV-511,DC-WV,grubhub,68
10/4/2020,US-WV-511,DC-WV,hellofresh,28
10/4/2020,US-WV-511,DC-WV,instacart,11
10/4/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
10/4/2020,US-WV-511,DC-WV,lunch near me,25
10/4/2020,US-WV-511,DC-WV,meal kits,0
10/4/2020,US-WV-511,DC-WV,meal subscription,0
10/4/2020,US-WV-511,DC-WV,online cooking classes,0
10/4/2020,US-WV-511,DC-WV,outdoor dining,82
10/4/2020,US-WV-511,DC-WV,places to eat,71
10/4/2020,US-WV-511,DC-WV,reservations,55
10/4/2020,US-WV-511,DC-WV,restaurants,58
10/4/2020,US-WV-511,DC-WV,restaurants near me,85
10/4/2020,US-WV-511,DC-WV,restaurants nearby,38
10/4/2020,US-WV-511,DC-WV,romantic restaurant,0
10/4/2020,US-WV-511,DC-WV,safe restaurants,0
10/4/2020,US-WV-511,DC-WV,shop small,13
10/4/2020,US-WV-511,DC-WV,shop small american express,0
10/4/2020,US-WV-511,DC-WV,takeout,52
10/4/2020,US-WV-511,DC-WV,takeout Tuesday,0
10/4/2020,US-WV-511,DC-WV,takeout restaurants,13
10/4/2020,US-WV-511,DC-WV,ubereats,59
10/4/2020,US-WV-511,DC-WV,wine delivery,9
10/4/2020,US-WV-511,DC-WV,winery near me,100
10/11/2020,US-WV-511,DC-WV,american express shop small,0
10/11/2020,US-WV-511,DC-WV,amex shop small,0
10/11/2020,US-WV-511,DC-WV,bars near me,46
10/11/2020,US-WV-511,DC-WV,best appliances,73
10/11/2020,US-WV-511,DC-WV,best cookware,25
10/11/2020,US-WV-511,DC-WV,best restaurants,44
10/11/2020,US-WV-511,DC-WV,blue apron,7
10/11/2020,US-WV-511,DC-WV,breakfast near me,67
10/11/2020,US-WV-511,DC-WV,brewery near me,50
10/11/2020,US-WV-511,DC-WV,carry out restaurants near me,0
10/11/2020,US-WV-511,DC-WV,casual dining,0
10/11/2020,US-WV-511,DC-WV,coffee shops near me,92
10/11/2020,US-WV-511,DC-WV,delis near me,84
10/11/2020,US-WV-511,DC-WV,dining,75
10/11/2020,US-WV-511,DC-WV,dinner near me,39
10/11/2020,US-WV-511,DC-WV,door dash,40
10/11/2020,US-WV-511,DC-WV,doordash,52
10/11/2020,US-WV-511,DC-WV,drizly,33
10/11/2020,US-WV-511,DC-WV,fine dining,40
10/11/2020,US-WV-511,DC-WV,food delivery,28
10/11/2020,US-WV-511,DC-WV,food near me,79
10/11/2020,US-WV-511,DC-WV,grubhub,62
10/11/2020,US-WV-511,DC-WV,hellofresh,44
10/11/2020,US-WV-511,DC-WV,instacart,7
10/11/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
10/11/2020,US-WV-511,DC-WV,lunch near me,16
10/11/2020,US-WV-511,DC-WV,meal kits,24
10/11/2020,US-WV-511,DC-WV,meal subscription,33
10/11/2020,US-WV-511,DC-WV,online cooking classes,0
10/11/2020,US-WV-511,DC-WV,outdoor dining,67
10/11/2020,US-WV-511,DC-WV,places to eat,91
10/11/2020,US-WV-511,DC-WV,reservations,65
10/11/2020,US-WV-511,DC-WV,restaurants,66
10/11/2020,US-WV-511,DC-WV,restaurants near me,98
10/11/2020,US-WV-511,DC-WV,restaurants nearby,53
10/11/2020,US-WV-511,DC-WV,romantic restaurant,0
10/11/2020,US-WV-511,DC-WV,safe restaurants,0
10/11/2020,US-WV-511,DC-WV,shop small,0
10/11/2020,US-WV-511,DC-WV,shop small american express,0
10/11/2020,US-WV-511,DC-WV,takeout,36
10/11/2020,US-WV-511,DC-WV,takeout Tuesday,0
10/11/2020,US-WV-511,DC-WV,takeout restaurants,54
10/11/2020,US-WV-511,DC-WV,ubereats,34
10/11/2020,US-WV-511,DC-WV,wine delivery,6
10/11/2020,US-WV-511,DC-WV,winery near me,53
10/18/2020,US-WV-511,DC-WV,american express shop small,0
10/18/2020,US-WV-511,DC-WV,amex shop small,0
10/18/2020,US-WV-511,DC-WV,bars near me,94
10/18/2020,US-WV-511,DC-WV,best appliances,72
10/18/2020,US-WV-511,DC-WV,best cookware,12
10/18/2020,US-WV-511,DC-WV,best restaurants,47
10/18/2020,US-WV-511,DC-WV,blue apron,13
10/18/2020,US-WV-511,DC-WV,breakfast near me,62
10/18/2020,US-WV-511,DC-WV,brewery near me,74
10/18/2020,US-WV-511,DC-WV,carry out restaurants near me,0
10/18/2020,US-WV-511,DC-WV,casual dining,0
10/18/2020,US-WV-511,DC-WV,coffee shops near me,75
10/18/2020,US-WV-511,DC-WV,delis near me,0
10/18/2020,US-WV-511,DC-WV,dining,67
10/18/2020,US-WV-511,DC-WV,dinner near me,30
10/18/2020,US-WV-511,DC-WV,door dash,46
10/18/2020,US-WV-511,DC-WV,doordash,45
10/18/2020,US-WV-511,DC-WV,drizly,11
10/18/2020,US-WV-511,DC-WV,fine dining,92
10/18/2020,US-WV-511,DC-WV,food delivery,37
10/18/2020,US-WV-511,DC-WV,food near me,79
10/18/2020,US-WV-511,DC-WV,grubhub,70
10/18/2020,US-WV-511,DC-WV,hellofresh,0
10/18/2020,US-WV-511,DC-WV,instacart,14
10/18/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
10/18/2020,US-WV-511,DC-WV,lunch near me,64
10/18/2020,US-WV-511,DC-WV,meal kits,23
10/18/2020,US-WV-511,DC-WV,meal subscription,0
10/18/2020,US-WV-511,DC-WV,online cooking classes,0
10/18/2020,US-WV-511,DC-WV,outdoor dining,49
10/18/2020,US-WV-511,DC-WV,places to eat,66
10/18/2020,US-WV-511,DC-WV,reservations,48
10/18/2020,US-WV-511,DC-WV,restaurants,60
10/18/2020,US-WV-511,DC-WV,restaurants near me,79
10/18/2020,US-WV-511,DC-WV,restaurants nearby,35
10/18/2020,US-WV-511,DC-WV,romantic restaurant,0
10/18/2020,US-WV-511,DC-WV,safe restaurants,29
10/18/2020,US-WV-511,DC-WV,shop small,13
10/18/2020,US-WV-511,DC-WV,shop small american express,0
10/18/2020,US-WV-511,DC-WV,takeout,32
10/18/2020,US-WV-511,DC-WV,takeout Tuesday,0
10/18/2020,US-WV-511,DC-WV,takeout restaurants,13
10/18/2020,US-WV-511,DC-WV,ubereats,34
10/18/2020,US-WV-511,DC-WV,wine delivery,12
10/18/2020,US-WV-511,DC-WV,winery near me,53
10/25/2020,US-WV-511,DC-WV,american express shop small,0
10/25/2020,US-WV-511,DC-WV,amex shop small,0
10/25/2020,US-WV-511,DC-WV,bars near me,58
10/25/2020,US-WV-511,DC-WV,best appliances,60
10/25/2020,US-WV-511,DC-WV,best cookware,39
10/25/2020,US-WV-511,DC-WV,best restaurants,45
10/25/2020,US-WV-511,DC-WV,blue apron,14
10/25/2020,US-WV-511,DC-WV,breakfast near me,80
10/25/2020,US-WV-511,DC-WV,brewery near me,71
10/25/2020,US-WV-511,DC-WV,carry out restaurants near me,0
10/25/2020,US-WV-511,DC-WV,casual dining,56
10/25/2020,US-WV-511,DC-WV,coffee shops near me,47
10/25/2020,US-WV-511,DC-WV,delis near me,0
10/25/2020,US-WV-511,DC-WV,dining,69
10/25/2020,US-WV-511,DC-WV,dinner near me,44
10/25/2020,US-WV-511,DC-WV,door dash,44
10/25/2020,US-WV-511,DC-WV,doordash,73
10/25/2020,US-WV-511,DC-WV,drizly,0
10/25/2020,US-WV-511,DC-WV,fine dining,14
10/25/2020,US-WV-511,DC-WV,food delivery,32
10/25/2020,US-WV-511,DC-WV,food near me,77
10/25/2020,US-WV-511,DC-WV,grubhub,67
10/25/2020,US-WV-511,DC-WV,hellofresh,30
10/25/2020,US-WV-511,DC-WV,instacart,10
10/25/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
10/25/2020,US-WV-511,DC-WV,lunch near me,56
10/25/2020,US-WV-511,DC-WV,meal kits,24
10/25/2020,US-WV-511,DC-WV,meal subscription,0
10/25/2020,US-WV-511,DC-WV,online cooking classes,0
10/25/2020,US-WV-511,DC-WV,outdoor dining,17
10/25/2020,US-WV-511,DC-WV,places to eat,46
10/25/2020,US-WV-511,DC-WV,reservations,42
10/25/2020,US-WV-511,DC-WV,restaurants,57
10/25/2020,US-WV-511,DC-WV,restaurants near me,90
10/25/2020,US-WV-511,DC-WV,restaurants nearby,60
10/25/2020,US-WV-511,DC-WV,romantic restaurant,0
10/25/2020,US-WV-511,DC-WV,safe restaurants,0
10/25/2020,US-WV-511,DC-WV,shop small,0
10/25/2020,US-WV-511,DC-WV,shop small american express,0
10/25/2020,US-WV-511,DC-WV,takeout,40
10/25/2020,US-WV-511,DC-WV,takeout Tuesday,0
10/25/2020,US-WV-511,DC-WV,takeout restaurants,27
10/25/2020,US-WV-511,DC-WV,ubereats,70
10/25/2020,US-WV-511,DC-WV,wine delivery,6
10/25/2020,US-WV-511,DC-WV,winery near me,49
11/1/2020,US-WV-511,DC-WV,american express shop small,0
11/1/2020,US-WV-511,DC-WV,amex shop small,0
11/1/2020,US-WV-511,DC-WV,bars near me,96
11/1/2020,US-WV-511,DC-WV,best appliances,26
11/1/2020,US-WV-511,DC-WV,best cookware,11
11/1/2020,US-WV-511,DC-WV,best restaurants,31
11/1/2020,US-WV-511,DC-WV,blue apron,24
11/1/2020,US-WV-511,DC-WV,breakfast near me,67
11/1/2020,US-WV-511,DC-WV,brewery near me,28
11/1/2020,US-WV-511,DC-WV,carry out restaurants near me,0
11/1/2020,US-WV-511,DC-WV,casual dining,0
11/1/2020,US-WV-511,DC-WV,coffee shops near me,41
11/1/2020,US-WV-511,DC-WV,delis near me,0
11/1/2020,US-WV-511,DC-WV,dining,57
11/1/2020,US-WV-511,DC-WV,dinner near me,35
11/1/2020,US-WV-511,DC-WV,door dash,42
11/1/2020,US-WV-511,DC-WV,doordash,49
11/1/2020,US-WV-511,DC-WV,drizly,30
11/1/2020,US-WV-511,DC-WV,fine dining,36
11/1/2020,US-WV-511,DC-WV,food delivery,36
11/1/2020,US-WV-511,DC-WV,food near me,75
11/1/2020,US-WV-511,DC-WV,grubhub,54
11/1/2020,US-WV-511,DC-WV,hellofresh,33
11/1/2020,US-WV-511,DC-WV,instacart,8
11/1/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
11/1/2020,US-WV-511,DC-WV,lunch near me,24
11/1/2020,US-WV-511,DC-WV,meal kits,43
11/1/2020,US-WV-511,DC-WV,meal subscription,0
11/1/2020,US-WV-511,DC-WV,online cooking classes,44
11/1/2020,US-WV-511,DC-WV,outdoor dining,19
11/1/2020,US-WV-511,DC-WV,places to eat,67
11/1/2020,US-WV-511,DC-WV,reservations,42
11/1/2020,US-WV-511,DC-WV,restaurants,45
11/1/2020,US-WV-511,DC-WV,restaurants near me,78
11/1/2020,US-WV-511,DC-WV,restaurants nearby,53
11/1/2020,US-WV-511,DC-WV,romantic restaurant,0
11/1/2020,US-WV-511,DC-WV,safe restaurants,26
11/1/2020,US-WV-511,DC-WV,shop small,61
11/1/2020,US-WV-511,DC-WV,shop small american express,0
11/1/2020,US-WV-511,DC-WV,takeout,35
11/1/2020,US-WV-511,DC-WV,takeout Tuesday,0
11/1/2020,US-WV-511,DC-WV,takeout restaurants,36
11/1/2020,US-WV-511,DC-WV,ubereats,18
11/1/2020,US-WV-511,DC-WV,wine delivery,3
11/1/2020,US-WV-511,DC-WV,winery near me,59
11/8/2020,US-WV-511,DC-WV,american express shop small,0
11/8/2020,US-WV-511,DC-WV,amex shop small,0
11/8/2020,US-WV-511,DC-WV,bars near me,61
11/8/2020,US-WV-511,DC-WV,best appliances,44
11/8/2020,US-WV-511,DC-WV,best cookware,51
11/8/2020,US-WV-511,DC-WV,best restaurants,51
11/8/2020,US-WV-511,DC-WV,blue apron,7
11/8/2020,US-WV-511,DC-WV,breakfast near me,67
11/8/2020,US-WV-511,DC-WV,brewery near me,50
11/8/2020,US-WV-511,DC-WV,carry out restaurants near me,0
11/8/2020,US-WV-511,DC-WV,casual dining,55
11/8/2020,US-WV-511,DC-WV,coffee shops near me,31
11/8/2020,US-WV-511,DC-WV,delis near me,84
11/8/2020,US-WV-511,DC-WV,dining,63
11/8/2020,US-WV-511,DC-WV,dinner near me,26
11/8/2020,US-WV-511,DC-WV,door dash,25
11/8/2020,US-WV-511,DC-WV,doordash,51
11/8/2020,US-WV-511,DC-WV,drizly,33
11/8/2020,US-WV-511,DC-WV,fine dining,27
11/8/2020,US-WV-511,DC-WV,food delivery,23
11/8/2020,US-WV-511,DC-WV,food near me,71
11/8/2020,US-WV-511,DC-WV,grubhub,62
11/8/2020,US-WV-511,DC-WV,hellofresh,30
11/8/2020,US-WV-511,DC-WV,instacart,14
11/8/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
11/8/2020,US-WV-511,DC-WV,lunch near me,27
11/8/2020,US-WV-511,DC-WV,meal kits,24
11/8/2020,US-WV-511,DC-WV,meal subscription,33
11/8/2020,US-WV-511,DC-WV,online cooking classes,0
11/8/2020,US-WV-511,DC-WV,outdoor dining,42
11/8/2020,US-WV-511,DC-WV,places to eat,56
11/8/2020,US-WV-511,DC-WV,reservations,35
11/8/2020,US-WV-511,DC-WV,restaurants,52
11/8/2020,US-WV-511,DC-WV,restaurants near me,71
11/8/2020,US-WV-511,DC-WV,restaurants nearby,100
11/8/2020,US-WV-511,DC-WV,romantic restaurant,0
11/8/2020,US-WV-511,DC-WV,safe restaurants,0
11/8/2020,US-WV-511,DC-WV,shop small,27
11/8/2020,US-WV-511,DC-WV,shop small american express,0
11/8/2020,US-WV-511,DC-WV,takeout,49
11/8/2020,US-WV-511,DC-WV,takeout Tuesday,0
11/8/2020,US-WV-511,DC-WV,takeout restaurants,40
11/8/2020,US-WV-511,DC-WV,ubereats,44
11/8/2020,US-WV-511,DC-WV,wine delivery,9
11/8/2020,US-WV-511,DC-WV,winery near me,30
11/15/2020,US-WV-511,DC-WV,american express shop small,0
11/15/2020,US-WV-511,DC-WV,amex shop small,0
11/15/2020,US-WV-511,DC-WV,bars near me,24
11/15/2020,US-WV-511,DC-WV,best appliances,15
11/15/2020,US-WV-511,DC-WV,best cookware,40
11/15/2020,US-WV-511,DC-WV,best restaurants,31
11/15/2020,US-WV-511,DC-WV,blue apron,7
11/15/2020,US-WV-511,DC-WV,breakfast near me,70
11/15/2020,US-WV-511,DC-WV,brewery near me,40
11/15/2020,US-WV-511,DC-WV,carry out restaurants near me,0
11/15/2020,US-WV-511,DC-WV,casual dining,0
11/15/2020,US-WV-511,DC-WV,coffee shops near me,80
11/15/2020,US-WV-511,DC-WV,delis near me,88
11/15/2020,US-WV-511,DC-WV,dining,59
11/15/2020,US-WV-511,DC-WV,dinner near me,100
11/15/2020,US-WV-511,DC-WV,door dash,45
11/15/2020,US-WV-511,DC-WV,doordash,57
11/15/2020,US-WV-511,DC-WV,drizly,34
11/15/2020,US-WV-511,DC-WV,fine dining,56
11/15/2020,US-WV-511,DC-WV,food delivery,44
11/15/2020,US-WV-511,DC-WV,food near me,70
11/15/2020,US-WV-511,DC-WV,grubhub,67
11/15/2020,US-WV-511,DC-WV,hellofresh,39
11/15/2020,US-WV-511,DC-WV,instacart,12
11/15/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
11/15/2020,US-WV-511,DC-WV,lunch near me,23
11/15/2020,US-WV-511,DC-WV,meal kits,50
11/15/2020,US-WV-511,DC-WV,meal subscription,0
11/15/2020,US-WV-511,DC-WV,online cooking classes,51
11/15/2020,US-WV-511,DC-WV,outdoor dining,26
11/15/2020,US-WV-511,DC-WV,places to eat,34
11/15/2020,US-WV-511,DC-WV,reservations,51
11/15/2020,US-WV-511,DC-WV,restaurants,48
11/15/2020,US-WV-511,DC-WV,restaurants near me,65
11/15/2020,US-WV-511,DC-WV,restaurants nearby,43
11/15/2020,US-WV-511,DC-WV,romantic restaurant,0
11/15/2020,US-WV-511,DC-WV,safe restaurants,0
11/15/2020,US-WV-511,DC-WV,shop small,28
11/15/2020,US-WV-511,DC-WV,shop small american express,0
11/15/2020,US-WV-511,DC-WV,takeout,76
11/15/2020,US-WV-511,DC-WV,takeout Tuesday,0
11/15/2020,US-WV-511,DC-WV,takeout restaurants,28
11/15/2020,US-WV-511,DC-WV,ubereats,62
11/15/2020,US-WV-511,DC-WV,wine delivery,10
11/15/2020,US-WV-511,DC-WV,winery near me,19
11/22/2020,US-WV-511,DC-WV,american express shop small,0
11/22/2020,US-WV-511,DC-WV,amex shop small,0
11/22/2020,US-WV-511,DC-WV,bars near me,21
11/22/2020,US-WV-511,DC-WV,best appliances,83
11/22/2020,US-WV-511,DC-WV,best cookware,100
11/22/2020,US-WV-511,DC-WV,best restaurants,25
11/22/2020,US-WV-511,DC-WV,blue apron,23
11/22/2020,US-WV-511,DC-WV,breakfast near me,77
11/22/2020,US-WV-511,DC-WV,brewery near me,57
11/22/2020,US-WV-511,DC-WV,carry out restaurants near me,0
11/22/2020,US-WV-511,DC-WV,casual dining,0
11/22/2020,US-WV-511,DC-WV,coffee shops near me,34
11/22/2020,US-WV-511,DC-WV,delis near me,0
11/22/2020,US-WV-511,DC-WV,dining,70
11/22/2020,US-WV-511,DC-WV,dinner near me,59
11/22/2020,US-WV-511,DC-WV,door dash,53
11/22/2020,US-WV-511,DC-WV,doordash,62
11/22/2020,US-WV-511,DC-WV,drizly,12
11/22/2020,US-WV-511,DC-WV,fine dining,0
11/22/2020,US-WV-511,DC-WV,food delivery,32
11/22/2020,US-WV-511,DC-WV,food near me,78
11/22/2020,US-WV-511,DC-WV,grubhub,31
11/22/2020,US-WV-511,DC-WV,hellofresh,25
11/22/2020,US-WV-511,DC-WV,instacart,10
11/22/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
11/22/2020,US-WV-511,DC-WV,lunch near me,31
11/22/2020,US-WV-511,DC-WV,meal kits,0
11/22/2020,US-WV-511,DC-WV,meal subscription,0
11/22/2020,US-WV-511,DC-WV,online cooking classes,0
11/22/2020,US-WV-511,DC-WV,outdoor dining,28
11/22/2020,US-WV-511,DC-WV,places to eat,43
11/22/2020,US-WV-511,DC-WV,reservations,24
11/22/2020,US-WV-511,DC-WV,restaurants,51
11/22/2020,US-WV-511,DC-WV,restaurants near me,75
11/22/2020,US-WV-511,DC-WV,restaurants nearby,26
11/22/2020,US-WV-511,DC-WV,romantic restaurant,0
11/22/2020,US-WV-511,DC-WV,safe restaurants,0
11/22/2020,US-WV-511,DC-WV,shop small,46
11/22/2020,US-WV-511,DC-WV,shop small american express,0
11/22/2020,US-WV-511,DC-WV,takeout,41
11/22/2020,US-WV-511,DC-WV,takeout Tuesday,0
11/22/2020,US-WV-511,DC-WV,takeout restaurants,45
11/22/2020,US-WV-511,DC-WV,ubereats,22
11/22/2020,US-WV-511,DC-WV,wine delivery,0
11/22/2020,US-WV-511,DC-WV,winery near me,33
11/29/2020,US-WV-511,DC-WV,american express shop small,0
11/29/2020,US-WV-511,DC-WV,amex shop small,0
11/29/2020,US-WV-511,DC-WV,bars near me,31
11/29/2020,US-WV-511,DC-WV,best appliances,30
11/29/2020,US-WV-511,DC-WV,best cookware,38
11/29/2020,US-WV-511,DC-WV,best restaurants,25
11/29/2020,US-WV-511,DC-WV,blue apron,14
11/29/2020,US-WV-511,DC-WV,breakfast near me,62
11/29/2020,US-WV-511,DC-WV,brewery near me,25
11/29/2020,US-WV-511,DC-WV,carry out restaurants near me,0
11/29/2020,US-WV-511,DC-WV,casual dining,56
11/29/2020,US-WV-511,DC-WV,coffee shops near me,46
11/29/2020,US-WV-511,DC-WV,delis near me,0
11/29/2020,US-WV-511,DC-WV,dining,63
11/29/2020,US-WV-511,DC-WV,dinner near me,9
11/29/2020,US-WV-511,DC-WV,door dash,73
11/29/2020,US-WV-511,DC-WV,doordash,60
11/29/2020,US-WV-511,DC-WV,drizly,56
11/29/2020,US-WV-511,DC-WV,fine dining,27
11/29/2020,US-WV-511,DC-WV,food delivery,37
11/29/2020,US-WV-511,DC-WV,food near me,77
11/29/2020,US-WV-511,DC-WV,grubhub,52
11/29/2020,US-WV-511,DC-WV,hellofresh,45
11/29/2020,US-WV-511,DC-WV,instacart,20
11/29/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
11/29/2020,US-WV-511,DC-WV,lunch near me,16
11/29/2020,US-WV-511,DC-WV,meal kits,0
11/29/2020,US-WV-511,DC-WV,meal subscription,33
11/29/2020,US-WV-511,DC-WV,online cooking classes,0
11/29/2020,US-WV-511,DC-WV,outdoor dining,38
11/29/2020,US-WV-511,DC-WV,places to eat,51
11/29/2020,US-WV-511,DC-WV,reservations,30
11/29/2020,US-WV-511,DC-WV,restaurants,39
11/29/2020,US-WV-511,DC-WV,restaurants near me,63
11/29/2020,US-WV-511,DC-WV,restaurants nearby,18
11/29/2020,US-WV-511,DC-WV,romantic restaurant,0
11/29/2020,US-WV-511,DC-WV,safe restaurants,0
11/29/2020,US-WV-511,DC-WV,shop small,41
11/29/2020,US-WV-511,DC-WV,shop small american express,0
11/29/2020,US-WV-511,DC-WV,takeout,43
11/29/2020,US-WV-511,DC-WV,takeout Tuesday,0
11/29/2020,US-WV-511,DC-WV,takeout restaurants,41
11/29/2020,US-WV-511,DC-WV,ubereats,30
11/29/2020,US-WV-511,DC-WV,wine delivery,19
11/29/2020,US-WV-511,DC-WV,winery near me,24
12/6/2020,US-WV-511,DC-WV,american express shop small,0
12/6/2020,US-WV-511,DC-WV,amex shop small,0
12/6/2020,US-WV-511,DC-WV,bars near me,35
12/6/2020,US-WV-511,DC-WV,best appliances,75
12/6/2020,US-WV-511,DC-WV,best cookware,39
12/6/2020,US-WV-511,DC-WV,best restaurants,32
12/6/2020,US-WV-511,DC-WV,blue apron,28
12/6/2020,US-WV-511,DC-WV,breakfast near me,49
12/6/2020,US-WV-511,DC-WV,brewery near me,45
12/6/2020,US-WV-511,DC-WV,carry out restaurants near me,0
12/6/2020,US-WV-511,DC-WV,casual dining,0
12/6/2020,US-WV-511,DC-WV,coffee shops near me,63
12/6/2020,US-WV-511,DC-WV,delis near me,0
12/6/2020,US-WV-511,DC-WV,dining,60
12/6/2020,US-WV-511,DC-WV,dinner near me,13
12/6/2020,US-WV-511,DC-WV,door dash,100
12/6/2020,US-WV-511,DC-WV,doordash,100
12/6/2020,US-WV-511,DC-WV,drizly,68
12/6/2020,US-WV-511,DC-WV,fine dining,55
12/6/2020,US-WV-511,DC-WV,food delivery,33
12/6/2020,US-WV-511,DC-WV,food near me,67
12/6/2020,US-WV-511,DC-WV,grubhub,74
12/6/2020,US-WV-511,DC-WV,hellofresh,38
12/6/2020,US-WV-511,DC-WV,instacart,18
12/6/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
12/6/2020,US-WV-511,DC-WV,lunch near me,11
12/6/2020,US-WV-511,DC-WV,meal kits,0
12/6/2020,US-WV-511,DC-WV,meal subscription,100
12/6/2020,US-WV-511,DC-WV,online cooking classes,100
12/6/2020,US-WV-511,DC-WV,outdoor dining,47
12/6/2020,US-WV-511,DC-WV,places to eat,37
12/6/2020,US-WV-511,DC-WV,reservations,20
12/6/2020,US-WV-511,DC-WV,restaurants,46
12/6/2020,US-WV-511,DC-WV,restaurants near me,62
12/6/2020,US-WV-511,DC-WV,restaurants nearby,6
12/6/2020,US-WV-511,DC-WV,romantic restaurant,0
12/6/2020,US-WV-511,DC-WV,safe restaurants,30
12/6/2020,US-WV-511,DC-WV,shop small,42
12/6/2020,US-WV-511,DC-WV,shop small american express,0
12/6/2020,US-WV-511,DC-WV,takeout,37
12/6/2020,US-WV-511,DC-WV,takeout Tuesday,0
12/6/2020,US-WV-511,DC-WV,takeout restaurants,14
12/6/2020,US-WV-511,DC-WV,ubereats,55
12/6/2020,US-WV-511,DC-WV,wine delivery,10
12/6/2020,US-WV-511,DC-WV,winery near me,43
12/13/2020,US-WV-511,DC-WV,american express shop small,0
12/13/2020,US-WV-511,DC-WV,amex shop small,0
12/13/2020,US-WV-511,DC-WV,bars near me,32
12/13/2020,US-WV-511,DC-WV,best appliances,15
12/13/2020,US-WV-511,DC-WV,best cookware,13
12/13/2020,US-WV-511,DC-WV,best restaurants,27
12/13/2020,US-WV-511,DC-WV,blue apron,21
12/13/2020,US-WV-511,DC-WV,breakfast near me,49
12/13/2020,US-WV-511,DC-WV,brewery near me,33
12/13/2020,US-WV-511,DC-WV,carry out restaurants near me,0
12/13/2020,US-WV-511,DC-WV,casual dining,57
12/13/2020,US-WV-511,DC-WV,coffee shops near me,16
12/13/2020,US-WV-511,DC-WV,delis near me,0
12/13/2020,US-WV-511,DC-WV,dining,76
12/13/2020,US-WV-511,DC-WV,dinner near me,50
12/13/2020,US-WV-511,DC-WV,door dash,41
12/13/2020,US-WV-511,DC-WV,doordash,70
12/13/2020,US-WV-511,DC-WV,drizly,23
12/13/2020,US-WV-511,DC-WV,fine dining,0
12/13/2020,US-WV-511,DC-WV,food delivery,30
12/13/2020,US-WV-511,DC-WV,food near me,70
12/13/2020,US-WV-511,DC-WV,grubhub,68
12/13/2020,US-WV-511,DC-WV,hellofresh,23
12/13/2020,US-WV-511,DC-WV,instacart,12
12/13/2020,US-WV-511,DC-WV,locally owned restaurants near me,0
12/13/2020,US-WV-511,DC-WV,lunch near me,17
12/13/2020,US-WV-511,DC-WV,meal kits,50
12/13/2020,US-WV-511,DC-WV,meal subscription,0
12/13/2020,US-WV-511,DC-WV,online cooking classes,51
12/13/2020,US-WV-511,DC-WV,outdoor dining,43
12/13/2020,US-WV-511,DC-WV,places to eat,38
12/13/2020,US-WV-511,DC-WV,reservations,31
12/13/2020,US-WV-511,DC-WV,restaurants,43
12/13/2020,US-WV-511,DC-WV,restaurants near me,53
12/13/2020,US-WV-511,DC-WV,restaurants nearby,6
12/13/2020,US-WV-511,DC-WV,romantic restaurant,0
12/13/2020,US-WV-511,DC-WV,safe restaurants,0
12/13/2020,US-WV-511,DC-WV,shop small,14
12/13/2020,US-WV-511,DC-WV,shop small american express,0
12/13/2020,US-WV-511,DC-WV,takeout,58
12/13/2020,US-WV-511,DC-WV,takeout Tuesday,0
12/13/2020,US-WV-511,DC-WV,takeout restaurants,56
12/13/2020,US-WV-511,DC-WV,ubereats,56
12/13/2020,US-WV-511,DC-WV,wine delivery,13
12/13/2020,US-WV-511,DC-WV,winery near me,12
12/20/2020,US-WV-511,DC-WV,american express shop small,0
12/20/2020,US-WV-511,DC-WV,amex shop small,0
12/20/2020,US-WV-511,DC-WV,bars near me,27
12/20/2020,US-WV-511,DC-WV,best appliances,70
12/20/2020,US-WV-511,DC-WV,best cookware,45
12/20/2020,US-WV-511,DC-WV,best restaurants,28
12/20/2020,US-WV-511,DC-WV,blue apron,48
