date,market,market_name,variable,value
7/5/2020,US-VA-511,DC-VA,dinner near me,16
7/5/2020,US-VA-511,DC-VA,door dash,37
7/5/2020,US-VA-511,DC-VA,doordash,44
7/5/2020,US-VA-511,DC-VA,drizly,10
7/5/2020,US-VA-511,DC-VA,fine dining,63
7/5/2020,US-VA-511,DC-VA,food delivery,28
7/5/2020,US-VA-511,DC-VA,food near me,80
7/5/2020,US-VA-511,DC-VA,grubhub,60
7/5/2020,US-VA-511,DC-VA,hellofresh,35
7/5/2020,US-VA-511,DC-VA,instacart,14
7/5/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
7/5/2020,US-VA-511,DC-VA,lunch near me,46
7/5/2020,US-VA-511,DC-VA,meal kits,0
7/5/2020,US-VA-511,DC-VA,meal subscription,0
7/5/2020,US-VA-511,DC-VA,online cooking classes,0
7/5/2020,US-VA-511,DC-VA,outdoor dining,55
7/5/2020,US-VA-511,DC-VA,places to eat,53
7/5/2020,US-VA-511,DC-VA,reservations,42
7/5/2020,US-VA-511,DC-VA,restaurants,60
7/5/2020,US-VA-511,DC-VA,restaurants near me,80
7/5/2020,US-VA-511,DC-VA,restaurants nearby,17
7/5/2020,US-VA-511,DC-VA,romantic restaurant,30
7/5/2020,US-VA-511,DC-VA,safe restaurants,0
7/5/2020,US-VA-511,DC-VA,shop small,38
7/5/2020,US-VA-511,DC-VA,shop small american express,0
7/5/2020,US-VA-511,DC-VA,takeout,28
7/5/2020,US-VA-511,DC-VA,takeout Tuesday,0
7/5/2020,US-VA-511,DC-VA,takeout restaurants,51
7/5/2020,US-VA-511,DC-VA,ubereats,32
7/5/2020,US-VA-511,DC-VA,wine delivery,12
7/5/2020,US-VA-511,DC-VA,winery near me,73
7/12/2020,US-VA-511,DC-VA,american express shop small,0
7/12/2020,US-VA-511,DC-VA,amex shop small,50
7/12/2020,US-VA-511,DC-VA,bars near me,54
7/12/2020,US-VA-511,DC-VA,best appliances,42
7/12/2020,US-VA-511,DC-VA,best cookware,48
7/12/2020,US-VA-511,DC-VA,best restaurants,27
7/12/2020,US-VA-511,DC-VA,blue apron,38
7/12/2020,US-VA-511,DC-VA,breakfast near me,59
7/12/2020,US-VA-511,DC-VA,brewery near me,47
7/12/2020,US-VA-511,DC-VA,carry out restaurants near me,0
7/12/2020,US-VA-511,DC-VA,casual dining,0
7/12/2020,US-VA-511,DC-VA,coffee shops near me,43
7/12/2020,US-VA-511,DC-VA,delis near me,0
7/12/2020,US-VA-511,DC-VA,dining,71
7/12/2020,US-VA-511,DC-VA,dinner near me,29
7/12/2020,US-VA-511,DC-VA,door dash,65
7/12/2020,US-VA-511,DC-VA,doordash,62
7/12/2020,US-VA-511,DC-VA,drizly,21
7/12/2020,US-VA-511,DC-VA,fine dining,38
7/12/2020,US-VA-511,DC-VA,food delivery,28
7/12/2020,US-VA-511,DC-VA,food near me,76
7/12/2020,US-VA-511,DC-VA,grubhub,99
7/12/2020,US-VA-511,DC-VA,hellofresh,49
7/12/2020,US-VA-511,DC-VA,instacart,16
7/12/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
7/12/2020,US-VA-511,DC-VA,lunch near me,26
7/12/2020,US-VA-511,DC-VA,meal kits,45
7/12/2020,US-VA-511,DC-VA,meal subscription,31
7/12/2020,US-VA-511,DC-VA,online cooking classes,46
7/12/2020,US-VA-511,DC-VA,outdoor dining,59
7/12/2020,US-VA-511,DC-VA,places to eat,68
7/12/2020,US-VA-511,DC-VA,reservations,41
7/12/2020,US-VA-511,DC-VA,restaurants,60
7/12/2020,US-VA-511,DC-VA,restaurants near me,86
7/12/2020,US-VA-511,DC-VA,restaurants nearby,11
7/12/2020,US-VA-511,DC-VA,romantic restaurant,30
7/12/2020,US-VA-511,DC-VA,safe restaurants,0
7/12/2020,US-VA-511,DC-VA,shop small,26
7/12/2020,US-VA-511,DC-VA,shop small american express,0
7/12/2020,US-VA-511,DC-VA,takeout,53
7/12/2020,US-VA-511,DC-VA,takeout Tuesday,0
7/12/2020,US-VA-511,DC-VA,takeout restaurants,13
7/12/2020,US-VA-511,DC-VA,ubereats,42
7/12/2020,US-VA-511,DC-VA,wine delivery,12
7/12/2020,US-VA-511,DC-VA,winery near me,73
7/19/2020,US-VA-511,DC-VA,american express shop small,100
7/19/2020,US-VA-511,DC-VA,amex shop small,0
7/19/2020,US-VA-511,DC-VA,bars near me,38
7/19/2020,US-VA-511,DC-VA,best appliances,14
7/19/2020,US-VA-511,DC-VA,best cookware,58
7/19/2020,US-VA-511,DC-VA,best restaurants,37
7/19/2020,US-VA-511,DC-VA,blue apron,69
7/19/2020,US-VA-511,DC-VA,breakfast near me,60
7/19/2020,US-VA-511,DC-VA,brewery near me,35
7/19/2020,US-VA-511,DC-VA,carry out restaurants near me,0
7/19/2020,US-VA-511,DC-VA,casual dining,0
7/19/2020,US-VA-511,DC-VA,coffee shops near me,56
7/19/2020,US-VA-511,DC-VA,delis near me,0
7/19/2020,US-VA-511,DC-VA,dining,76
7/19/2020,US-VA-511,DC-VA,dinner near me,24
7/19/2020,US-VA-511,DC-VA,door dash,13
7/19/2020,US-VA-511,DC-VA,doordash,52
7/19/2020,US-VA-511,DC-VA,drizly,30
7/19/2020,US-VA-511,DC-VA,fine dining,37
7/19/2020,US-VA-511,DC-VA,food delivery,26
7/19/2020,US-VA-511,DC-VA,food near me,70
7/19/2020,US-VA-511,DC-VA,grubhub,43
7/19/2020,US-VA-511,DC-VA,hellofresh,34
7/19/2020,US-VA-511,DC-VA,instacart,18
7/19/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
7/19/2020,US-VA-511,DC-VA,lunch near me,20
7/19/2020,US-VA-511,DC-VA,meal kits,22
7/19/2020,US-VA-511,DC-VA,meal subscription,0
7/19/2020,US-VA-511,DC-VA,online cooking classes,45
7/19/2020,US-VA-511,DC-VA,outdoor dining,81
7/19/2020,US-VA-511,DC-VA,places to eat,62
7/19/2020,US-VA-511,DC-VA,reservations,60
7/19/2020,US-VA-511,DC-VA,restaurants,59
7/19/2020,US-VA-511,DC-VA,restaurants near me,71
7/19/2020,US-VA-511,DC-VA,restaurants nearby,27
7/19/2020,US-VA-511,DC-VA,romantic restaurant,0
7/19/2020,US-VA-511,DC-VA,safe restaurants,0
7/19/2020,US-VA-511,DC-VA,shop small,25
7/19/2020,US-VA-511,DC-VA,shop small american express,100
7/19/2020,US-VA-511,DC-VA,takeout,70
7/19/2020,US-VA-511,DC-VA,takeout Tuesday,0
7/19/2020,US-VA-511,DC-VA,takeout restaurants,62
7/19/2020,US-VA-511,DC-VA,ubereats,72
7/19/2020,US-VA-511,DC-VA,wine delivery,17
7/19/2020,US-VA-511,DC-VA,winery near me,44
7/26/2020,US-VA-511,DC-VA,american express shop small,0
7/26/2020,US-VA-511,DC-VA,amex shop small,0
7/26/2020,US-VA-511,DC-VA,bars near me,56
7/26/2020,US-VA-511,DC-VA,best appliances,54
7/26/2020,US-VA-511,DC-VA,best cookware,12
7/26/2020,US-VA-511,DC-VA,best restaurants,31
7/26/2020,US-VA-511,DC-VA,blue apron,19
7/26/2020,US-VA-511,DC-VA,breakfast near me,95
7/26/2020,US-VA-511,DC-VA,brewery near me,46
7/26/2020,US-VA-511,DC-VA,carry out restaurants near me,0
7/26/2020,US-VA-511,DC-VA,casual dining,51
7/26/2020,US-VA-511,DC-VA,coffee shops near me,28
7/26/2020,US-VA-511,DC-VA,delis near me,0
7/26/2020,US-VA-511,DC-VA,dining,75
7/26/2020,US-VA-511,DC-VA,dinner near me,28
7/26/2020,US-VA-511,DC-VA,door dash,47
7/26/2020,US-VA-511,DC-VA,doordash,63
7/26/2020,US-VA-511,DC-VA,drizly,41
7/26/2020,US-VA-511,DC-VA,fine dining,37
7/26/2020,US-VA-511,DC-VA,food delivery,31
7/26/2020,US-VA-511,DC-VA,food near me,82
7/26/2020,US-VA-511,DC-VA,grubhub,70
7/26/2020,US-VA-511,DC-VA,hellofresh,27
7/26/2020,US-VA-511,DC-VA,instacart,14
7/26/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
7/26/2020,US-VA-511,DC-VA,lunch near me,35
7/26/2020,US-VA-511,DC-VA,meal kits,66
7/26/2020,US-VA-511,DC-VA,meal subscription,0
7/26/2020,US-VA-511,DC-VA,online cooking classes,0
7/26/2020,US-VA-511,DC-VA,outdoor dining,31
7/26/2020,US-VA-511,DC-VA,places to eat,67
7/26/2020,US-VA-511,DC-VA,reservations,60
7/26/2020,US-VA-511,DC-VA,restaurants,58
7/26/2020,US-VA-511,DC-VA,restaurants near me,75
7/26/2020,US-VA-511,DC-VA,restaurants nearby,11
7/26/2020,US-VA-511,DC-VA,romantic restaurant,0
7/26/2020,US-VA-511,DC-VA,safe restaurants,0
7/26/2020,US-VA-511,DC-VA,shop small,37
7/26/2020,US-VA-511,DC-VA,shop small american express,0
7/26/2020,US-VA-511,DC-VA,takeout,42
7/26/2020,US-VA-511,DC-VA,takeout Tuesday,0
7/26/2020,US-VA-511,DC-VA,takeout restaurants,12
7/26/2020,US-VA-511,DC-VA,ubereats,45
7/26/2020,US-VA-511,DC-VA,wine delivery,17
7/26/2020,US-VA-511,DC-VA,winery near me,66
8/2/2020,US-VA-511,DC-VA,american express shop small,0
8/2/2020,US-VA-511,DC-VA,amex shop small,0
8/2/2020,US-VA-511,DC-VA,bars near me,66
8/2/2020,US-VA-511,DC-VA,best appliances,41
8/2/2020,US-VA-511,DC-VA,best cookware,23
8/2/2020,US-VA-511,DC-VA,best restaurants,35
8/2/2020,US-VA-511,DC-VA,blue apron,31
8/2/2020,US-VA-511,DC-VA,breakfast near me,93
8/2/2020,US-VA-511,DC-VA,brewery near me,64
8/2/2020,US-VA-511,DC-VA,carry out restaurants near me,81
8/2/2020,US-VA-511,DC-VA,casual dining,51
8/2/2020,US-VA-511,DC-VA,coffee shops near me,42
8/2/2020,US-VA-511,DC-VA,delis near me,77
8/2/2020,US-VA-511,DC-VA,dining,65
8/2/2020,US-VA-511,DC-VA,dinner near me,32
8/2/2020,US-VA-511,DC-VA,door dash,60
8/2/2020,US-VA-511,DC-VA,doordash,73
8/2/2020,US-VA-511,DC-VA,drizly,10
8/2/2020,US-VA-511,DC-VA,fine dining,24
8/2/2020,US-VA-511,DC-VA,food delivery,41
8/2/2020,US-VA-511,DC-VA,food near me,80
8/2/2020,US-VA-511,DC-VA,grubhub,72
8/2/2020,US-VA-511,DC-VA,hellofresh,48
8/2/2020,US-VA-511,DC-VA,instacart,13
8/2/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
8/2/2020,US-VA-511,DC-VA,lunch near me,45
8/2/2020,US-VA-511,DC-VA,meal kits,0
8/2/2020,US-VA-511,DC-VA,meal subscription,0
8/2/2020,US-VA-511,DC-VA,online cooking classes,0
8/2/2020,US-VA-511,DC-VA,outdoor dining,58
8/2/2020,US-VA-511,DC-VA,places to eat,77
8/2/2020,US-VA-511,DC-VA,reservations,47
8/2/2020,US-VA-511,DC-VA,restaurants,57
8/2/2020,US-VA-511,DC-VA,restaurants near me,77
8/2/2020,US-VA-511,DC-VA,restaurants nearby,32
8/2/2020,US-VA-511,DC-VA,romantic restaurant,0
8/2/2020,US-VA-511,DC-VA,safe restaurants,0
8/2/2020,US-VA-511,DC-VA,shop small,37
8/2/2020,US-VA-511,DC-VA,shop small american express,0
8/2/2020,US-VA-511,DC-VA,takeout,63
8/2/2020,US-VA-511,DC-VA,takeout Tuesday,0
8/2/2020,US-VA-511,DC-VA,takeout restaurants,25
8/2/2020,US-VA-511,DC-VA,ubereats,77
8/2/2020,US-VA-511,DC-VA,wine delivery,12
8/2/2020,US-VA-511,DC-VA,winery near me,38
8/9/2020,US-VA-511,DC-VA,american express shop small,0
8/9/2020,US-VA-511,DC-VA,amex shop small,0
8/9/2020,US-VA-511,DC-VA,bars near me,64
8/9/2020,US-VA-511,DC-VA,best appliances,55
8/9/2020,US-VA-511,DC-VA,best cookware,12
8/9/2020,US-VA-511,DC-VA,best restaurants,47
8/9/2020,US-VA-511,DC-VA,blue apron,38
8/9/2020,US-VA-511,DC-VA,breakfast near me,60
8/9/2020,US-VA-511,DC-VA,brewery near me,59
8/9/2020,US-VA-511,DC-VA,carry out restaurants near me,41
8/9/2020,US-VA-511,DC-VA,casual dining,0
8/9/2020,US-VA-511,DC-VA,coffee shops near me,86
8/9/2020,US-VA-511,DC-VA,delis near me,0
8/9/2020,US-VA-511,DC-VA,dining,94
8/9/2020,US-VA-511,DC-VA,dinner near me,16
8/9/2020,US-VA-511,DC-VA,door dash,54
8/9/2020,US-VA-511,DC-VA,doordash,61
8/9/2020,US-VA-511,DC-VA,drizly,31
8/9/2020,US-VA-511,DC-VA,fine dining,25
8/9/2020,US-VA-511,DC-VA,food delivery,47
8/9/2020,US-VA-511,DC-VA,food near me,88
8/9/2020,US-VA-511,DC-VA,grubhub,78
8/9/2020,US-VA-511,DC-VA,hellofresh,41
8/9/2020,US-VA-511,DC-VA,instacart,21
8/9/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
8/9/2020,US-VA-511,DC-VA,lunch near me,20
8/9/2020,US-VA-511,DC-VA,meal kits,22
8/9/2020,US-VA-511,DC-VA,meal subscription,30
8/9/2020,US-VA-511,DC-VA,online cooking classes,46
8/9/2020,US-VA-511,DC-VA,outdoor dining,90
8/9/2020,US-VA-511,DC-VA,places to eat,66
8/9/2020,US-VA-511,DC-VA,reservations,55
8/9/2020,US-VA-511,DC-VA,restaurants,66
8/9/2020,US-VA-511,DC-VA,restaurants near me,82
8/9/2020,US-VA-511,DC-VA,restaurants nearby,33
8/9/2020,US-VA-511,DC-VA,romantic restaurant,0
8/9/2020,US-VA-511,DC-VA,safe restaurants,0
8/9/2020,US-VA-511,DC-VA,shop small,25
8/9/2020,US-VA-511,DC-VA,shop small american express,0
8/9/2020,US-VA-511,DC-VA,takeout,46
8/9/2020,US-VA-511,DC-VA,takeout Tuesday,0
8/9/2020,US-VA-511,DC-VA,takeout restaurants,63
8/9/2020,US-VA-511,DC-VA,ubereats,55
8/9/2020,US-VA-511,DC-VA,wine delivery,15
8/9/2020,US-VA-511,DC-VA,winery near me,61
8/16/2020,US-VA-511,DC-VA,american express shop small,0
8/16/2020,US-VA-511,DC-VA,amex shop small,0
8/16/2020,US-VA-511,DC-VA,bars near me,57
8/16/2020,US-VA-511,DC-VA,best appliances,14
8/16/2020,US-VA-511,DC-VA,best cookware,24
8/16/2020,US-VA-511,DC-VA,best restaurants,31
8/16/2020,US-VA-511,DC-VA,blue apron,45
8/16/2020,US-VA-511,DC-VA,breakfast near me,84
8/16/2020,US-VA-511,DC-VA,brewery near me,30
8/16/2020,US-VA-511,DC-VA,carry out restaurants near me,0
8/16/2020,US-VA-511,DC-VA,casual dining,0
8/16/2020,US-VA-511,DC-VA,coffee shops near me,29
8/16/2020,US-VA-511,DC-VA,delis near me,79
8/16/2020,US-VA-511,DC-VA,dining,76
8/16/2020,US-VA-511,DC-VA,dinner near me,8
8/16/2020,US-VA-511,DC-VA,door dash,34
8/16/2020,US-VA-511,DC-VA,doordash,69
8/16/2020,US-VA-511,DC-VA,drizly,31
8/16/2020,US-VA-511,DC-VA,fine dining,38
8/16/2020,US-VA-511,DC-VA,food delivery,42
8/16/2020,US-VA-511,DC-VA,food near me,80
8/16/2020,US-VA-511,DC-VA,grubhub,89
8/16/2020,US-VA-511,DC-VA,hellofresh,49
8/16/2020,US-VA-511,DC-VA,instacart,9
8/16/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
8/16/2020,US-VA-511,DC-VA,lunch near me,20
8/16/2020,US-VA-511,DC-VA,meal kits,67
8/16/2020,US-VA-511,DC-VA,meal subscription,31
8/16/2020,US-VA-511,DC-VA,online cooking classes,0
8/16/2020,US-VA-511,DC-VA,outdoor dining,98
8/16/2020,US-VA-511,DC-VA,places to eat,90
8/16/2020,US-VA-511,DC-VA,reservations,53
8/16/2020,US-VA-511,DC-VA,restaurants,64
8/16/2020,US-VA-511,DC-VA,restaurants near me,81
8/16/2020,US-VA-511,DC-VA,restaurants nearby,61
8/16/2020,US-VA-511,DC-VA,romantic restaurant,30
8/16/2020,US-VA-511,DC-VA,safe restaurants,27
8/16/2020,US-VA-511,DC-VA,shop small,51
8/16/2020,US-VA-511,DC-VA,shop small american express,0
8/16/2020,US-VA-511,DC-VA,takeout,65
8/16/2020,US-VA-511,DC-VA,takeout Tuesday,0
8/16/2020,US-VA-511,DC-VA,takeout restaurants,50
8/16/2020,US-VA-511,DC-VA,ubereats,41
8/16/2020,US-VA-511,DC-VA,wine delivery,18
8/16/2020,US-VA-511,DC-VA,winery near me,50
8/23/2020,US-VA-511,DC-VA,american express shop small,0
8/23/2020,US-VA-511,DC-VA,amex shop small,0
8/23/2020,US-VA-511,DC-VA,bars near me,76
8/23/2020,US-VA-511,DC-VA,best appliances,53
8/23/2020,US-VA-511,DC-VA,best cookware,11
8/23/2020,US-VA-511,DC-VA,best restaurants,53
8/23/2020,US-VA-511,DC-VA,blue apron,18
8/23/2020,US-VA-511,DC-VA,breakfast near me,73
8/23/2020,US-VA-511,DC-VA,brewery near me,80
8/23/2020,US-VA-511,DC-VA,carry out restaurants near me,0
8/23/2020,US-VA-511,DC-VA,casual dining,0
8/23/2020,US-VA-511,DC-VA,coffee shops near me,69
8/23/2020,US-VA-511,DC-VA,delis near me,0
8/23/2020,US-VA-511,DC-VA,dining,79
8/23/2020,US-VA-511,DC-VA,dinner near me,32
8/23/2020,US-VA-511,DC-VA,door dash,46
8/23/2020,US-VA-511,DC-VA,doordash,59
8/23/2020,US-VA-511,DC-VA,drizly,30
8/23/2020,US-VA-511,DC-VA,fine dining,24
8/23/2020,US-VA-511,DC-VA,food delivery,33
8/23/2020,US-VA-511,DC-VA,food near me,88
8/23/2020,US-VA-511,DC-VA,grubhub,58
8/23/2020,US-VA-511,DC-VA,hellofresh,20
8/23/2020,US-VA-511,DC-VA,instacart,15
8/23/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
8/23/2020,US-VA-511,DC-VA,lunch near me,30
8/23/2020,US-VA-511,DC-VA,meal kits,0
8/23/2020,US-VA-511,DC-VA,meal subscription,0
8/23/2020,US-VA-511,DC-VA,online cooking classes,0
8/23/2020,US-VA-511,DC-VA,outdoor dining,23
8/23/2020,US-VA-511,DC-VA,places to eat,64
8/23/2020,US-VA-511,DC-VA,reservations,59
8/23/2020,US-VA-511,DC-VA,restaurants,68
8/23/2020,US-VA-511,DC-VA,restaurants near me,89
8/23/2020,US-VA-511,DC-VA,restaurants nearby,32
8/23/2020,US-VA-511,DC-VA,romantic restaurant,0
8/23/2020,US-VA-511,DC-VA,safe restaurants,0
8/23/2020,US-VA-511,DC-VA,shop small,25
8/23/2020,US-VA-511,DC-VA,shop small american express,0
8/23/2020,US-VA-511,DC-VA,takeout,33
8/23/2020,US-VA-511,DC-VA,takeout Tuesday,0
8/23/2020,US-VA-511,DC-VA,takeout restaurants,12
8/23/2020,US-VA-511,DC-VA,ubereats,53
8/23/2020,US-VA-511,DC-VA,wine delivery,6
8/23/2020,US-VA-511,DC-VA,winery near me,59
8/30/2020,US-VA-511,DC-VA,american express shop small,48
8/30/2020,US-VA-511,DC-VA,amex shop small,0
8/30/2020,US-VA-511,DC-VA,bars near me,64
8/30/2020,US-VA-511,DC-VA,best appliances,0
8/30/2020,US-VA-511,DC-VA,best cookware,11
8/30/2020,US-VA-511,DC-VA,best restaurants,37
8/30/2020,US-VA-511,DC-VA,blue apron,36
8/30/2020,US-VA-511,DC-VA,breakfast near me,75
8/30/2020,US-VA-511,DC-VA,brewery near me,79
8/30/2020,US-VA-511,DC-VA,carry out restaurants near me,0
8/30/2020,US-VA-511,DC-VA,casual dining,49
8/30/2020,US-VA-511,DC-VA,coffee shops near me,41
8/30/2020,US-VA-511,DC-VA,delis near me,0
8/30/2020,US-VA-511,DC-VA,dining,80
8/30/2020,US-VA-511,DC-VA,dinner near me,39
8/30/2020,US-VA-511,DC-VA,door dash,32
8/30/2020,US-VA-511,DC-VA,doordash,62
8/30/2020,US-VA-511,DC-VA,drizly,29
8/30/2020,US-VA-511,DC-VA,fine dining,59
8/30/2020,US-VA-511,DC-VA,food delivery,26
8/30/2020,US-VA-511,DC-VA,food near me,78
8/30/2020,US-VA-511,DC-VA,grubhub,74
8/30/2020,US-VA-511,DC-VA,hellofresh,33
8/30/2020,US-VA-511,DC-VA,instacart,9
8/30/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
8/30/2020,US-VA-511,DC-VA,lunch near me,29
8/30/2020,US-VA-511,DC-VA,meal kits,21
8/30/2020,US-VA-511,DC-VA,meal subscription,0
8/30/2020,US-VA-511,DC-VA,online cooking classes,0
8/30/2020,US-VA-511,DC-VA,outdoor dining,56
8/30/2020,US-VA-511,DC-VA,places to eat,71
8/30/2020,US-VA-511,DC-VA,reservations,65
8/30/2020,US-VA-511,DC-VA,restaurants,63
8/30/2020,US-VA-511,DC-VA,restaurants near me,90
8/30/2020,US-VA-511,DC-VA,restaurants nearby,52
8/30/2020,US-VA-511,DC-VA,romantic restaurant,0
8/30/2020,US-VA-511,DC-VA,safe restaurants,26
8/30/2020,US-VA-511,DC-VA,shop small,36
8/30/2020,US-VA-511,DC-VA,shop small american express,48
8/30/2020,US-VA-511,DC-VA,takeout,61
8/30/2020,US-VA-511,DC-VA,takeout Tuesday,0
8/30/2020,US-VA-511,DC-VA,takeout restaurants,24
8/30/2020,US-VA-511,DC-VA,ubereats,48
8/30/2020,US-VA-511,DC-VA,wine delivery,11
8/30/2020,US-VA-511,DC-VA,winery near me,79
9/6/2020,US-VA-511,DC-VA,american express shop small,48
9/6/2020,US-VA-511,DC-VA,amex shop small,0
9/6/2020,US-VA-511,DC-VA,bars near me,61
9/6/2020,US-VA-511,DC-VA,best appliances,39
9/6/2020,US-VA-511,DC-VA,best cookware,22
9/6/2020,US-VA-511,DC-VA,best restaurants,56
9/6/2020,US-VA-511,DC-VA,blue apron,6
9/6/2020,US-VA-511,DC-VA,breakfast near me,71
9/6/2020,US-VA-511,DC-VA,brewery near me,50
9/6/2020,US-VA-511,DC-VA,carry out restaurants near me,0
9/6/2020,US-VA-511,DC-VA,casual dining,49
9/6/2020,US-VA-511,DC-VA,coffee shops near me,27
9/6/2020,US-VA-511,DC-VA,delis near me,0
9/6/2020,US-VA-511,DC-VA,dining,79
9/6/2020,US-VA-511,DC-VA,dinner near me,42
9/6/2020,US-VA-511,DC-VA,door dash,38
9/6/2020,US-VA-511,DC-VA,doordash,52
9/6/2020,US-VA-511,DC-VA,drizly,10
9/6/2020,US-VA-511,DC-VA,fine dining,35
9/6/2020,US-VA-511,DC-VA,food delivery,24
9/6/2020,US-VA-511,DC-VA,food near me,77
9/6/2020,US-VA-511,DC-VA,grubhub,54
9/6/2020,US-VA-511,DC-VA,hellofresh,0
9/6/2020,US-VA-511,DC-VA,instacart,19
9/6/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
9/6/2020,US-VA-511,DC-VA,lunch near me,53
9/6/2020,US-VA-511,DC-VA,meal kits,21
9/6/2020,US-VA-511,DC-VA,meal subscription,0
9/6/2020,US-VA-511,DC-VA,online cooking classes,0
9/6/2020,US-VA-511,DC-VA,outdoor dining,100
9/6/2020,US-VA-511,DC-VA,places to eat,56
9/6/2020,US-VA-511,DC-VA,reservations,63
9/6/2020,US-VA-511,DC-VA,restaurants,64
9/6/2020,US-VA-511,DC-VA,restaurants near me,92
9/6/2020,US-VA-511,DC-VA,restaurants nearby,26
9/6/2020,US-VA-511,DC-VA,romantic restaurant,28
9/6/2020,US-VA-511,DC-VA,safe restaurants,78
9/6/2020,US-VA-511,DC-VA,shop small,0
9/6/2020,US-VA-511,DC-VA,shop small american express,48
9/6/2020,US-VA-511,DC-VA,takeout,55
9/6/2020,US-VA-511,DC-VA,takeout Tuesday,0
9/6/2020,US-VA-511,DC-VA,takeout restaurants,36
9/6/2020,US-VA-511,DC-VA,ubereats,48
9/6/2020,US-VA-511,DC-VA,wine delivery,8
9/6/2020,US-VA-511,DC-VA,winery near me,74
9/13/2020,US-VA-511,DC-VA,american express shop small,46
9/13/2020,US-VA-511,DC-VA,amex shop small,0
9/13/2020,US-VA-511,DC-VA,bars near me,71
9/13/2020,US-VA-511,DC-VA,best appliances,37
9/13/2020,US-VA-511,DC-VA,best cookware,22
9/13/2020,US-VA-511,DC-VA,best restaurants,42
9/13/2020,US-VA-511,DC-VA,blue apron,23
9/13/2020,US-VA-511,DC-VA,breakfast near me,53
9/13/2020,US-VA-511,DC-VA,brewery near me,59
9/13/2020,US-VA-511,DC-VA,carry out restaurants near me,0
9/13/2020,US-VA-511,DC-VA,casual dining,0
9/13/2020,US-VA-511,DC-VA,coffee shops near me,26
9/13/2020,US-VA-511,DC-VA,delis near me,0
9/13/2020,US-VA-511,DC-VA,dining,69
9/13/2020,US-VA-511,DC-VA,dinner near me,37
9/13/2020,US-VA-511,DC-VA,door dash,43
9/13/2020,US-VA-511,DC-VA,doordash,60
9/13/2020,US-VA-511,DC-VA,drizly,37
9/13/2020,US-VA-511,DC-VA,fine dining,57
9/13/2020,US-VA-511,DC-VA,food delivery,35
9/13/2020,US-VA-511,DC-VA,food near me,74
9/13/2020,US-VA-511,DC-VA,grubhub,60
9/13/2020,US-VA-511,DC-VA,hellofresh,19
9/13/2020,US-VA-511,DC-VA,instacart,10
9/13/2020,US-VA-511,DC-VA,locally owned restaurants near me,0
9/13/2020,US-VA-511,DC-VA,lunch near me,14
9/13/2020,US-VA-511,DC-VA,meal kits,0
9/13/2020,US-VA-511,DC-VA,meal subscription,0
9/13/2020,US-VA-511,DC-VA,online cooking classes,0
9/13/2020,US-VA-511,DC-VA,outdoor dining,67
9/13/2020,US-VA-511,DC-VA,places to eat,63
9/13/2020,US-VA-511,DC-VA,reservations,57
9/13/2020,US-VA-511,DC-VA,restaurants,61
9/13/2020,US-VA-511,DC-VA,restaurants near me,85
9/13/2020,US-VA-511,DC-VA,restaurants nearby,50
9/13/2020,US-VA-511,DC-VA,romantic restaurant,27
9/13/2020,US-VA-511,DC-VA,safe restaurants,25
9/13/2020,US-VA-511,DC-VA,shop small,23
9/13/2020,US-VA-511,DC-VA,shop small american express,46
9/13/2020,US-VA-511,DC-VA,takeout,47
9/13/2020,US-VA-511,DC-VA,takeout Tuesday,0
9/13/2020,US-VA-511,DC-VA,takeout restaurants,23
9/13/2020,US-VA-511,DC-VA,ubereats,42
9/13/2020,US-VA-511,DC-VA,wine delivery,21
9/13/2020,US-VA-511,DC-VA,winery near me,81
9/20/2020,US-VA-511,DC-VA,american express shop small,0
9/20/2020,US-VA-511,DC-VA,amex shop small,0
9/20/2020,US-VA-511,DC-VA,bars near me,52
9/20/2020,US-VA-511,DC-VA,best appliances,0
9/20/2020,US-VA-511,DC-VA,best cookware,22
9/20/2020,US-VA-511,DC-VA,best restaurants,38
9/20/2020,US-VA-511,DC-VA,blue apron,12
9/20/2020,US-VA-511,DC-VA,breakfast near me,49
9/20/2020,US-VA-511,DC-VA,brewery near me,38
9/20/2020,US-VA-511,DC-VA,carry out restaurants near me,0
9/20/2020,US-VA-511,DC-VA,casual dining,0
9/20/2020,US-VA-511,DC-VA,coffee shops near me,52
9/20/2020,US-VA-511,DC-VA,delis near me,0
9/20/2020,US-VA-511,DC-VA,dining,61
9/20/2020,US-VA-511,DC-VA,dinner near me,33
9/20/2020,US-VA-511,DC-VA,door dash,59
9/20/2020,US-VA-511,DC-VA,doordash,57
9/20/2020,US-VA-511,DC-VA,drizly,28
9/20/2020,US-VA-511,DC-VA,fine dining,68
9/20/2020,US-VA-511,DC-VA,food delivery,26
9/20/2020,US-VA-511,DC-VA,food near me,71
9/20/2020,US-VA-511,DC-VA,grubhub,59
