state,market_name,month,uempl_rate,uempl_mom,uempl_mom_%
CO,Colorado,2020-10-01,0.064,0.0,0.0
CO,Colorado,2020-11-01,0.064,0.0,0.0
CO,Colorado,2020-12-01,0.084,0.020000000000000004,0.3125
CT,Connecticut,2020-01-01,0.037000000000000005,,
CT,Connecticut,2020-02-01,0.038,0.000999999999999994,0.02702702702702675
CT,Connecticut,2020-03-01,0.034,-0.003999999999999997,-0.10526315789473673
CT,Connecticut,2020-04-01,0.083,0.049,1.441176470588235
CT,Connecticut,2020-05-01,0.096,0.012999999999999998,0.15662650602409633
CT,Connecticut,2020-06-01,0.10099999999999999,0.0049999999999999906,0.05208333333333326
CT,Connecticut,2020-07-01,0.102,0.0010000000000000009,0.00990099009900991
CT,Connecticut,2020-08-01,0.081,-0.02099999999999999,-0.2058823529411764
CT,Connecticut,2020-09-01,0.077,-0.0040000000000000036,-0.04938271604938271
CT,Connecticut,2020-10-01,0.061,-0.016,-0.20779220779220775
CT,Connecticut,2020-11-01,0.08199999999999999,0.02099999999999999,0.34426229508196715
CT,Connecticut,2020-12-01,0.08,-0.001999999999999988,-0.024390243902438935
DC,Washington DC,2020-01-01,0.052000000000000005,,
DC,Washington DC,2020-02-01,0.051,-0.0010000000000000078,-0.019230769230769384
DC,Washington DC,2020-03-01,0.06,0.009000000000000001,0.17647058823529416
DC,Washington DC,2020-04-01,0.11699999999999999,0.056999999999999995,0.95
DC,Washington DC,2020-05-01,0.08800000000000001,-0.028999999999999984,-0.24786324786324776
DC,Washington DC,2020-06-01,0.087,-0.0010000000000000148,-0.011363636363636576
DC,Washington DC,2020-07-01,0.085,-0.001999999999999988,-0.022988505747126298
DC,Washington DC,2020-08-01,0.086,0.000999999999999987,0.011764705882352677
DC,Washington DC,2020-09-01,0.09,0.0040000000000000036,0.04651162790697683
DC,Washington DC,2020-10-01,0.083,-0.006999999999999992,-0.07777777777777772
DC,Washington DC,2020-11-01,0.075,-0.008000000000000007,-0.09638554216867479
DC,Washington DC,2020-12-01,0.079,0.0040000000000000036,0.053333333333333455
DE,Delaware,2020-01-01,0.04,,
DE,Delaware,2020-02-01,0.039,-0.0010000000000000009,-0.025000000000000022
DE,Delaware,2020-03-01,0.05,0.011000000000000003,0.28205128205128216
DE,Delaware,2020-04-01,0.149,0.09899999999999999,1.9799999999999995
DE,Delaware,2020-05-01,0.159,0.010000000000000009,0.06711409395973167
DE,Delaware,2020-06-01,0.126,-0.033,-0.2075471698113207
DE,Delaware,2020-07-01,0.105,-0.021000000000000005,-0.16666666666666674
DE,Delaware,2020-08-01,0.08900000000000001,-0.015999999999999986,-0.15238095238095228
DE,Delaware,2020-09-01,0.083,-0.006000000000000005,-0.0674157303370787
DE,Delaware,2020-10-01,0.055999999999999994,-0.02700000000000001,-0.32530120481927727
DE,Delaware,2020-11-01,0.051,-0.0049999999999999975,-0.0892857142857143
DE,Delaware,2020-12-01,0.053,0.0020000000000000018,0.03921568627450989
FL,Florida,2020-01-01,0.027999999999999997,,
FL,Florida,2020-02-01,0.027999999999999997,0.0,0.0
FL,Florida,2020-03-01,0.044000000000000004,0.016000000000000007,0.5714285714285718
FL,Florida,2020-04-01,0.138,0.094,2.1363636363636362
FL,Florida,2020-05-01,0.13699999999999998,-0.0010000000000000286,-0.007246376811594457
FL,Florida,2020-06-01,0.10300000000000001,-0.033999999999999975,-0.24817518248175163
FL,Florida,2020-07-01,0.114,0.010999999999999996,0.10679611650485432
FL,Florida,2020-08-01,0.073,-0.04100000000000001,-0.35964912280701755
FL,Florida,2020-09-01,0.07200000000000001,-0.000999999999999987,-0.013698630136986134
FL,Florida,2020-10-01,0.064,-0.008000000000000007,-0.11111111111111116
FL,Florida,2020-11-01,0.063,-0.0010000000000000009,-0.015625
FL,Florida,2020-12-01,0.061,-0.0020000000000000018,-0.031746031746031744
GA,Georgia,2020-01-01,0.031,,
GA,Georgia,2020-02-01,0.031,0.0,0.0
GA,Georgia,2020-03-01,0.046,0.015,0.4838709677419355
GA,Georgia,2020-04-01,0.126,0.08,1.7391304347826089
GA,Georgia,2020-05-01,0.094,-0.032,-0.25396825396825395
GA,Georgia,2020-06-01,0.076,-0.018000000000000002,-0.19148936170212771
GA,Georgia,2020-07-01,0.076,0.0,0.0
GA,Georgia,2020-08-01,0.057,-0.018999999999999996,-0.25
GA,Georgia,2020-09-01,0.063,0.005999999999999998,0.10526315789473673
GA,Georgia,2020-10-01,0.045,-0.018000000000000002,-0.2857142857142857
GA,Georgia,2020-11-01,0.057,0.012000000000000004,0.26666666666666683
GA,Georgia,2020-12-01,0.055999999999999994,-0.0010000000000000078,-0.017543859649122973
HI,Hawaii,2020-01-01,0.027000000000000003,,
HI,Hawaii,2020-02-01,0.027000000000000003,0.0,0.0
HI,Hawaii,2020-03-01,0.024,-0.0030000000000000027,-0.11111111111111116
HI,Hawaii,2020-04-01,0.23800000000000002,0.21400000000000002,8.916666666666668
HI,Hawaii,2020-05-01,0.235,-0.0030000000000000304,-0.0126050420168069
HI,Hawaii,2020-06-01,0.134,-0.10099999999999998,-0.42978723404255315
HI,Hawaii,2020-07-01,0.135,0.0010000000000000009,0.00746268656716409
HI,Hawaii,2020-08-01,0.13,-0.0050000000000000044,-0.03703703703703709
HI,Hawaii,2020-09-01,0.15,0.01999999999999999,0.15384615384615374
HI,Hawaii,2020-10-01,0.142,-0.008000000000000007,-0.053333333333333344
HI,Hawaii,2020-11-01,0.10400000000000001,-0.03799999999999998,-0.26760563380281677
HI,Hawaii,2020-12-01,0.09300000000000001,-0.010999999999999996,-0.10576923076923073
IA,Iowa,2020-01-01,0.027999999999999997,,
IA,Iowa,2020-02-01,0.027999999999999997,0.0,0.0
IA,Iowa,2020-03-01,0.033,0.0050000000000000044,0.17857142857142883
IA,Iowa,2020-04-01,0.11,0.077,2.333333333333333
IA,Iowa,2020-05-01,0.102,-0.008000000000000007,-0.07272727272727275
IA,Iowa,2020-06-01,0.084,-0.017999999999999988,-0.17647058823529405
IA,Iowa,2020-07-01,0.068,-0.016,-0.19047619047619047
IA,Iowa,2020-08-01,0.063,-0.0050000000000000044,-0.07352941176470595
IA,Iowa,2020-09-01,0.048,-0.015,-0.23809523809523814
IA,Iowa,2020-10-01,0.037000000000000005,-0.010999999999999996,-0.22916666666666663
IA,Iowa,2020-11-01,0.038,0.000999999999999994,0.02702702702702675
IA,Iowa,2020-12-01,0.031,-0.006999999999999999,-0.1842105263157895
ID,Idaho,2020-01-01,0.027999999999999997,,
ID,Idaho,2020-02-01,0.027000000000000003,-0.000999999999999994,-0.035714285714285476
ID,Idaho,2020-03-01,0.025,-0.0020000000000000018,-0.07407407407407418
ID,Idaho,2020-04-01,0.11800000000000001,0.093,3.7199999999999998
ID,Idaho,2020-05-01,0.09,-0.02800000000000001,-0.23728813559322037
ID,Idaho,2020-06-01,0.057999999999999996,-0.032,-0.3555555555555556
ID,Idaho,2020-07-01,0.051,-0.006999999999999999,-0.12068965517241381
ID,Idaho,2020-08-01,0.042,-0.008999999999999994,-0.17647058823529405
ID,Idaho,2020-09-01,0.061,0.018999999999999996,0.45238095238095233
ID,Idaho,2020-10-01,0.055,-0.005999999999999998,-0.09836065573770492
ID,Idaho,2020-11-01,0.049,-0.005999999999999998,-0.10909090909090902
ID,Idaho,2020-12-01,0.044000000000000004,-0.0049999999999999975,-0.1020408163265305
IL,Illinois,2020-01-01,0.035,,
IL,Illinois,2020-02-01,0.034,-0.0010000000000000009,-0.02857142857142858
IL,Illinois,2020-03-01,0.042,0.008,0.23529411764705888
IL,Illinois,2020-04-01,0.172,0.12999999999999998,3.095238095238095
IL,Illinois,2020-05-01,0.153,-0.01899999999999999,-0.11046511627906974
IL,Illinois,2020-06-01,0.145,-0.008000000000000007,-0.05228758169934644
IL,Illinois,2020-07-01,0.115,-0.029999999999999985,-0.2068965517241378
IL,Illinois,2020-08-01,0.11,-0.0050000000000000044,-0.0434782608695653
IL,Illinois,2020-09-01,0.10400000000000001,-0.0059999999999999915,-0.05454545454545445
IL,Illinois,2020-10-01,0.07400000000000001,-0.03,-0.28846153846153844
IL,Illinois,2020-11-01,0.069,-0.0050000000000000044,-0.06756756756756765
IL,Illinois,2020-12-01,0.076,0.006999999999999992,0.10144927536231862
IN,Indiana,2020-01-01,0.031,,
IN,Indiana,2020-02-01,0.031,0.0,0.0
IN,Indiana,2020-03-01,0.03,-0.0010000000000000009,-0.032258064516129115
IN,Indiana,2020-04-01,0.175,0.145,4.833333333333333
IN,Indiana,2020-05-01,0.12300000000000001,-0.05199999999999998,-0.29714285714285704
IN,Indiana,2020-06-01,0.111,-0.01200000000000001,-0.09756097560975618
IN,Indiana,2020-07-01,0.079,-0.032,-0.28828828828828834
IN,Indiana,2020-08-01,0.064,-0.015,-0.189873417721519
IN,Indiana,2020-09-01,0.063,-0.0010000000000000009,-0.015625
IN,Indiana,2020-10-01,0.055,-0.008,-0.12698412698412698
IN,Indiana,2020-11-01,0.051,-0.0040000000000000036,-0.07272727272727275
IN,Indiana,2020-12-01,0.043,-0.008,-0.1568627450980392
KS,Kansas,2020-01-01,0.031,,
KS,Kansas,2020-02-01,0.031,0.0,0.0
KS,Kansas,2020-03-01,0.027999999999999997,-0.0030000000000000027,-0.09677419354838723
KS,Kansas,2020-04-01,0.11900000000000001,0.09100000000000001,3.250000000000001
KS,Kansas,2020-05-01,0.1,-0.019000000000000003,-0.15966386554621848
KS,Kansas,2020-06-01,0.075,-0.02500000000000001,-0.2500000000000001
KS,Kansas,2020-07-01,0.07200000000000001,-0.002999999999999989,-0.039999999999999813
KS,Kansas,2020-08-01,0.069,-0.0030000000000000027,-0.04166666666666674
KS,Kansas,2020-09-01,0.059000000000000004,-0.010000000000000002,-0.14492753623188404
KS,Kansas,2020-10-01,0.05,-0.009000000000000001,-0.15254237288135597
KS,Kansas,2020-11-01,0.051,0.000999999999999994,0.019999999999999796
KS,Kansas,2020-12-01,0.038,-0.012999999999999998,-0.2549019607843137
KY,Kentucky,2020-01-01,0.043,,
KY,Kentucky,2020-02-01,0.042,-0.000999999999999994,-0.02325581395348819
KY,Kentucky,2020-03-01,0.052000000000000005,0.010000000000000002,0.23809523809523814
KY,Kentucky,2020-04-01,0.166,0.114,2.192307692307692
KY,Kentucky,2020-05-01,0.109,-0.05700000000000001,-0.34337349397590367
KY,Kentucky,2020-06-01,0.044000000000000004,-0.065,-0.5963302752293578
KY,Kentucky,2020-07-01,0.045,0.000999999999999994,0.022727272727272485
