date,market_name,Master Category,Category,value,value_3yr
2020-01-01,Australia,Additional,Cultural Trends,22.923076923076923,35.404761904761905
2020-01-01,Australia,Amex,Brand,7.833333333333333,17.846153846153847
2020-01-01,Australia,Coronavirus/Health,Coronavirus,1.2857142857142858,18.71428571428571
2020-01-01,Australia,Economy,Economy,0.5,10.166666666666666
2020-01-01,Australia,Entertainment,Streaming,66.0,88.66666666666667
2020-01-01,Australia,Finance,Finance,55.333333333333336,43.79999999999999
2020-01-01,Australia,Lifestyle,Credit Cards,13.0,12.490196078431373
2020-01-01,Australia,Lifestyle,Dining,15.666666666666666,15.037037037037038
2020-01-01,Australia,Lifestyle,Dining In / Delivery,17.555555555555557,17.22222222222222
2020-01-01,Australia,Lifestyle,Dining Out,28.764705882352942,30.49019607843137
2020-01-01,Australia,Lifestyle,Domestic,50.45454545454545,47.54545454545454
2020-01-01,Australia,Lifestyle,Experiences,16.563636363636363,13.511904761904765
2020-01-01,Australia,Lifestyle,International,41.166666666666664,42.02777777777778
2020-01-01,Australia,Lifestyle,Talent,9.35135135135135,10.846846846846846
2020-01-01,Australia,Lifestyle,Travel,24.57894736842105,27.789473684210524
2020-01-01,Australia,Lifestyle,Venues,2.032258064516129,5.21505376344086
2020-01-01,Australia,Retail,Brick & Mortar,19.333333333333332,14.777777777777779
2020-01-01,Australia,Retail,E-Comm,47.0,11.666666666666666
2020-01-01,Australia,Small Business,B2B,4.857142857142857,5.095238095238095
2020-01-01,Australia,Small Business,Demand,34.55555555555556,31.925925925925924
2020-01-01,Australia,Small Business,Financial ,16.666666666666668,10.0
2020-01-01,Australia,Small Business,Running A Business,9.333333333333334,14.111111111111109
2020-01-01,Australia,Small Business,Shopping Small,11.214285714285714,8.369047619047619
2020-01-01,Canada,Additional,Cultural Trends,25.46153846153846,31.928571428571427
2020-01-01,Canada,Amex,Brand,11.416666666666666,17.487179487179485
2020-01-01,Canada,Coronavirus/Health,Coronavirus,1.0,22.23809523809524
2020-01-01,Canada,Economy,Economy,4.5,14.166666666666666
2020-01-01,Canada,Entertainment,Streaming,84.0,83.33333333333333
2020-01-01,Canada,Finance,Finance,56.666666666666664,47.333333333333336
2020-01-01,Canada,Lifestyle,Credit Cards,7.875,15.549019607843137
2020-01-01,Canada,Lifestyle,Dining,15.407407407407407,15.037037037037038
2020-01-01,Canada,Lifestyle,Dining In / Delivery,15.666666666666666,30.666666666666668
2020-01-01,Canada,Lifestyle,Dining Out,30.352941176470587,27.64705882352941
2020-01-01,Canada,Lifestyle,Domestic,33.18181818181818,36.878787878787875
2020-01-01,Canada,Lifestyle,Experiences,17.327272727272728,12.095238095238097
2020-01-01,Canada,Lifestyle,International,33.5,35.833333333333336
2020-01-01,Canada,Lifestyle,Talent,18.10810810810811,10.027027027027026
2020-01-01,Canada,Lifestyle,Travel,27.0,21.754385964912284
2020-01-01,Canada,Lifestyle,Venues,6.838709677419355,7.43010752688172
2020-01-01,Canada,Retail,Brick & Mortar,25.666666666666668,13.0
2020-01-01,Canada,Retail,E-Comm,40.0,38.0
2020-01-01,Canada,Small Business,B2B,6.0,7.428571428571428
2020-01-01,Canada,Small Business,Demand,22.77777777777778,26.740740740740737
2020-01-01,Canada,Small Business,Financial ,15.0,13.555555555555555
2020-01-01,Canada,Small Business,Running A Business,3.3333333333333335,6.4444444444444455
2020-01-01,Canada,Small Business,Shopping Small,6.678571428571429,9.94047619047619
2020-01-01,United Kingdom,Additional,Cultural Trends,21.153846153846153,34.92857142857142
2020-01-01,United Kingdom,Amex,Brand,16.833333333333332,20.128205128205128
2020-01-01,United Kingdom,Coronavirus/Health,Coronavirus,0.8571428571428571,21.0
2020-01-01,United Kingdom,Economy,Economy,4.0,8.833333333333334
2020-01-01,United Kingdom,Entertainment,Streaming,70.0,68.0
2020-01-01,United Kingdom,Finance,Finance,53.0,41.333333333333336
2020-01-01,United Kingdom,Lifestyle,Credit Cards,12.3125,14.27450980392157
2020-01-01,United Kingdom,Lifestyle,Dining,11.962962962962964,12.679012345679013
2020-01-01,United Kingdom,Lifestyle,Dining In / Delivery,9.333333333333334,16.14814814814815
2020-01-01,United Kingdom,Lifestyle,Dining Out,25.529411764705884,28.41176470588235
2020-01-01,United Kingdom,Lifestyle,Domestic,54.63636363636363,41.36363636363637
2020-01-01,United Kingdom,Lifestyle,Experiences,20.945454545454545,12.738095238095235
2020-01-01,United Kingdom,Lifestyle,International,48.083333333333336,42.583333333333336
2020-01-01,United Kingdom,Lifestyle,Talent,14.594594594594595,9.324324324324323
2020-01-01,United Kingdom,Lifestyle,Travel,36.421052631578945,19.087719298245613
2020-01-01,United Kingdom,Lifestyle,Venues,11.35483870967742,12.774193548387098
2020-01-01,United Kingdom,Retail,Brick & Mortar,26.0,25.333333333333332
2020-01-01,United Kingdom,Retail,E-Comm,46.0,46.0
2020-01-01,United Kingdom,Small Business,B2B,9.357142857142858,12.5
2020-01-01,United Kingdom,Small Business,Demand,34.44444444444444,35.2962962962963
2020-01-01,United Kingdom,Small Business,Financial ,7.166666666666667,8.333333333333334
2020-01-01,United Kingdom,Small Business,Running A Business,11.333333333333334,6.888888888888889
2020-01-01,United Kingdom,Small Business,Shopping Small,10.071428571428571,11.523809523809524
2020-01-01,Mexico,Additional,Cultural Trends,26.071428571428573,34.357142857142854
2020-01-01,Mexico,Amex,Brand,4.5,6.974358974358974
2020-01-01,Mexico,Coronavirus/Health,Coronavirus,5.571428571428571,14.523809523809524
2020-01-01,Mexico,Economy,Economy,0.0,13.666666666666666
2020-01-01,Mexico,Entertainment,Streaming,56.0,81.33333333333333
2020-01-01,Mexico,Finance,Finance,36.666666666666664,29.400000000000002
2020-01-01,Mexico,Lifestyle,Credit Cards,4.9375,4.549019607843137
2020-01-01,Mexico,Lifestyle,Dining,1.1111111111111112,4.296296296296297
2020-01-01,Mexico,Lifestyle,Dining In / Delivery,8.444444444444445,9.407407407407407
2020-01-01,Mexico,Lifestyle,Dining Out,27.0,19.058823529411764
2020-01-01,Mexico,Lifestyle,Domestic,20.181818181818183,15.181818181818182
2020-01-01,Mexico,Lifestyle,Experiences,6.303571428571429,7.3809523809523805
2020-01-01,Mexico,Lifestyle,International,15.5,18.388888888888886
2020-01-01,Mexico,Lifestyle,Talent,16.864864864864863,15.936936936936936
2020-01-01,Mexico,Lifestyle,Travel,12.736842105263158,10.175438596491228
2020-01-01,Mexico,Lifestyle,Venues,0.9354838709677419,0.8602150537634409
2020-01-01,Mexico,Retail,Brick & Mortar,5.333333333333333,12.555555555555555
2020-01-01,Mexico,Retail,E-Comm,50.0,19.333333333333332
2020-01-01,Mexico,Small Business,Demand,25.333333333333332,11.666666666666666
2020-01-01,Mexico,Small Business,Financial ,0.0,2.3333333333333335
2020-01-01,Mexico,Small Business,Running A Business,9.0,7.0
2020-01-01,Mexico,Small Business,Shopping Small,2.4285714285714284,5.964285714285714
2020-01-01,United States,Additional,Cultural Trends,29.846153846153847,33.35714285714286
2020-01-01,United States,Amex,Brand,37.916666666666664,31.179487179487182
2020-01-01,United States,Coronavirus/Health,Coronavirus,0.8571428571428571,25.666666666666668
2020-01-01,United States,Economy,Economy,1.0,27.333333333333332
2020-01-01,United States,Entertainment,Streaming,81.0,74.33333333333333
2020-01-01,United States,Finance,Finance,66.0,55.6
2020-01-01,United States,Lifestyle,Credit Cards,27.625,31.568627450980397
2020-01-01,United States,Lifestyle,Dining,28.85185185185185,23.543209876543205
2020-01-01,United States,Lifestyle,Dining In / Delivery,26.11111111111111,41.92592592592593
2020-01-01,United States,Lifestyle,Dining Out,36.05882352941177,28.58823529411765
2020-01-01,United States,Lifestyle,Domestic,43.36363636363637,42.6060606060606
2020-01-01,United States,Lifestyle,Experiences,22.672727272727272,14.708333333333334
2020-01-01,United States,Lifestyle,International,48.25,43.638888888888886
2020-01-01,United States,Lifestyle,Talent,29.62162162162162,11.549549549549548
2020-01-01,United States,Lifestyle,Travel,39.89473684210526,36.70175438596491
2020-01-01,United States,Lifestyle,Venues,21.838709677419356,15.860215053763442
2020-01-01,United States,Retail,Brick & Mortar,34.0,35.22222222222222
2020-01-01,United States,Retail,E-Comm,54.0,40.666666666666664
2020-01-01,United States,Small Business,B2B,13.357142857142858,21.571428571428573
2020-01-01,United States,Small Business,Demand,46.111111111111114,38.51851851851852
2020-01-01,United States,Small Business,Financial ,4.0,25.555555555555554
2020-01-01,United States,Small Business,Running A Business,13.333333333333334,14.777777777777777
2020-01-01,United States,Small Business,Shopping Small,18.928571428571427,17.76190476190476
2020-01-02,Australia,Additional,Cultural Trends,23.615384615384617,38.14285714285714
2020-01-02,Australia,Amex,Brand,19.5,21.71794871794872
2020-01-02,Australia,Coronavirus/Health,Coronavirus,1.5714285714285714,19.9047619047619
2020-01-02,Australia,Economy,Economy,5.0,11.333333333333334
2020-01-02,Australia,Entertainment,Streaming,62.0,77.0
2020-01-02,Australia,Finance,Finance,77.66666666666667,56.666666666666664
2020-01-02,Australia,Lifestyle,Credit Cards,22.6875,17.84313725490196
2020-01-02,Australia,Lifestyle,Dining,11.777777777777779,13.345679012345679
2020-01-02,Australia,Lifestyle,Dining In / Delivery,6.444444444444445,15.703703703703704
2020-01-02,Australia,Lifestyle,Dining Out,22.941176470588236,27.92156862745098
2020-01-02,Australia,Lifestyle,Domestic,51.18181818181818,43.63636363636363
2020-01-02,Australia,Lifestyle,Experiences,13.145454545454545,11.779761904761905
2020-01-02,Australia,Lifestyle,International,44.5,40.52777777777778
2020-01-02,Australia,Lifestyle,Talent,9.243243243243244,10.846846846846846
2020-01-02,Australia,Lifestyle,Travel,24.57894736842105,28.719298245614038
2020-01-02,Australia,Lifestyle,Venues,4.258064516129032,6.430107526881721
2020-01-02,Australia,Retail,Brick & Mortar,18.333333333333332,12.333333333333334
2020-01-02,Australia,Retail,E-Comm,45.0,11.333333333333334
2020-01-02,Australia,Small Business,B2B,9.857142857142858,10.761904761904761
2020-01-02,Australia,Small Business,Demand,15.222222222222221,27.777777777777782
2020-01-02,Australia,Small Business,Financial ,0.0,9.5
2020-01-02,Australia,Small Business,Running A Business,20.333333333333332,14.111111111111112
2020-01-02,Australia,Small Business,Shopping Small,13.428571428571429,10.04761904761905
2020-01-02,Canada,Additional,Cultural Trends,28.46153846153846,34.333333333333336
2020-01-02,Canada,Amex,Brand,23.333333333333332,22.25641025641026
2020-01-02,Canada,Coronavirus/Health,Coronavirus,1.8571428571428572,23.142857142857142
2020-01-02,Canada,Economy,Economy,5.5,25.666666666666668
2020-01-02,Canada,Entertainment,Streaming,79.0,77.33333333333333
2020-01-02,Canada,Finance,Finance,84.33333333333333,73.53333333333333
2020-01-02,Canada,Lifestyle,Credit Cards,14.75,22.117647058823533
2020-01-02,Canada,Lifestyle,Dining,11.0,11.753086419753087
2020-01-02,Canada,Lifestyle,Dining In / Delivery,9.555555555555555,21.555555555555554
2020-01-02,Canada,Lifestyle,Dining Out,27.352941176470587,22.50980392156863
2020-01-02,Canada,Lifestyle,Domestic,45.18181818181818,39.84848484848485
2020-01-02,Canada,Lifestyle,Experiences,15.345454545454546,10.285714285714286
2020-01-02,Canada,Lifestyle,International,40.25,40.22222222222222
2020-01-02,Canada,Lifestyle,Talent,8.27027027027027,6.4324324324324325
2020-01-02,Canada,Lifestyle,Travel,25.0,23.859649122807017
2020-01-02,Canada,Lifestyle,Venues,5.903225806451613,6.688172043010752
2020-01-02,Canada,Retail,Brick & Mortar,13.666666666666666,20.0
2020-01-02,Canada,Retail,E-Comm,46.0,42.0
2020-01-02,Canada,Small Business,B2B,7.642857142857143,10.45238095238095
2020-01-02,Canada,Small Business,Demand,28.11111111111111,27.333333333333332
2020-01-02,Canada,Small Business,Financial ,3.1666666666666665,12.5
2020-01-02,Canada,Small Business,Running A Business,23.333333333333332,21.444444444444443
2020-01-02,Canada,Small Business,Shopping Small,13.714285714285714,8.273809523809524
2020-01-02,United Kingdom,Additional,Cultural Trends,22.0,35.166666666666664
2020-01-02,United Kingdom,Amex,Brand,24.833333333333332,31.051282051282055
2020-01-02,United Kingdom,Coronavirus/Health,Coronavirus,0.7142857142857143,21.952380952380953
2020-01-02,United Kingdom,Economy,Economy,8.5,14.666666666666666
2020-01-02,United Kingdom,Entertainment,Streaming,62.0,56.666666666666664
2020-01-02,United Kingdom,Finance,Finance,87.0,68.73333333333333
2020-01-02,United Kingdom,Lifestyle,Credit Cards,29.5625,23.50980392156863
2020-01-02,United Kingdom,Lifestyle,Dining,12.814814814814815,12.246913580246913
2020-01-02,United Kingdom,Lifestyle,Dining In / Delivery,5.111111111111111,7.407407407407408
2020-01-02,United Kingdom,Lifestyle,Dining Out,27.705882352941178,26.333333333333332
2020-01-02,United Kingdom,Lifestyle,Domestic,58.45454545454545,41.78787878787879
2020-01-02,United Kingdom,Lifestyle,Experiences,21.236363636363638,13.56547619047619
2020-01-02,United Kingdom,Lifestyle,International,59.25,44.666666666666664
2020-01-02,United Kingdom,Lifestyle,Talent,10.027027027027026,8.243243243243242
2020-01-02,United Kingdom,Lifestyle,Travel,29.789473684210527,22.596491228070175
2020-01-02,United Kingdom,Lifestyle,Venues,15.096774193548388,9.688172043010752
2020-01-02,United Kingdom,Retail,Brick & Mortar,40.666666666666664,29.333333333333332
2020-01-02,United Kingdom,Retail,E-Comm,48.0,47.666666666666664
2020-01-02,United Kingdom,Small Business,B2B,19.357142857142858,14.666666666666666
2020-01-02,United Kingdom,Small Business,Demand,40.666666666666664,38.40740740740741
2020-01-02,United Kingdom,Small Business,Financial ,5.333333333333333,14.111111111111112
2020-01-02,United Kingdom,Small Business,Running A Business,42.333333333333336,12.555555555555555
2020-01-02,United Kingdom,Small Business,Shopping Small,14.607142857142858,10.940476190476192
2020-01-02,Mexico,Additional,Cultural Trends,27.142857142857142,33.19047619047619
2020-01-02,Mexico,Amex,Brand,11.916666666666666,17.333333333333332
2020-01-02,Mexico,Coronavirus/Health,Coronavirus,0.7142857142857143,9.095238095238095
2020-01-02,Mexico,Economy,Economy,2.5,19.333333333333332
2020-01-02,Mexico,Entertainment,Streaming,60.0,88.0
2020-01-02,Mexico,Finance,Finance,58.0,45.26666666666667
2020-01-02,Mexico,Lifestyle,Credit Cards,3.75,5.352941176470588
2020-01-02,Mexico,Lifestyle,Dining,7.37037037037037,2.9382716049382718
2020-01-02,Mexico,Lifestyle,Dining In / Delivery,5.0,8.074074074074074
2020-01-02,Mexico,Lifestyle,Dining Out,23.235294117647058,15.411764705882353
2020-01-02,Mexico,Lifestyle,Domestic,21.636363636363637,18.757575757575758
2020-01-02,Mexico,Lifestyle,Experiences,5.214285714285714,5.7023809523809526
2020-01-02,Mexico,Lifestyle,International,16.833333333333332,19.36111111111111
2020-01-02,Mexico,Lifestyle,Talent,10.405405405405405,11.945945945945946
2020-01-02,Mexico,Lifestyle,Travel,17.31578947368421,14.263157894736842
2020-01-02,Mexico,Lifestyle,Venues,3.5483870967741935,3.849462365591398
2020-01-02,Mexico,Retail,Brick & Mortar,0.0,5.0
2020-01-02,Mexico,Retail,E-Comm,67.0,26.666666666666668
2020-01-02,Mexico,Small Business,Demand,17.0,12.370370370370372
2020-01-02,Mexico,Small Business,Financial ,0.0,0.0
2020-01-02,Mexico,Small Business,Running A Business,17.0,5.333333333333333
2020-01-02,Mexico,Small Business,Shopping Small,3.5,5.214285714285714
2020-01-02,United States,Additional,Cultural Trends,29.153846153846153,33.357142857142854
2020-01-02,United States,Amex,Brand,57.75,45.84615384615385
2020-01-02,United States,Coronavirus/Health,Coronavirus,1.0,29.42857142857143
2020-01-02,United States,Economy,Economy,2.0,42.833333333333336
2020-01-02,United States,Entertainment,Streaming,75.0,68.0
2020-01-02,United States,Finance,Finance,93.66666666666667,82.86666666666666
2020-01-02,United States,Lifestyle,Credit Cards,55.3125,36.03921568627451
2020-01-02,United States,Lifestyle,Dining,20.037037037037038,20.962962962962965
2020-01-02,United States,Lifestyle,Dining In / Delivery,22.0,36.11111111111111
2020-01-02,United States,Lifestyle,Dining Out,27.0,24.313725490196077
2020-01-02,United States,Lifestyle,Domestic,54.27272727272727,49.78787878787879
2020-01-02,United States,Lifestyle,Experiences,23.618181818181817,14.851190476190476
2020-01-02,United States,Lifestyle,International,60.833333333333336,50.22222222222223
2020-01-02,United States,Lifestyle,Talent,12.891891891891891,7.801801801801802
2020-01-02,United States,Lifestyle,Travel,49.36842105263158,42.05263157894737
2020-01-02,United States,Lifestyle,Venues,23.548387096774192,16.43010752688172
2020-01-02,United States,Retail,Brick & Mortar,35.0,35.333333333333336
2020-01-02,United States,Retail,E-Comm,61.0,45.333333333333336
2020-01-02,United States,Small Business,B2B,28.5,34.857142857142854
2020-01-02,United States,Small Business,Demand,54.888888888888886,42.925925925925924
2020-01-02,United States,Small Business,Financial ,21.833333333333332,35.388888888888886
2020-01-02,United States,Small Business,Running A Business,25.333333333333332,24.88888888888889
2020-01-02,United States,Small Business,Shopping Small,19.071428571428573,17.86904761904762
2020-01-03,Australia,Additional,Cultural Trends,21.23076923076923,35.214285714285715
2020-01-03,Australia,Amex,Brand,23.0,23.435897435897434
2020-01-03,Australia,Coronavirus/Health,Coronavirus,1.5714285714285714,18.19047619047619
2020-01-03,Australia,Economy,Economy,2.5,12.5
2020-01-03,Australia,Entertainment,Streaming,48.0,69.66666666666667
2020-01-03,Australia,Finance,Finance,72.33333333333333,61.73333333333333
2020-01-03,Australia,Lifestyle,Credit Cards,7.9375,20.235294117647058
2020-01-03,Australia,Lifestyle,Dining,11.88888888888889,11.987654320987653
2020-01-03,Australia,Lifestyle,Dining In / Delivery,13.555555555555555,14.370370370370372
2020-01-03,Australia,Lifestyle,Dining Out,27.0,26.627450980392155
2020-01-03,Australia,Lifestyle,Domestic,50.90909090909091,42.6060606060606
2020-01-03,Australia,Lifestyle,Experiences,17.10909090909091,12.523809523809524
2020-01-03,Australia,Lifestyle,International,46.0,40.25
2020-01-03,Australia,Lifestyle,Talent,7.972972972972973,10.00900900900901
2020-01-03,Australia,Lifestyle,Travel,17.473684210526315,26.982456140350877
2020-01-03,Australia,Lifestyle,Venues,6.225806451612903,7.0
2020-01-03,Australia,Retail,Brick & Mortar,6.0,18.333333333333336
2020-01-03,Australia,Retail,E-Comm,43.0,11.0
2020-01-03,Australia,Small Business,B2B,15.0,10.857142857142856
2020-01-03,Australia,Small Business,Demand,29.77777777777778,27.62962962962963
2020-01-03,Australia,Small Business,Financial ,6.0,17.27777777777778
2020-01-03,Australia,Small Business,Running A Business,14.0,17.888888888888886
2020-01-03,Australia,Small Business,Shopping Small,11.0,9.869047619047619
2020-01-03,Canada,Additional,Cultural Trends,23.46153846153846,32.595238095238095
2020-01-03,Canada,Amex,Brand,27.583333333333332,24.74358974358974
2020-01-03,Canada,Coronavirus/Health,Coronavirus,1.4285714285714286,21.952380952380953
2020-01-03,Canada,Economy,Economy,5.5,22.833333333333332
2020-01-03,Canada,Entertainment,Streaming,65.0,67.0
