geo_type,market_name,date,driving,transit,walking
global,Australia,2020-01-13,100.0,100.0,100.0
global,Australia,2020-01-14,102.98,101.78,101.31
global,Australia,2020-01-15,104.21,100.64,101.82
global,Australia,2020-01-16,108.63,99.58,104.52
global,Australia,2020-01-17,109.08,98.34,113.73
global,Australia,2020-01-18,89.0,86.97,100.24
global,Australia,2020-01-19,99.35,99.87,98.57
global,Australia,2020-01-20,103.53,107.29,104.38
global,Australia,2020-01-21,106.8,109.13,108.51
global,Australia,2020-01-22,107.4,107.03,103.88
global,Australia,2020-01-23,115.65,106.64,112.4
global,Australia,2020-01-24,109.66,100.19,117.27
global,Australia,2020-01-25,88.59,90.61,103.02
global,Australia,2020-01-26,85.18,81.83,87.4
global,Australia,2020-01-27,95.91,101.78,96.18
global,Australia,2020-01-28,99.4,104.81,100.57
global,Australia,2020-01-29,99.92,103.03,100.25
global,Australia,2020-01-30,103.04,101.91,100.73
global,Australia,2020-01-31,103.73,97.77,108.69
global,Australia,2020-02-01,85.73,87.49,96.55
global,Australia,2020-02-02,93.39,98.72,92.71
global,Australia,2020-02-03,95.83,99.03,95.77
global,Australia,2020-02-04,98.63,102.4,99.1
global,Australia,2020-02-05,102.4,100.27,97.65
global,Australia,2020-02-06,107.46,100.82,97.97
global,Australia,2020-02-07,106.55,102.46,112.07
global,Australia,2020-02-08,86.33,84.1,88.84
global,Australia,2020-02-09,98.78,100.46,93.13
global,Australia,2020-02-10,100.08,105.77,100.34
global,Australia,2020-02-11,103.28,105.48,101.59
global,Australia,2020-02-12,106.19,106.71,104.56
global,Australia,2020-02-13,116.62,113.2,116.84
global,Australia,2020-02-14,115.36,111.33,129.56
global,Australia,2020-02-15,93.51,98.78,110.5
global,Australia,2020-02-16,98.27,109.3,103.76
global,Australia,2020-02-17,101.79,111.03,102.99
global,Australia,2020-02-18,105.38,115.59,107.3
global,Australia,2020-02-19,107.29,114.53,112.78
global,Australia,2020-02-20,113.37,116.25,116.31
global,Australia,2020-02-21,118.25,120.68,133.9
global,Australia,2020-02-22,97.6,104.35,113.52
global,Australia,2020-02-23,97.5,115.32,103.12
global,Australia,2020-02-24,102.7,119.81,106.0
global,Australia,2020-02-25,104.46,118.98,109.06
global,Australia,2020-02-26,106.23,115.46,109.52
global,Australia,2020-02-27,113.6,119.34,116.49
global,Australia,2020-02-28,117.64,122.09,135.14
global,Australia,2020-02-29,98.24,107.23,126.02
global,Australia,2020-03-01,97.35,113.58,100.94
global,Australia,2020-03-02,99.14,115.04,101.73
global,Australia,2020-03-03,101.63,112.26,101.17
global,Australia,2020-03-04,106.02,111.17,97.93
global,Australia,2020-03-05,113.97,113.82,111.79
global,Australia,2020-03-06,113.49,112.67,126.09
global,Australia,2020-03-07,93.23,98.27,108.98
global,Australia,2020-03-08,91.21,97.56,89.81
global,Australia,2020-03-09,96.44,105.15,96.18
global,Australia,2020-03-10,99.94,107.82,100.4
global,Australia,2020-03-11,100.79,106.36,100.94
global,Australia,2020-03-12,102.79,101.22,102.38
global,Australia,2020-03-13,98.75,88.82,103.92
global,Australia,2020-03-14,78.16,70.96,84.71
global,Australia,2020-03-15,81.59,76.49,75.67
global,Australia,2020-03-16,80.52,70.68,71.19
global,Australia,2020-03-17,78.87,65.78,68.72
global,Australia,2020-03-18,79.24,62.19,66.9
global,Australia,2020-03-19,83.55,61.79,68.29
global,Australia,2020-03-20,78.17,57.33,72.02
global,Australia,2020-03-21,60.74,43.75,54.18
global,Australia,2020-03-22,66.41,40.71,50.99
global,Australia,2020-03-23,62.49,33.94,46.97
global,Australia,2020-03-24,60.19,30.31,45.55
global,Australia,2020-03-25,57.96,26.9,43.82
global,Australia,2020-03-26,59.9,26.44,45.57
global,Australia,2020-03-27,48.25,23.77,41.88
global,Australia,2020-03-28,36.69,19.57,32.84
global,Australia,2020-03-29,51.18,23.53,40.93
global,Australia,2020-03-30,51.92,22.58,42.68
global,Australia,2020-03-31,52.04,21.67,41.98
global,Australia,2020-04-01,51.54,21.05,39.17
global,Australia,2020-04-02,54.23,21.25,42.38
global,Australia,2020-04-03,41.58,18.75,35.83
global,Australia,2020-04-04,33.34,16.62,31.11
global,Australia,2020-04-05,51.75,21.76,42.02
global,Australia,2020-04-06,53.17,21.2,42.71
global,Australia,2020-04-07,55.01,20.73,43.05
global,Australia,2020-04-08,59.24,21.28,47.21
global,Australia,2020-04-09,33.19,16.63,34.06
global,Australia,2020-04-10,36.0,16.78,35.99
global,Australia,2020-04-11,26.95,13.94,31.33
global,Australia,2020-04-12,31.72,16.51,37.05
global,Australia,2020-04-13,53.14,21.67,45.74
global,Australia,2020-04-14,55.91,21.58,47.1
global,Australia,2020-04-15,56.56,21.98,46.3
global,Australia,2020-04-16,58.77,21.84,47.84
global,Australia,2020-04-17,47.51,20.13,45.82
global,Australia,2020-04-18,36.9,17.64,38.71
global,Australia,2020-04-19,53.34,21.93,43.3
global,Australia,2020-04-20,56.93,22.41,47.28
global,Australia,2020-04-21,58.06,22.71,47.66
global,Australia,2020-04-22,59.69,22.49,47.17
global,Australia,2020-04-23,62.87,23.78,51.03
global,Australia,2020-04-24,47.84,20.96,46.68
global,Australia,2020-04-25,41.89,19.06,39.3
global,Australia,2020-04-26,55.39,22.74,45.09
global,Australia,2020-04-27,59.09,23.8,46.07
global,Australia,2020-04-28,59.46,23.76,44.06
global,Australia,2020-04-29,59.46,22.35,41.71
global,Australia,2020-04-30,63.12,23.58,44.69
global,Australia,2020-05-01,58.4,23.52,46.44
global,Australia,2020-05-02,48.67,21.41,42.74
global,Australia,2020-05-03,58.18,25.1,44.28
global,Australia,2020-05-04,62.51,25.56,48.16
global,Australia,2020-05-05,64.04,26.55,48.55
global,Australia,2020-05-06,66.19,26.43,48.99
global,Australia,2020-05-07,71.34,28.37,53.98
global,Australia,2020-05-08,67.64,27.93,53.94
global,Australia,2020-05-09,50.96,23.76,42.87
global,Australia,2020-05-10,63.56,28.5,48.27
global,Australia,2020-05-11,0.0,0.0,0.0
global,Australia,2020-05-12,0.0,0.0,0.0
global,Australia,2020-05-13,71.12,29.89,50.66
global,Australia,2020-05-14,77.24,31.44,54.93
global,Australia,2020-05-15,79.75,33.85,63.26
global,Australia,2020-05-16,65.88,29.61,54.18
global,Australia,2020-05-17,72.17,32.92,53.06
global,Australia,2020-05-18,73.58,33.36,54.45
global,Australia,2020-05-19,75.83,34.04,54.75
global,Australia,2020-05-20,76.35,33.11,52.71
global,Australia,2020-05-21,81.42,35.0,56.25
global,Australia,2020-05-22,82.51,36.56,62.29
global,Australia,2020-05-23,65.78,31.04,49.48
global,Australia,2020-05-24,74.12,36.09,52.74
global,Australia,2020-05-25,77.1,37.03,54.77
global,Australia,2020-05-26,79.92,38.29,56.85
global,Australia,2020-05-27,82.65,38.73,59.12
global,Australia,2020-05-28,88.37,40.04,60.71
global,Australia,2020-05-29,92.7,42.98,73.11
global,Australia,2020-05-30,73.04,35.88,57.03
global,Australia,2020-05-31,78.07,39.46,54.1
global,Australia,2020-06-01,80.87,40.43,56.7
global,Australia,2020-06-02,84.72,41.82,60.29
global,Australia,2020-06-03,88.62,42.68,61.92
global,Australia,2020-06-04,100.24,46.1,68.18
global,Australia,2020-06-05,104.34,51.44,86.54
global,Australia,2020-06-06,83.85,41.01,67.91
global,Australia,2020-06-07,85.16,39.83,58.85
global,Australia,2020-06-08,86.92,44.71,60.79
global,Australia,2020-06-09,88.07,44.55,61.07
global,Australia,2020-06-10,90.36,45.98,65.38
global,Australia,2020-06-11,98.28,48.26,69.2
global,Australia,2020-06-12,100.97,53.46,84.38
global,Australia,2020-06-13,81.74,43.97,67.1
global,Australia,2020-06-14,86.3,46.04,63.27
global,Australia,2020-06-15,89.68,47.82,65.31
global,Australia,2020-06-16,92.79,48.13,66.04
global,Australia,2020-06-17,94.78,48.97,68.21
global,Australia,2020-06-18,103.06,52.39,74.81
global,Australia,2020-06-19,106.05,56.43,91.31
global,Australia,2020-06-20,85.04,45.35,70.09
global,Australia,2020-06-21,88.15,47.58,63.48
global,Australia,2020-06-22,91.1,49.46,66.82
global,Australia,2020-06-23,94.49,50.93,69.72
global,Australia,2020-06-24,97.77,52.05,72.47
global,Australia,2020-06-25,106.3,54.91,78.37
global,Australia,2020-06-26,109.75,57.22,92.77
global,Australia,2020-06-27,90.76,48.06,76.71
global,Australia,2020-06-28,95.25,52.81,71.22
global,Australia,2020-06-29,97.33,53.36,73.57
global,Australia,2020-06-30,101.44,54.82,77.37
global,Australia,2020-07-01,102.8,54.9,78.33
global,Australia,2020-07-02,110.63,56.72,81.67
global,Australia,2020-07-03,111.93,56.22,93.91
global,Australia,2020-07-04,94.64,48.35,79.54
global,Australia,2020-07-05,100.89,54.93,76.91
global,Australia,2020-07-06,103.53,55.81,79.14
global,Australia,2020-07-07,108.56,56.27,83.07
global,Australia,2020-07-08,104.33,51.97,80.99
global,Australia,2020-07-09,109.63,51.83,83.15
global,Australia,2020-07-10,102.37,47.57,85.01
global,Australia,2020-07-11,85.7,41.38,74.36
global,Australia,2020-07-12,94.02,47.69,72.16
global,Australia,2020-07-13,94.33,46.72,69.76
global,Australia,2020-07-14,98.7,48.77,75.13
global,Australia,2020-07-15,100.16,47.92,75.59
global,Australia,2020-07-16,106.12,48.78,80.26
global,Australia,2020-07-17,103.27,47.71,87.47
global,Australia,2020-07-18,84.93,41.46,74.23
global,Australia,2020-07-19,88.73,46.1,67.42
global,Australia,2020-07-20,89.78,45.15,67.26
global,Australia,2020-07-21,92.33,44.98,68.28
global,Australia,2020-07-22,93.33,44.74,68.6
global,Australia,2020-07-23,98.55,45.58,73.48
global,Australia,2020-07-24,98.5,45.48,83.26
global,Australia,2020-07-25,75.84,35.59,64.02
global,Australia,2020-07-26,83.95,41.74,59.65
global,Australia,2020-07-27,87.17,43.77,63.14
global,Australia,2020-07-28,91.46,45.69,68.44
global,Australia,2020-07-29,92.73,44.63,69.24
global,Australia,2020-07-30,98.44,45.69,73.42
global,Australia,2020-07-31,101.88,47.93,87.08
global,Australia,2020-08-01,88.2,40.99,78.48
global,Australia,2020-08-02,87.57,42.46,65.98
global,Australia,2020-08-03,86.67,41.82,63.99
global,Australia,2020-08-04,88.74,42.09,65.36
global,Australia,2020-08-05,87.77,40.55,64.69
global,Australia,2020-08-06,92.37,39.51,63.67
global,Australia,2020-08-07,90.2,39.9,73.85
global,Australia,2020-08-08,73.91,33.03,63.36
global,Australia,2020-08-09,78.69,36.85,58.04
global,Australia,2020-08-10,82.83,39.41,60.95
global,Australia,2020-08-11,85.36,39.96,62.92
global,Australia,2020-08-12,89.13,41.42,66.86
global,Australia,2020-08-13,95.89,41.61,69.81
global,Australia,2020-08-14,93.84,42.73,81.96
global,Australia,2020-08-15,79.57,36.14,68.22
global,Australia,2020-08-16,81.3,39.14,61.4
global,Australia,2020-08-17,83.35,40.17,62.38
global,Australia,2020-08-18,85.4,40.45,61.91
global,Australia,2020-08-19,87.96,40.91,64.01
global,Australia,2020-08-20,93.81,42.32,68.99
global,Australia,2020-08-21,95.41,43.14,76.28
global,Australia,2020-08-22,79.51,36.56,65.27
global,Australia,2020-08-23,81.64,39.16,59.86
global,Australia,2020-08-24,83.29,40.05,60.69
global,Australia,2020-08-25,86.49,41.7,64.75
global,Australia,2020-08-26,89.51,41.91,66.41
global,Australia,2020-08-27,95.23,42.89,71.49
global,Australia,2020-08-28,98.78,45.76,86.2
global,Australia,2020-08-29,83.03,39.08,72.37
global,Australia,2020-08-30,82.66,39.72,62.12
global,Australia,2020-08-31,84.46,40.56,62.78
global,Australia,2020-09-01,86.9,41.43,64.37
global,Australia,2020-09-02,90.64,43.44,67.26
global,Australia,2020-09-03,97.49,44.44,72.32
global,Australia,2020-09-04,100.54,45.56,86.01
global,Australia,2020-09-05,77.19,35.21,65.39
global,Australia,2020-09-06,83.4,40.44,62.74
global,Australia,2020-09-07,86.13,41.74,62.86
global,Australia,2020-09-08,87.65,41.62,63.36
global,Australia,2020-09-09,89.93,42.53,66.76
global,Australia,2020-09-10,96.29,44.11,71.63
global,Australia,2020-09-11,98.6,46.3,82.86
global,Australia,2020-09-12,83.67,38.74,73.27
global,Australia,2020-09-13,85.82,40.95,64.36
global,Australia,2020-09-14,89.24,43.1,67.05
global,Australia,2020-09-15,93.18,44.88,69.46
global,Australia,2020-09-16,95.04,46.07,70.26
global,Australia,2020-09-17,101.92,48.42,75.89
global,Australia,2020-09-18,102.84,48.99,89.6
global,Australia,2020-09-19,82.47,39.3,73.16
global,Australia,2020-09-20,89.67,45.73,69.72
global,Australia,2020-09-21,91.87,46.56,70.49
global,Australia,2020-09-22,93.99,47.17,72.31
global,Australia,2020-09-23,95.72,48.01,74.36
global,Australia,2020-09-24,102.71,49.58,76.82
global,Australia,2020-09-25,102.03,48.78,86.18
global,Australia,2020-09-26,87.47,42.58,78.39
global,Australia,2020-09-27,95.06,48.62,77.44
global,Australia,2020-09-28,97.69,51.79,79.31
global,Australia,2020-09-29,100.19,51.42,79.05
global,Australia,2020-09-30,104.14,52.68,83.73
global,Australia,2020-10-01,115.34,55.67,90.53
global,Australia,2020-10-02,109.16,54.12,97.85
global,Australia,2020-10-03,92.42,47.21,86.56
global,Australia,2020-10-04,93.21,48.0,72.83
global,Australia,2020-10-05,96.03,51.28,74.84
global,Australia,2020-10-06,97.06,51.75,75.12
global,Australia,2020-10-07,97.95,51.52,75.19
global,Australia,2020-10-08,106.72,54.52,84.1
global,Australia,2020-10-09,102.34,52.96,93.17
global,Australia,2020-10-10,83.24,43.71,76.72
global,Australia,2020-10-11,88.85,49.37,70.15
global,Australia,2020-10-12,91.45,49.42,70.32
global,Australia,2020-10-13,93.17,49.02,72.12
global,Australia,2020-10-14,96.06,48.93,72.55
global,Australia,2020-10-15,104.24,50.48,78.51
global,Australia,2020-10-16,99.65,52.02,90.72
global,Australia,2020-10-17,85.42,43.61,74.78
global,Australia,2020-10-18,92.72,48.57,68.73
global,Australia,2020-10-19,94.6,49.48,72.41
global,Australia,2020-10-20,97.68,50.58,74.61
global,Australia,2020-10-21,100.26,51.52,76.1
global,Australia,2020-10-22,102.98,53.06,81.4
global,Australia,2020-10-23,97.19,51.69,85.37
global,Australia,2020-10-24,77.39,41.58,67.2
global,Australia,2020-10-25,87.4,46.46,63.88
global,Australia,2020-10-26,92.13,50.28,67.79
global,Australia,2020-10-27,96.71,54.4,73.9
global,Australia,2020-10-28,97.06,53.54,73.19
global,Australia,2020-10-29,108.39,58.58,83.11
global,Australia,2020-10-30,104.59,60.18,96.47
global,Australia,2020-10-31,86.59,49.0,81.73
global,Australia,2020-11-01,93.36,57.0,74.17
global,Australia,2020-11-02,89.07,58.56,75.83
global,Australia,2020-11-03,94.6,55.71,74.53
global,Australia,2020-11-04,94.26,53.65,70.45
global,Australia,2020-11-05,103.66,58.69,80.96
global,Australia,2020-11-06,102.73,61.79,96.42
global,Australia,2020-11-07,84.84,51.56,80.76
global,Australia,2020-11-08,93.04,56.65,72.89
global,Australia,2020-11-09,95.93,60.23,75.65
global,Australia,2020-11-10,98.73,61.21,77.52
global,Australia,2020-11-11,101.22,61.59,80.31
global,Australia,2020-11-12,110.53,64.97,86.02
global,Australia,2020-11-13,111.15,71.17,105.59
global,Australia,2020-11-14,94.57,58.98,86.8
global,Australia,2020-11-15,95.86,60.01,74.49
global,Australia,2020-11-16,97.26,61.78,77.13
global,Australia,2020-11-17,101.44,62.79,80.66
global,Australia,2020-11-18,101.82,62.17,81.56
global,Australia,2020-11-19,109.64,66.55,88.82
global,Australia,2020-11-20,108.84,69.77,106.37
global,Australia,2020-11-21,91.48,57.04,86.94
global,Australia,2020-11-22,95.1,60.45,76.02
global,Australia,2020-11-23,99.52,64.65,81.94
global,Australia,2020-11-24,103.98,67.14,85.49
global,Australia,2020-11-25,107.94,69.48,88.96
global,Australia,2020-11-26,117.86,75.97,97.1
global,Australia,2020-11-27,114.1,76.25,110.31
global,Australia,2020-11-28,92.44,60.02,86.82
global,Australia,2020-11-29,98.94,65.71,81.41
global,Australia,2020-11-30,100.9,68.26,82.86
global,Australia,2020-12-01,105.52,72.17,88.53
global,Australia,2020-12-02,108.8,73.03,93.25
global,Australia,2020-12-03,120.13,80.66,104.65
global,Australia,2020-12-04,116.43,77.71,116.53
global,Australia,2020-12-05,96.47,65.7,94.9
global,Australia,2020-12-06,102.24,71.37,86.03
global,Australia,2020-12-07,104.67,74.48,89.9
global,Australia,2020-12-08,110.48,79.12,96.96
global,Australia,2020-12-09,114.09,80.83,100.68
global,Australia,2020-12-10,123.75,83.93,110.66
global,Australia,2020-12-11,118.35,82.49,121.24
global,Australia,2020-12-12,97.85,68.44,98.69
global,Australia,2020-12-13,105.19,76.69,90.18
global,Australia,2020-12-14,109.41,79.67,94.53
global,Australia,2020-12-15,115.37,81.25,100.9
global,Australia,2020-12-16,117.03,81.8,103.95
global,Australia,2020-12-17,125.12,83.25,110.79
global,Australia,2020-12-18,114.89,74.02,111.26
global,Australia,2020-12-19,95.69,59.91,92.84
global,Australia,2020-12-20,110.3,65.87,91.26
global,Australia,2020-12-21,108.89,63.71,91.04
global,Australia,2020-12-22,110.93,65.22,94.9
global,Australia,2020-12-23,96.07,54.14,83.53
global,Australia,2020-12-24,63.73,33.82,45.84
global,Australia,2020-12-25,81.08,52.1,66.04
global,Australia,2020-12-26,96.55,56.67,80.09
global,Australia,2020-12-27,97.08,58.54,82.56
global,Australia,2020-12-28,103.25,62.86,89.4
global,Australia,2020-12-29,106.8,63.21,93.51
global,Australia,2020-12-30,96.84,61.7,89.28
global,Australia,2020-12-31,83.52,53.05,95.34
global,Australia,2021-01-01,93.51,53.01,78.93
global,Australia,2021-01-02,87.43,52.87,77.45
global,Australia,2021-01-03,97.74,63.02,85.77
global,Australia,2021-01-04,99.75,64.92,88.82
global,Australia,2021-01-05,103.04,67.1,92.36
global,Australia,2021-01-06,105.38,68.23,91.44
global,Australia,2021-01-07,110.79,67.41,91.86
global,Australia,2021-01-08,99.89,65.37,93.65
global,Australia,2021-01-09,89.44,59.03,83.63
global,Australia,2021-01-10,97.46,68.16,82.6
global,Australia,2021-01-11,107.17,73.46,92.45
global,Australia,2021-01-12,109.94,75.9,94.45
global,Australia,2021-01-13,110.8,76.35,96.51
global,Australia,2021-01-14,114.94,76.61,98.15
global,Australia,2021-01-15,113.08,74.77,108.39
global,Australia,2021-01-16,99.11,65.63,95.35
global,Australia,2021-01-17,107.56,76.36,92.1
global,Australia,2021-01-18,107.83,77.24,93.88
global,Australia,2021-01-19,112.3,80.02,98.57
global,Australia,2021-01-20,114.35,79.69,98.85
global,Australia,2021-01-21,124.1,82.17,103.13
global,Australia,2021-01-22,121.95,79.18,114.46
global,Australia,2021-01-23,100.04,67.38,97.52
global,Australia,2021-01-24,104.95,73.58,91.45
global,Australia,2021-01-25,88.13,67.57,79.1
global,Australia,2021-01-26,107.91,82.45,94.12
global,Australia,2021-01-27,108.56,81.51,92.45
global,Australia,2021-01-28,113.26,79.1,91.86
global,Australia,2021-01-29,111.23,79.07,109.42
global,Australia,2021-01-30,91.77,68.06,93.59
global,Australia,2021-01-31,97.74,77.07,84.89
global,Australia,2021-02-01,100.0,77.75,84.97
global,Australia,2021-02-02,102.65,79.73,90.74
global,Australia,2021-02-03,105.44,78.43,90.43
global,Australia,2021-02-04,109.94,77.05,93.43
global,Australia,2021-02-05,113.49,80.71,112.53
global,Australia,2021-02-06,93.67,69.62,94.96
global,Australia,2021-02-07,101.23,78.31,87.79
global,Australia,2021-02-08,105.7,81.17,92.29
global,Australia,2021-02-09,109.73,83.73,94.82
global,Australia,2021-02-10,111.7,82.16,95.14
global,Australia,2021-02-11,119.64,81.43,100.29
global,Australia,2021-02-12,97.73,63.1,99.86
global,Australia,2021-02-13,78.97,54.24,88.04
global,Australia,2021-02-14,87.12,61.18,79.82
global,Australia,2021-02-15,82.87,60.26,73.34
global,Australia,2021-02-16,92.01,67.06,79.5
global,Australia,2021-02-17,109.46,78.73,91.09
global,Australia,2021-02-18,119.72,85.94,101.49
global,Australia,2021-02-19,121.61,90.05,124.49
global,Australia,2021-02-20,100.63,75.29,104.92
global,Australia,2021-02-21,104.81,86.53,91.51
global,Australia,2021-02-22,107.29,87.48,92.5
global,Australia,2021-02-23,109.86,87.11,94.98
global,Australia,2021-02-24,112.15,87.0,96.77
global,Australia,2021-02-25,123.0,92.39,107.13
global,Australia,2021-02-26,124.38,93.08,127.41
global,Australia,2021-02-27,103.62,78.22,109.39
global,Australia,2021-02-28,104.76,88.12,91.13
global,Canada,2020-01-13,100.0,100.0,100.0
global,Canada,2020-01-14,102.91,100.03,106.29
global,Canada,2020-01-15,99.74,98.01,106.65
global,Canada,2020-01-16,105.17,101.01,108.64
global,Canada,2020-01-17,122.34,105.42,127.43
global,Canada,2020-01-18,102.5,89.65,122.55
global,Canada,2020-01-19,84.46,75.87,90.42
global,Canada,2020-01-20,102.63,98.64,104.92
global,Canada,2020-01-21,104.31,99.0,108.92
global,Canada,2020-01-22,107.37,100.79,112.57
global,Canada,2020-01-23,110.29,101.45,118.17
global,Canada,2020-01-24,127.88,108.86,139.85
global,Canada,2020-01-25,116.84,91.47,136.71
global,Canada,2020-01-26,88.06,75.15,93.37
global,Canada,2020-01-27,98.11,93.28,105.36
global,Canada,2020-01-28,102.75,95.88,111.79
global,Canada,2020-01-29,104.73,94.14,110.13
global,Canada,2020-01-30,109.0,97.63,115.16
global,Canada,2020-01-31,129.2,104.6,138.49
global,Canada,2020-02-01,119.47,93.75,140.12
global,Canada,2020-02-02,88.42,75.71,91.16
global,Canada,2020-02-03,97.41,93.13,102.67
global,Canada,2020-02-04,100.25,94.86,105.91
global,Canada,2020-02-05,103.6,94.09,107.29
global,Canada,2020-02-06,105.72,96.3,108.17
global,Canada,2020-02-07,120.32,103.76,128.56
global,Canada,2020-02-08,118.1,95.66,139.77
global,Canada,2020-02-09,92.45,78.4,93.6
global,Canada,2020-02-10,104.41,95.79,106.26
global,Canada,2020-02-11,107.15,96.84,111.39
global,Canada,2020-02-12,108.19,96.69,112.79
global,Canada,2020-02-13,115.97,102.9,120.1
global,Canada,2020-02-14,140.55,108.95,152.97
global,Canada,2020-02-15,125.71,92.72,152.65
global,Canada,2020-02-16,103.84,79.97,125.23
global,Canada,2020-02-17,95.14,80.63,99.59
global,Canada,2020-02-18,111.82,97.64,114.61
global,Canada,2020-02-19,113.99,98.13,119.86
global,Canada,2020-02-20,119.01,100.38,127.3
global,Canada,2020-02-21,136.41,110.64,152.97
global,Canada,2020-02-22,128.05,96.4,155.76
global,Canada,2020-02-23,98.89,78.72,103.86
global,Canada,2020-02-24,102.34,93.45,109.77
global,Canada,2020-02-25,107.2,94.4,111.42
global,Canada,2020-02-26,104.04,91.96,106.92
global,Canada,2020-02-27,105.22,94.2,107.07
global,Canada,2020-02-28,131.32,105.38,135.19
global,Canada,2020-02-29,125.25,99.36,146.34
global,Canada,2020-03-01,96.88,79.62,102.32
global,Canada,2020-03-02,105.19,95.54,109.77
global,Canada,2020-03-03,110.89,98.09,117.97
global,Canada,2020-03-04,112.29,100.52,123.88
global,Canada,2020-03-05,117.74,103.64,131.76
global,Canada,2020-03-06,128.31,103.96,142.64
global,Canada,2020-03-07,119.48,94.06,147.0
global,Canada,2020-03-08,95.1,78.53,108.48
global,Canada,2020-03-09,102.06,92.55,113.56
global,Canada,2020-03-10,103.97,91.11,108.1
global,Canada,2020-03-11,103.94,89.78,110.67
global,Canada,2020-03-12,100.22,83.35,106.32
global,Canada,2020-03-13,101.24,76.4,104.32
global,Canada,2020-03-14,87.16,63.75,103.0
global,Canada,2020-03-15,68.17,51.19,73.82
global,Canada,2020-03-16,74.1,50.0,75.7
global,Canada,2020-03-17,67.21,40.26,65.68
global,Canada,2020-03-18,63.91,35.59,62.44
global,Canada,2020-03-19,62.16,31.53,60.16
global,Canada,2020-03-20,63.93,30.3,59.11
global,Canada,2020-03-21,53.45,26.48,53.11
global,Canada,2020-03-22,41.73,22.26,43.54
global,Canada,2020-03-23,49.42,23.58,45.64
global,Canada,2020-03-24,48.66,21.68,48.44
global,Canada,2020-03-25,47.57,20.81,49.21
global,Canada,2020-03-26,46.94,19.64,46.46
global,Canada,2020-03-27,52.63,20.16,53.57
global,Canada,2020-03-28,43.08,18.09,43.07
global,Canada,2020-03-29,36.69,17.25,38.38
global,Canada,2020-03-30,45.01,19.58,42.36
global,Canada,2020-03-31,47.15,20.05,47.84
global,Canada,2020-04-01,48.1,19.54,49.0
global,Canada,2020-04-02,47.17,18.77,47.09
global,Canada,2020-04-03,51.71,18.88,48.68
global,Canada,2020-04-04,44.5,17.33,48.35
global,Canada,2020-04-05,36.1,16.32,39.89
global,Canada,2020-04-06,47.06,18.84,51.48
global,Canada,2020-04-07,48.1,17.9,50.34
global,Canada,2020-04-08,50.81,18.1,53.06
global,Canada,2020-04-09,56.31,17.74,52.77
global,Canada,2020-04-10,45.48,16.45,45.36
global,Canada,2020-04-11,47.79,16.78,48.43
global,Canada,2020-04-12,35.19,14.93,40.6
global,Canada,2020-04-13,44.73,18.09,41.76
global,Canada,2020-04-14,52.28,18.73,50.75
global,Canada,2020-04-15,54.67,18.73,50.9
global,Canada,2020-04-16,56.14,18.31,53.45
global,Canada,2020-04-17,61.27,18.64,56.42
global,Canada,2020-04-18,54.89,18.19,56.27
global,Canada,2020-04-19,45.1,16.95,44.6
global,Canada,2020-04-20,58.27,20.48,58.6
global,Canada,2020-04-21,57.54,18.99,51.99
global,Canada,2020-04-22,59.5,19.29,53.94
global,Canada,2020-04-23,62.07,19.49,57.59
global,Canada,2020-04-24,69.4,20.44,63.55
global,Canada,2020-04-25,61.33,19.56,63.76
global,Canada,2020-04-26,49.16,18.08,47.31
global,Canada,2020-04-27,62.59,21.78,61.18
global,Canada,2020-04-28,64.78,21.66,62.65
global,Canada,2020-04-29,66.72,21.3,63.49
global,Canada,2020-04-30,68.45,21.97,62.18
global,Canada,2020-05-01,78.5,23.68,74.84
global,Canada,2020-05-02,68.25,22.42,69.67
global,Canada,2020-05-03,58.95,22.67,65.53
global,Canada,2020-05-04,69.42,25.08,65.69
global,Canada,2020-05-05,74.34,25.29,72.58
global,Canada,2020-05-06,76.92,25.24,75.32
global,Canada,2020-05-07,76.86,24.37,72.43
global,Canada,2020-05-08,84.86,25.12,75.74
global,Canada,2020-05-09,76.51,23.18,68.96
global,Canada,2020-05-10,62.35,21.5,58.27
global,Canada,2020-05-11,0.0,0.0,0.0
global,Canada,2020-05-12,0.0,0.0,0.0
global,Canada,2020-05-13,84.23,26.02,81.49
global,Canada,2020-05-14,85.65,24.99,79.21
global,Canada,2020-05-15,97.27,26.34,86.56
global,Canada,2020-05-16,88.47,25.97,88.81
global,Canada,2020-05-17,72.89,23.82,75.55
global,Canada,2020-05-18,74.31,26.21,75.29
global,Canada,2020-05-19,92.23,30.01,90.98
global,Canada,2020-05-20,97.8,30.24,98.09
global,Canada,2020-05-21,98.06,30.23,97.15
global,Canada,2020-05-22,109.68,31.66,105.96
global,Canada,2020-05-23,99.15,30.71,101.32
global,Canada,2020-05-24,84.03,29.21,86.58
global,Canada,2020-05-25,98.93,33.13,96.9
global,Canada,2020-05-26,101.72,34.04,101.36
global,Canada,2020-05-27,104.91,34.27,102.05
global,Canada,2020-05-28,104.34,32.82,96.86
global,Canada,2020-05-29,115.01,34.46,106.07
global,Canada,2020-05-30,104.54,33.01,100.45
global,Canada,2020-05-31,87.22,31.66,83.93
global,Canada,2020-06-01,104.19,36.59,104.4
global,Canada,2020-06-02,103.65,34.25,99.77
global,Canada,2020-06-03,106.4,36.07,104.19
global,Canada,2020-06-04,113.84,37.55,112.0
global,Canada,2020-06-05,126.58,39.32,123.31
global,Canada,2020-06-06,109.89,35.8,108.66
